paper_name,id,abstract,triage_label,lane,corpus_stage,mechanism,why_it_matters,follow_up,authors,year,source_ids,primary_id,paper_id,categories,queries,discovery_methods,designations,assignment_rank,assignment_score,search_score,primary_reader,metadata_verified,body_inspected,evidence_read,abstract_reviewed,inspection_status,triage_status,stages_seen,source_registry_paths,source_triage_paths,metadata_status,triage_count
Lightweight Record-and-Replay for Intermittent Tests Failures,arxiv:1909.03111,"In this paper we present lightweight record-and-replay (RR). In contrast to traditional ""fully deterministic"" RR solutions, lightweight RR focuses on handling nondeterminism arising from thread communication for programs with concurrent, message-passing architectures. By decreasing nondeterminism in programs, lightweight RR decreases the number of intermittent failures in program's test suites. We evaluated the effectiveness of lightweight RR on Servo, a highly concurrent web browser. Our evaluation shows lightweight RR is effective at greatly reducing intermittent failures for some tests, but",high,B2,primary_assignment,Records enough nondeterministic execution inputs and ordering to replay intermittent failures with low overhead.,Provides a direct reproducibility pattern for intermittent robot runtime episodes.,true,Omar S Navarro Leija | Alan Jeffrey,2019,arxiv:1909.03111,arxiv:1909.03111,4933729549708965008,cs.SE | cs.DC,q14-replay,semantic-search,general,166,20.031737963569014,0.8641271029909058,B2,inspect-paper completed,,,,,triaged,primary_assignment,b2/raw-q14-replay.txt | b2/registry-final.json | b2/registry.json | b3/raw-q25-replay.json | b3/registry.json | b8/canonical-registry.json | b8/raw/failure-01.json | b8/raw/foundational-01.json,b2/triage-final.jsonl | b2/triage.jsonl,complete,2
Causality-Guided Adaptive Interventional Debugging,arxiv:2003.09539,"Runtime nondeterminism is a fact of life in modern database applications. Previous research has shown that nondeterminism can cause applications to intermittently crash, become unresponsive, or experience data corruption. We propose Adaptive Interventional Debugging (AID) for debugging such intermittent failures. AID combines existing statistical debugging, causal analysis, fault injection, and group testing techniques in a novel way to (1) pinpoint the root cause of an application's intermittent failure and (2) generate an explanation of how the root cause triggers the failure. AID works by f",high,B2,primary_assignment,Uses causal dependencies to choose targeted interventions that distinguish competing fault hypotheses.,Turns an execution history into controlled experiments for localization and reproduction.,true,Anna Fariha | Suman Nath | Alexandra Meliou,2020,arxiv:2003.09539,arxiv:2003.09539,3644730271053295982,cs.DB | cs.SE,q14-replay,semantic-search,general,41,19.128673178375735,0.9453186827840592,B2,inspect-paper completed,inspect-arxiv_2003.09539.json,available-text,,inspect-arxiv_2003.09539.json,triaged,primary_assignment,b2/raw-q14-replay.txt | b2/registry-final.json | b2/registry.json | b3/assigned-evidence-index.jsonl | b3/assigned.json | b3/expansion-registry.json | b3/follow-up-manifest.jsonl | b3/inspection-evidence.jsonl | b3/raw-q24-fault-injection.json | b3/raw-q25-replay.json | b3/raw-q26-temporal-fi.json | b3/raw-q36-causal-profiler.json | b3/read-evidence-manifest.jsonl | b3/registry.json | b8/canonical-registry.json | b8/raw/direct-04.json,b2/triage-final.jsonl | b2/triage.jsonl,complete,2
Aggregate-Driven Trace Visualizations for Performance Debugging,arxiv:2010.13681,Performance issues in cloud systems are hard to debug. Distributed tracing is a widely adopted approach that gives engineers visibility into cloud systems. Existing trace analysis approaches focus on debugging single request correctness issues but not debugging single request performance issues. Diagnosing a performance issue in a given request requires comparing the performance of the offending request with the aggregate performance of typical requests. Effective and efficient debugging of such issues faces three challenges: (i) identifying the correct aggregate data for diagnosis; (ii) visua,high,B2,primary_assignment,Aligns an offending request trace with aggregate baseline traces to localize abnormal execution segments.,Provides a direct method for identifying which robot stage first diverged from normal behavior.,true,Vaastav Anand | Matheus Stolet | Thomas Davidson | Ivan Beschastnikh | Tamara Munzner | Jonathan Mace,2020,arxiv:2010.13681,arxiv:2010.13681,461141095892195113,cs.DC | cs.HC,q02-identifiers,semantic-search,general,59,,0.8740772351648677,B2,inspect-paper completed,inspect-arxiv_2010.13681.json,available-text,,inspect-arxiv_2010.13681.json,triaged,primary_assignment,b2/raw-q02-identifiers.txt | b2/registry-final.json | b2/registry.json | b3/assigned-evidence-index.jsonl | b3/assigned.json | b3/follow-up-manifest.jsonl | b3/inspection-evidence.jsonl | b3/raw-q23-host-telemetry.json | b3/raw-q35-classic-tracing.json | b3/read-evidence-manifest.jsonl | b3/registry.json,b2/triage-final.jsonl | b2/triage.jsonl,complete,2
The Bloom Clock for Causality Testing,arxiv:2011.11744,"Testing for causality between events in distributed executions is a fundamental problem. Vector clocks solve this problem but do not scale well. The probabilistic Bloom clock can determine causality between events with lower space, time, and message-space overhead than vector clock; however, predictions suffer from false positives. We give the protocol for the Bloom clock based on Counting Bloom filters and study its properties including the probabilities of a positive outcome and a false positive. We show the results of extensive experiments to determine how these above probabilities vary as",high,B2,primary_assignment,"Uses Counting Bloom-filter timestamps to test happened-before relations with lower space, time, and message-space cost than vector clocks, accepting probabilistic false positives.",Provides a compact causal-context option for high-rate distributed robot events when exact vector clocks are too expensive.,true,Anshuman Misra | Ajay D. Kshemkalyani,2020,arxiv:2011.11744,arxiv:2011.11744,152178328592026428,cs.DC,expansion-similar-01 | expansion-citers-01,related-similar | related-citers,general,27,,0.8566204956353467,B2,inspect-paper completed,inspect-arxiv_2011.11744.json,,,inspect-arxiv_2011.11744.json,triaged,primary_assignment | expansion_round_1,b1/assigned-paper-manifest.json | b1/assigned-paper-manifest.jsonl | b1/assigned-registry.jsonl | b1/canonical-registry.jsonl | b1/follow-up-manifest.jsonl | b1/inspection-manifest.jsonl | b1/raw-q04-logical.json | b1/raw-q10-causal-diagnosis.json | b1/raw-q14-lamport-exact.json | b2/raw-q03-causality.txt | b2/raw-q04-message-flow.txt | b2/raw-q13-foundations.txt | b2/registry-expansion-additions.json | b2/registry-final.json | b3/raw-q34-vector-clocks.json | b3/registry.json | b5/canonical-registry.jsonl | b5/raw-retrieval/q40-found-clocks.json,b2/triage-expansion-additions.jsonl | b2/triage-final.jsonl,complete,2
Inferring Unobserved Events in Systems With Shared Resources and Queues,arxiv:2103.00167,"To identify the causes of performance problems or to predict process behavior, it is essential to have correct and complete event data. This is particularly important for distributed systems with shared resources, e.g., one case can block another case competing for the same machine, leading to inter-case dependencies in performance. However, due to a variety of reasons, real-life systems often record only a subset of all events taking place. To understand and analyze the behavior and performance of processes with shared resources, we aim to reconstruct bounds for timestamps of events in a case",high,B2,primary_assignment,Infers hidden events from observed resource contention and queue behavior.,Can reconstruct missing scheduler or transport events that explain a robot latency episode.,true,Dirk Fahland | Vadim Denisov | Wil. M. P. van der Aalst,2021,arxiv:2103.00167,arxiv:2103.00167,2189518703419947099,cs.DC | cs.AI | cs.FL | cs.PF,q14-replay,semantic-search,general,347,,0.7815974639023655,B2,inspect-paper completed,,,,,triaged,primary_assignment,b2/raw-q14-replay.txt | b2/registry-final.json | b2/registry.json | b3/raw-q07-trace-loss.json | b3/raw-q27-unobserved.json | b3/registry.json,b2/triage-final.jsonl | b2/triage.jsonl,complete,2
MicroHECL: High-Efficient Root Cause Localization in Large-Scale Microservice Systems,arxiv:2103.01782,"Availability issues of industrial microservice systems (e.g., drop of successfully placed orders and processed transactions) directly affect the running of the business. These issues are usually caused by various types of service anomalies which propagate along service dependencies. Accurate and high-efficient root cause localization is thus a critical challenge for large-scale industrial microservice systems. Existing approaches use service dependency graph based analysis techniques to automatically locate root causes. However, these approaches are limited due to their inaccurate detection of",high,B2,primary_assignment,Uses service dependency graphs and anomaly propagation to localize likely causal components efficiently.,Provides a scalable graph-based fallback when complete per-request context is unavailable.,true,Dewei Liu | Chuan He | Xin Peng | Fan Lin | Chenxi Zhang | Shengfang Gong | Ziang Li | Jiayu Ou | Zheshun Wu,2021,arxiv:2103.01782,arxiv:2103.01782,6955632201904114789,cs.SE,q04-message-flow | q11-failures,semantic-search,general,11,,0.030117753623188408,B2,inspect-paper completed,,,,,triaged,primary_assignment,b2/raw-q04-message-flow.txt | b2/raw-q11-failures.txt | b2/registry-final.json | b2/registry.json | b3/expansion-registry.json | b3/raw-q03-root-cause.json | b3/raw-q08-microservice-rca.json | b3/raw-q09-error-propagation.json | b3/raw-q32-dynamic-causality.json | b3/raw-q35-classic-tracing.json | b3/registry.json,b2/triage-final.jsonl | b2/triage.jsonl,complete,2
DepGraph: Localizing Performance Bottlenecks in Multi-Core Applications Using Waiting Dependency Graphs and Software Tracing,arxiv:2103.04933,DepGraph uses system-level tracing to extract a Waiting Dependency Graph that shows how a task's execution is divided among interleaving threads and hardware resources. The method analyzes three industry-level performance anomalies and reports imposed overhead never exceeding 10.1%.,high,B2,primary_assignment,Combines system-level tracing with waiting-dependency graphs over interleaving threads and hardware resources to explain task execution time.,"Transfers directly to attributing robot episode delays to scheduler, worker, or hardware-resource dependencies.",true,Naser Ezzati-Jivan | Quentin Fournier | Michel R. Dagenais | Abdelwahab Hamou-Lhadj,2021,arxiv:2103.04933,arxiv:2103.04933,7865034857012623966,cs.SE,expansion-similar-01,related-similar,general,16,,0.709663434293815,B2,inspect-paper completed,inspect-arxiv_2103.04933.json,available-text,,inspect-arxiv_2103.04933.json,triaged,primary_assignment | expansion_round_1,b2/registry-expansion-additions.json | b2/registry-final.json | b3/assigned-evidence-index.jsonl | b3/assigned.json | b3/follow-up-manifest.jsonl | b3/inspection-evidence.jsonl | b3/raw-q14-async-critical.json | b3/read-evidence-manifest.jsonl | b3/registry.json,b2/triage-expansion-additions.jsonl | b2/triage-final.jsonl,complete,2
Stream Processing With Dependency-Guided Synchronization (Extended Version),arxiv:2104.04512,"Real-time data processing applications with low latency requirements have led to the increasing popularity of stream processing systems. While such systems offer convenient APIs that can be used to achieve data parallelism automatically, they offer limited support for computations that require synchronization between parallel nodes. In this paper, we propose *dependency-guided synchronization (DGS)*, an alternative programming model for stateful streaming computations with complex synchronization requirements. In the proposed model, the input is viewed as partially ordered, and the program con",high,B2,primary_assignment,Synchronizes distributed stream operators using explicit data-dependency information.,Provides dependency metadata for ordering and correlating observation-stream transformations.,true,Konstantinos Kallas | Filip Niksic | Caleb Stanford | Rajeev Alur,2021,arxiv:2104.04512,arxiv:2104.04512,5115719117658188802,cs.PL | cs.DC,q10-streams,semantic-search,general,,,0.62758609939562,B2,inspect-paper completed,,,,,triaged,primary_assignment,b2/raw-q10-streams.txt | b2/registry-final.json | b2/registry.json | b5/canonical-registry.jsonl | b5/raw-retrieval/q08-syn-exactly-once.json | b5/raw-retrieval/q11-syn-event-time.json | b5/raw-retrieval/q27-failure-stream.json | b5/raw-retrieval/q42-found-stream.json,b2/triage-final.jsonl | b2/triage.jsonl,complete,2
Groot: An Event-graph-based Approach for Root Cause Analysis in Industrial Settings,arxiv:2108.00344,"For large-scale distributed systems, it's crucial to efficiently diagnose the root causes of incidents to maintain high system availability. The recent development of microservice architecture brings three major challenges (i.e., operation, system scale, and monitoring complexities) to root cause analysis (RCA) in industrial settings. To tackle these challenges, in this paper, we present Groot, an event-graph-based approach for RCA. Groot constructs a real-time causality graph based on events that summarize various types of metrics, logs, and activities in the system under analysis. Moreover,",high,B2,primary_assignment,Builds an event graph from industrial telemetry and searches dependencies to rank root causes.,Industrial event graphs are a close transfer target for robot hardware-loop attribution.,true,Hanzhang Wang | Zhengkai Wu | Huai Jiang | Yichao Huang | Jiamu Wang | Selcuk Kopru | Tao Xie,2021,arxiv:2108.00344,arxiv:2108.00344,5393584322578294683,cs.SE,q11-failures,semantic-search,general,26,,0.021060342459481733,B2,inspect-paper completed,,,,,triaged,primary_assignment,b2/raw-q11-failures.txt | b2/registry-final.json | b2/registry.json | b3/expansion-registry.json | b3/raw-q03-root-cause.json | b3/raw-q05-event-graph.json | b3/raw-q08-microservice-rca.json | b3/raw-q10-causal-hypergraph.json | b3/raw-q24-fault-injection.json | b3/raw-q32-dynamic-causality.json | b3/registry.json,b2/triage-final.jsonl | b2/triage.jsonl,complete,2
Packaging research artefacts with RO-Crate,arxiv:2108.06503,"RO-Crate is a lightweight machine-readable packaging approach based on Schema.org annotations in JSON-LD. It packages the items contributing to a research outcome with identifiers, provenance, relations, and annotations to support FAIR and reproducible reuse.",high,B2,primary_assignment,"Packages identified research inputs, software, outputs, relations, and provenance as machine-readable JSON-LD metadata using Schema.org.",Provides a concrete portable container for immutable episode evidence and later replay/audit.,true,Stian Soiland-Reyes | Peter Sefton | Mercè Crosas | Leyla Jael Castro | Frederik Coppens | José M. Fernández | Daniel Garijo | Björn Grüning | Marco La Rosa | Simone Leo | Eoghan Ó Carragáin | Marc Portier | Ana Trisovic | RO-Crate Community | Paul Groth | Carole Goble,2021,,,9050444341386784658,cs.DL,expansion-references-01,related-references,general,,,,B2,inspect-paper completed,,,,,triaged,primary_assignment | expansion_round_1,b2/registry-expansion-additions.json | b2/registry-final.json,b2/triage-expansion-additions.jsonl | b2/triage-final.jsonl,complete,2
AID: Efficient Prediction of Aggregated Intensity of Dependency in Large-scale Cloud Systems,arxiv:2109.04893,"AID derives candidate service dependency pairs from distributed-tracing spans, represents each service with a multivariate time series aggregated from spans, and estimates dependency intensity from caller/callee status similarity. It is evaluated on an open-source microservice benchmark and a production cloud system.",high,B2,primary_assignment,Builds candidate service dependencies from spans and estimates dependency intensity from correlated multivariate service-status time series.,Adds a graded dependency signal when a robot trace shows correlation but not a simple one-parent causal edge.,true,Tianyi Yang | Jiacheng Shen | Yuxin Su | Xiao Ling | Yongqiang Yang | Michael R. Lyu,2021,,,8172766496941386577,cs.SE | cs.DC,expansion-similar-01 | expansion-references-01,related-similar | related-references,general,,,,B2,inspect-paper completed,,,,,triaged,primary_assignment | expansion_round_1,b2/registry-expansion-additions.json | b2/registry-final.json,b2/triage-expansion-additions.jsonl | b2/triage-final.jsonl,complete,2
