"pass2_index","assigned_agent","paper_id","paper_title","first_pass_classification","source_lane","paper_name","id","abstract","triage_label","lanes","lane_count","triage_labels_by_lane","mechanisms_by_lane","why_it_matters_by_lane","follow_up_by_lane","corpus_stages","authors","year","source_ids","primary_id","source_paper_id","categories","queries","discovery_methods","designations","primary_readers","metadata_verified_any","body_inspected_any","evidence_read_any","triage_disagreement","source_registry_paths","source_triage_paths"
"208","4","arxiv:2108.06503","Packaging research artefacts with RO-Crate","HIGH","B2","Packaging research artefacts with RO-Crate","arxiv:2108.06503","RO-Crate is a lightweight machine-readable packaging approach based on Schema.org annotations in JSON-LD. It packages the items contributing to a research outcome with identifiers, provenance, relations, and annotations to support FAIR and reproducible reuse.","high","B2","1","B2=high","B2=Packages identified research inputs, software, outputs, relations, and provenance as machine-readable JSON-LD metadata using Schema.org.","B2=Provides a concrete portable container for immutable episode evidence and later replay/audit.","B2=true","primary_assignment","Stian Soiland-Reyes | Peter Sefton | Mercè Crosas | Leyla Jael Castro | Frederik Coppens | José M. Fernández | Daniel Garijo | Björn Grüning | Marco La Rosa | Simone Leo | Eoghan Ó Carragáin | Marc Portier | Ana Trisovic | RO-Crate Community | Paul Groth | Carole Goble","2021","","","9050444341386784658","cs.DL","expansion-references-01","related-references","general","B2","false","false","false","false","b2/registry-expansion-additions.json | b2/registry-final.json","b2/triage-expansion-additions.jsonl | b2/triage-final.jsonl"
"213","4","arxiv:2109.06979","CORNET 2.0: A Co-Simulation Middleware for Robot Networks","HIGH","B8","CORNET 2.0: A Co-Simulation Middleware for Robot Networks","arxiv:2109.06979","We present a networked co-simulation framework for multi-robot systems applications. We require a simulation framework that captures both physical interactions and communications aspects to effectively design such complex systems. This is necessary to co-design the multi-robots' autonomy logic and the communication protocols. The proposed framework extends existing tools to simulate the robot's autonomy and network-related aspects. We have used Gazebo with ROS/ROS2 to develop the autonomy logic for robots and mininet-WiFi as the network simulator to capture the cyber-physical systems properties of the multi-robot system. This framework addresses the need to seamlessly integrate the two simulation environments by synchronizing mobility and time, allowing for easy migration of the algorithms to real platforms. The framework supports container-based virtualization and extends a generic robotic framework by decoupling the data plane and control plane.","high","B8","1","B8=high","B8=Expansion candidate was surfaced by a related-paper graph around a B8 seed and is triaged from its title and abstract.","B8=It may add a reusable observability, replay, timing, or failure-injection mechanism to the B8 evidence family.","B8=true","expansion_round_1","","2021","arxiv:2109.06979","arxiv:2109.06979","5254347152473674180","","cyber-physical systems distributed tracing time synchronization provenance observability robotics","firecrawl research search-papers","","B8","false","false","false","false","b8/canonical-registry.json | b8/expansion-canonical-registry.json | b8/expansion-follow-up-manifest.json | b8/expansion-inspection-manifest.json | b8/expansion-registry.json | b8/raw/syn-01.json","b8/expansion-triage.jsonl"
"218","4","arxiv:2110.05819","Event-Based high-speed low-latency fiducial marker tracking","MEDIUM","B7","Event-Based high-speed low-latency fiducial marker tracking","arxiv:2110.05819","Motion and dynamic environments, especially under challenging lighting conditions, are still an open issue for robust robotic applications. In this paper, we propose an end-to-end pipeline for real-time, low latency, 6 degrees-of-freedom pose estimation of fiducial markers. Instead of achieving a pose estimation through a conventional frame-based approach, we employ the high-speed abilities of event-based sensors to directly refine the spatial transformation, using consecutive events. Furthermore, we introduce a novel two-way verification process for detecting tracking errors by backtracking the estimated pose, allowing us to evaluate the quality of our tracking. This approach allows us to achieve pose estimation at a rate up to 156 kHz, while only relying on CPU resources. The average end-to-end latency of our method is 3 ms. Experimental results demonstrate outstanding potential for robotic tasks, such as visual servoing in fast action-perception loops.","medium","B7","1","B7=medium","B7=Uses event streams and two-way pose verification to produce and quality-check high-rate, low-latency marker observations.","B7=The event timestamp and quality-check pattern transfers to observation-capture telemetry for fast robot loops.","B7=true","primary_assignment","","","arxiv:2110.05819","arxiv:2110.05819","8052172092931288696","","","","","B7","false","false","false","false","b7/assigned-paper-manifest.json | b7/assigned-paper-manifest.jsonl | b7/canonical-registry.json | b7/raw-retrieval/q23-failure-nondeterminism.json","b7/abstract-triage.jsonl"
"223","4","arxiv:2111.14255","Automated Runtime-Aware Scheduling for Multi-Tenant DNN Inference on GPU","HIGH","B6","Automated Runtime-Aware Scheduling for Multi-Tenant DNN Inference on GPU","arxiv:2111.14255","With the fast development of deep neural networks (DNNs), many real-world applications are adopting multiple models to conduct compound tasks, such as co-running classification, detection, and segmentation models on autonomous vehicles. Such multi-tenant DNN inference cases greatly exacerbate the computational complexity and call for comprehensive collaboration for graph-level operator scheduling, runtime-level resource awareness, as well as hardware scheduler support. However, the current scheduling support for such multi-tenant inference is still relatively backward. In this work, we propose a resource-aware scheduling framework for efficient multi-tenant DNN inference on GPU, which automatically coordinates DNN computing in different execution levels. Leveraging the unified scheduling intermediate representation and the automated ML-based searching algorithm, optimal schedules could be generated to wisely adjust model concurrency and interleave DNN model operators, maintaining a continuously balanced resource utilization across the entire inference process, and eventually improving the runtime efficiency. Experiments show that we could consistently achieve 1.3-1.7x speed-up, compared to regular DNN runtime libraries (e.g., CuDNN, TVM) and particular concurrent scheduling methods (e.g., NVIDIA Multi-Stream).","high","B6","1","B6=high","B6=The abstract describes concurrent accelerator workloads and resource isolation, partitioning, or interference-aware scheduling as the latency mechanism.","B6=It provides a basis for distinguishing accelerator contention and interference from intrinsic model latency.","B6=true","primary_assignment","Fuxun Yu, Shawn Bray, Di Wang, Longfei Shangguan, Xulong Tang, Chenchen Liu, Xiang Chen","","arxiv:2111.14255","arxiv:2111.14255","241742114835861439","cs.DC","q14 | q24 | q35 | q37","firecrawl research search-papers","false","B6","false","true","false","false","b6/assigned-evidence-index.jsonl | b6/assigned-paper-manifest.jsonl | b6/assigned-registry.jsonl | b6/canonical-registry.json | b6/canonical-registry.jsonl | b6/follow-up-manifest.jsonl | b6/inspection-evidence.jsonl | b6/inspection-manifest.jsonl | b6/raw-retrieval/q14-mechanism-contention.json | b6/raw-retrieval/q24-adjacent-driving.json | b6/raw-retrieval/q35-foundational-nexus.json | b6/raw-retrieval/q37-foundational-shepherd.json | b6/read-evidence-manifest.jsonl","b6/abstract-triage-inherited-89.jsonl | b6/abstract-triage.jsonl | b6/assigned-paper-manifest.jsonl"
"228","4","arxiv:2201.06325","A Tree Clock Data Structure for Causal Orderings in Concurrent Executions","HIGH","B1 | B2","A Tree Clock Data Structure for Causal Orderings in Concurrent Executions","arxiv:2201.06325","Dynamic techniques are a scalable and effective way to analyze concurrent programs. Instead of analyzing all behaviors of a program, these techniques detect errors by focusing on a single program execution. Often a crucial step in these techniques is to define a causal ordering between events in the execution, which is then computed using vector clocks, a simple data structure that stores logical times of threads. The two basic operations of vector clocks, namely join and copy, require Î˜(k) time, where k is the number of threads. Thus they are a computational bottleneck when k is large. In this work, we introduce tree clocks, a new data structure that replaces vector clocks for computing causal orderings in program executions. Joining and copying tree clocks takes time that is roughly proportional to the number of entries being modified, and hence the two operations do not suffer the a-priori Î˜(k) cost per application. We show that when used to compute the classic happens-before (HB) partial order, tree clocks are optimal, in the sense that no other data structure can lead to smaller asymptotic running time. Moreover, we demonstrate that tree clocks can be used to compute other partial orders, such as schedulable-happens-before (SHB) and the standard Mazurkiewicz (MAZ) partial order, and thus are a versatile data structure. Our experiments show that just by replacing vector clocks with tree clocks, the computation becomes from 2.02 Ã— faster (MAZ) to 2.66 Ã— (SHB) and 2.97 Ã— (HB) on average per benchmark. These results illustrate that tree clocks have the potential to become a standard data structure with wide applications in concurrent analyses.","high","B1 | B2","2","B1=high | B2=high","B1=Tree clocks represent happens-before state with joins and copies proportional to modified entries instead of full vector size. | B2=Compresses vector-clock causal histories with a tree structure for scalable concurrent-execution ordering.","B2=Offers a compact causal context for high-event-rate robot runtimes.","B1=true | B2=true","primary_assignment","Umang Mathur, Andreas Pavlogiannis, HÃ¼nkar Can TunÃ§, Mahesh Viswanathan","2022","arxiv:2201.06325","arxiv:2201.06325","4933248457993419130","cs.DC | cs.DS | cs.LO | cs.PL | cs.SE","q03-causality | q13-foundations","semantic-search","general","B1 | B2","true","false","false","false","b1/assigned-paper-manifest.json | b1/assigned-paper-manifest.jsonl | b1/assigned-registry.jsonl | b1/canonical-registry.jsonl | b1/follow-up-manifest.jsonl | b1/inspection-manifest.jsonl | b1/raw-q04-logical.json | b1/raw-q10-causal-diagnosis.json | b1/raw-q11-foundational.json | b1/raw-q14-lamport-exact.json | b2/raw-q03-causality.txt | b2/raw-q13-foundations.txt | b2/registry-final.json | b2/registry.json | b3/raw-q33-lamport.json | b3/raw-q34-vector-clocks.json | b3/registry.json | b5/canonical-registry.jsonl | b5/raw-retrieval/q40-found-clocks.json","b1/assigned-paper-manifest.jsonl | b1/triage.jsonl | b2/triage-final.jsonl | b2/triage.jsonl"
"233","4","arxiv:2202.09189","Task-oriented Scheduling for Networked Control Systems: An Age of Information-Aware Implementation on Software-defined Radios","MEDIUM","B4","Task-oriented Scheduling for Networked Control Systems: An Age of Information-Aware Implementation on Software-defined Radios","arxiv:2202.09189","Networked control systems (NCSs) are feedback control loops that are closed over a communication network. Emerging applications, such as telerobotics, drones and autonomous driving are the most prominent examples of such systems. Regular and timely information sharing between the components of NCSs is essential to fulfill the desired control tasks, as stale information can lead to performance degradation or even physical damage. In this work, we consider multiple heterogeneous NCSs that transmit their system state over a shared physical wireless channel towards a gateway node. We conduct a com","medium","B4","1","B4=medium","B4=scheduling/deadline policy; stage-wise latency attribution; robotic or cyber-physical transfer; network/transport transfer","B4=Directly informs the Reflex robot-loop timing budget and the evidence needed to separate execution, transport, and hardware effects.","B4=true","primary_assignment","Onur Ayan; Polina Kutsevol; Hasan Yağız Özkan; Wolfgang Kellerer","2022","arxiv:2202.09189","arxiv:2202.09189","arxiv:2202.09189","cs.IT | cs.SY | eess.SY | math.IT","q03-queueing-delay-scheduling.json","","","B4","false","false","false","false","b4/assigned-paper-manifest.jsonl | b4/canonical-registry.json | b4/raw-retrieval/q03-queueing-delay-scheduling.json | b5/canonical-registry.jsonl | b5/raw-retrieval/q02-direct-freshness.json","b4/abstract-triage.jsonl"
"238","4","arxiv:2204.10208","Message Flow Analysis with Complex Causal Links for Distributed ROS 2 Systems","HIGH","B2 | B3 | B7 | B8","Message Flow Analysis with Complex Causal Links for Distributed ROS 2 Systems","arxiv:2204.10208","Distributed robotic systems rely heavily on the publish-subscribe communication paradigm and middleware frameworks that support it, such as the Robot Operating System (ROS), to efficiently implement modular computation graphs. The ROS 2 executor, a high-level task scheduler which handles ROS 2 messages, is a performance bottleneck. We extend ros2tracing, a framework with instrumentation and tools for real-time tracing of ROS 2, with the analysis and visualization of the flow of messages across distributed ROS 2 systems. Our method detects one-to-many and many-to-many causal links between input and output messages, including indirect causal links through simple user-level annotations. We validate our method on both synthetic and real robotic systems, and demonstrate its low runtime overhead. Moreover, the underlying intermediate execution representation database can be further leveraged to extract additional metrics and high-level results. This can provide valuable timing and scheduling information to further study and improve the ROS 2 executor as well as optimize any ROS 2 system. The source code is available at: https://github.com/christophebedard/ros2-message-flow-analysis.","high","B2 | B3 | B7 | B8","4","B2=high | B3=high | B7=high | B8=medium","B2=Infers one-to-many and many-to-many message causal links using tracing and user annotations. | B3=Extends ROS 2 tracing to infer one-to-many and many-to-many message causal links, including annotated indirect links. | B7=Extends ros2tracing with one-to-many and many-to-many message-causality detection plus a database of execution and scheduling events. | B8=The paper uses runtime traces and correlated message or compute events to expose execution paths and timing behavior.","B2=Handles fan-out and fan-in in the sensor-to-inference-to-action graph where parent IDs are not one-to-one. | B3=Matches fan-out/fan-in observation, inference, and action flows that cannot use one-parent span assumptions. | B7=It directly localizes ROS 2 episode latency across callbacks and distributed message paths with low runtime overhead. | B8=It transfers directly to robot inference episodes by linking sensor, middleware, inference, and outcome evidence.","B2=true | B3=true | B7=true | B8=true","primary_assignment","Christophe BÃ©dard | Pierre-Yves Lajoie | Giovanni Beltrame | Michel Dagenais","2022","arxiv:2204.10208","arxiv:2204.10208","2046346140503261134","cs.RO","02-critical-path | 05-event-graph | 13-causal-profiling | 16-ros2-causal | 17-ros2-flow | 18-ros2-timing | 20-robot-middleware | 38-recent-ros | foundational-02 | mechanism-03 | q04-message-flow | q07-sequence-correlation | q09-ros2 | syn-01","firecrawl research search-papers | semantic-search","foundational | general","B2 | B3 | B7 | B8","true","true","true","true","b1/expansion/expansion-manifest.jsonl | b2/raw-q04-message-flow.txt | b2/raw-q07-sequence-correlation.txt | b2/raw-q09-ros2.txt | b2/raw_01_direct.json | b2/registry-final.json | b2/registry.json | b3/assigned-evidence-index.jsonl | b3/assigned.json | b3/expansion-registry.json | b3/follow-up-manifest.jsonl | b3/inspection-evidence.jsonl | b3/raw-q02-critical-path.json | b3/raw-q05-event-graph.json | b3/raw-q13-causal-profiling.json | b3/raw-q16-ros2-causal.json | b3/raw-q17-ros2-flow.json | b3/raw-q18-ros2-timing.json | b3/raw-q20-robot-middleware.json | b3/raw-q38-recent-ros.json | b3/read-evidence-manifest.jsonl | b3/registry.json | b4/raw-retrieval/q12-ROS-2-executor.json | b5/canonical-registry.jsonl | b5/raw-retrieval/q17-mech-dedup.json | b5/raw-retrieval/q18-mech-correlation.json | b7/assigned-paper-manifest.json | b7/assigned-paper-manifest.jsonl | b7/canonical-registry.json | b7/expansion/expansion-registry-final.json | b7/expansion/expansion-registry.json | b7/raw-retrieval/q01-direct-ros2-latency.json | b7/raw-retrieval/q03-direct-dds-tracing.json | b7/raw-retrieval/q06-synonym-runtime.json | b7/raw-retrieval/q08-synonym-event.json | b7/raw-retrieval/q11-mechanism-executor.json | b7/raw-retrieval/q15-mechanism-causal-trace.json | b7/raw-retrieval/q18-mechanism-events.json | b7/raw-retrieval/q19-failure-deadlines.json | b7/raw-retrieval/q22-failure-serialization.json | b7/raw-retrieval/q25-failure-localization.json | b7/raw-retrieval/q30-adjacent-distributed.json | b7/raw-retrieval/q35-foundational-realtime.json | b8/assigned-paper-manifest.json | b8/canonical-registry.json | b8/expansion-canonical-registry.json | b8/expansion-registry.json | b8/follow-up-manifest.json | b8/inspection-manifest.json | b8/raw/foundational-02.json | b8/raw/mechanism-03.json | b8/raw/syn-01.json | b8/targeted-read-manifest.json","b2/triage-final.jsonl | b2/triage.jsonl | b3/triage.jsonl | b7/abstract-triage.jsonl | b8/abstract-triage.jsonl | b8/expansion-triage.jsonl"
"243","4","arxiv:2205.05314","Statistical Characterization of Closed-Loop Latency at the Mobile Edge","MEDIUM","B7","Statistical Characterization of Closed-Loop Latency at the Mobile Edge","arxiv:2205.05314","The stringent timing and reliability requirements in mission-critical applications require a detailed statistical characterization of the latency. Teleoperation is a representative use case, in which a human operator (HO) remotely controls a robot by exchanging command and feedback signals. We present a framework to analyze the latency of a closed-loop teleoperation system consisting of three entities: HO, robot located in remote environment, and a Base Station (BS) with Mobile edge Computing (MEC) capabilities. A model of each component of the system is used to analyze the closed-loop latency and decide upon the optimal compression strategy. The closed-form expression of the distribution of the closed-loop latency is difficult to estimate, such that suitable upper and lower bounds are obtained. We formulate a non-convex optimization problem to minimize the closed-loop latency. Using the obtained upper and lower bound on the closed-loop latency, a computationally efficient procedure to optimize the closed-loop latency is presented. The simulation results reveal that compression of sensing data is not always beneficial, while system design based on average performance leads to under-provisioning and may cause performance degradation. The applicability of the proposed analysis is much wider than teleoperation, for systems whose latency budget consists of many components.","medium","B7","1","B7=medium","B7=Models closed-loop latency as component distributions across operator, robot, base station, compression, and network paths.","B7=The component-budget approach transfers to episode-level observation-to-action attribution, though the setting is teleoperation.","B7=true","primary_assignment","","","arxiv:2205.05314","arxiv:2205.05314","5558018996350719341","","","","","B7","false","false","false","false","b4/raw-retrieval/q01-tail-latency-jitter.json | b4/raw-retrieval/q02-latency-distribution-percentile.json | b4/raw-retrieval/q03-queueing-delay-scheduling.json | b4/raw-retrieval/q10-latency-distribution-measurement.json | b7/assigned-paper-manifest.json | b7/assigned-paper-manifest.jsonl | b7/canonical-registry.json | b7/raw-retrieval/q31-adjacent-networked.json","b7/abstract-triage.jsonl"
"248","4","arxiv:2206.14767","Verified Causal Broadcast with Liquid Haskell","HIGH","B2 | B5","Verified Causal Broadcast with Liquid Haskell","arxiv:2206.14767","Protocols to ensure that messages are delivered in causal order are a ubiquitous building block of distributed systems. For instance, distributed data storage systems can use causally ordered message delivery to ensure causal consistency, and CRDTs can rely on the existence of an underlying causally-ordered messaging layer to simplify their implementation. A causal delivery protocol ensures that when a message is delivered to a process, any causally preceding messages sent to the same process have already been delivered to it. While causal delivery protocols are widely used, verification of th","high","B2 | B5","2","B2=high | B5=medium","B2=Formally verifies causal-broadcast ordering and delivery properties in typed code. | B5=The abstract examines event-time processing, late or out-of-order data, stream windows, watermarks, or message ordering.","B2=Shows how event-order invariants can be made executable and checked at runtime boundaries. | B5=It supplies a transferable diagnostic or design hypothesis for detecting transport-induced loss, duplication, reordering, staleness, timing error, or observation/action mismatch in the Reflex episode loop.","B2=true | B5=true","primary_assignment","Patrick Redmond | Gan Shen | Niki Vazou | Lindsey Kuper","2022","arxiv:2206.14767","arxiv:2206.14767","4985834491566190888","cs.DC | cs.PL","q04-message-flow | q07-sequence-correlation | q34-adj-distributed | q40-found-clocks","semantic-search","general","B2 | B5","false","false","false","true","b2/raw-q04-message-flow.txt | b2/raw-q07-sequence-correlation.txt | b2/registry-final.json | b2/registry.json | b3/raw-q28-causal-validation.json | b3/raw-q33-lamport.json | b3/registry.json | b5/assigned-paper-manifest.json | b5/assigned-paper-manifest.jsonl | b5/canonical-registry.jsonl | b5/evidence-digest.jsonl | b5/raw-retrieval/q34-adj-distributed.json | b5/raw-retrieval/q40-found-clocks.json","b2/triage-final.jsonl | b2/triage.jsonl | b5/abstract-triage.jsonl"
"253","4","arxiv:2207.11428","MISO: Exploiting Multi-Instance GPU Capability on Multi-Tenant Systems for Machine Learning","HIGH","B6","MISO: Exploiting Multi-Instance GPU Capability on Multi-Tenant Systems for Machine Learning","arxiv:2207.11428","GPU technology has been improving at an expedited pace in terms of size and performance, empowering HPC and AI/ML researchers to advance the scientific discovery process. However, this also leads to inefficient resource usage, as most GPU workloads, including complicated AI/ML models, are not able to utilize the GPU resources to their fullest extent -- encouraging support for GPU multi-tenancy. We propose MISO, a technique to exploit the Multi-Instance GPU (MIG) capability on the latest NVIDIA datacenter GPUs (e.g., A100, H100) to dynamically partition GPU resources among co-located jobs. MISO's key insight is to use the lightweight, more flexible Multi-Process Service (MPS) capability to predict the best MIG partition allocation for different jobs, without incurring the overhead of implementing them during exploration. Due to its ability to utilize GPU resources more efficiently, MISO achieves 49% and 16% lower average job completion time than the unpartitioned and optimal static GPU partition schemes, respectively.","high","B6","1","B6=high","B6=The abstract describes concurrent accelerator workloads and resource isolation, partitioning, or interference-aware scheduling as the latency mechanism.","B6=It provides a basis for distinguishing accelerator contention and interference from intrinsic model latency.","B6=true","primary_assignment","Baolin Li, Tirthak Patel, Siddarth Samsi, Vijay Gadepally, Devesh Tiwari","","arxiv:2207.11428","arxiv:2207.11428","5043095908945791586","cs.AR | cs.DC","q14","firecrawl research search-papers","false","B6","false","true","false","false","b4/raw-retrieval/q16-multi-tenant-GPU-contention.json | b6/assigned-evidence-index.jsonl | b6/assigned-paper-manifest.jsonl | b6/assigned-registry.jsonl | b6/canonical-registry.json | b6/canonical-registry.jsonl | b6/follow-up-manifest.jsonl | b6/inspection-evidence.jsonl | b6/inspection-manifest.jsonl | b6/raw-retrieval/q14-mechanism-contention.json | b6/read-evidence-manifest.jsonl","b6/abstract-triage-inherited-89.jsonl | b6/abstract-triage.jsonl | b6/assigned-paper-manifest.jsonl"
"258","4","arxiv:2209.01136","The Syncline Model -- Analyzing the Impact of Time Synchronization in Sensor Fusion","HIGH","B1 | B7","The Syncline Model -- Analyzing the Impact of Time Synchronization in Sensor Fusion","arxiv:2209.01136","The accuracy of sensor fusion algorithms are limited by either the intrinsic sensor noise, or by the quality of time synchronization of the sensors. While the intrinsic sensor noise only depends on the respective sensors, the error induced by quality of, or lack of, synchronization depends on the dynamics of the vehicles and robotic system and the magnitude of time synchronization errors. To meet their sensor fusion requirements, system designers must consider both which sensor to use and also how to synchronize them. This paper presents the Syncline model, a simple visual model of how time synchronization affects the accuracy of sensor fusion for different mobile robot platform. The model can serve as a simple tool to determine which synchronization mechanisms should be used.","high","B1 | B7","2","B1=high | B7=high","B1=A sensor-fusion model quantifies how relative timestamp error changes fused-state behavior and synchronization requirements. | B7=Visualizes how sensor synchronization error combines with platform dynamics to degrade fusion accuracy.","B7=It links a measurable timing defect to downstream correctness without proposing delayed-action compensation.","B1=true | B7=true","primary_assignment","Erling Rennemo Jellum, Torleiv HÃ¥land Bryne, Tor Arne Johansen, Milica OrlandÃ­c","2022","arxiv:2209.01136","arxiv:2209.01136","6282554262719065803","","","","","B1 | B7","true","false","false","false","b1/assigned-paper-manifest.json | b1/assigned-paper-manifest.jsonl | b1/assigned-registry.jsonl | b1/canonical-registry.jsonl | b1/follow-up-manifest.jsonl | b1/inspection-manifest.jsonl | b1/raw-q07-robotics.json | b7/assigned-paper-manifest.json | b7/assigned-paper-manifest.jsonl | b7/canonical-registry.json | b7/raw-retrieval/q09-synonym-cps.json","b1/assigned-paper-manifest.jsonl | b1/triage.jsonl | b7/abstract-triage.jsonl"
"263","4","arxiv:2209.09206","A Learning-Based Trajectory Planning of Multiple UAVs for AoI Minimization in IoT Networks","HIGH","B5","A Learning-Based Trajectory Planning of Multiple UAVs for AoI Minimization in IoT Networks","arxiv:2209.09206","Many emerging Internet of Things (IoT) applications rely on information collected by sensor nodes where the freshness of information is an important criterion. Age of Information (AoI) is a metric that quantifies information timeliness, i.e., the freshness of the received information or status update. This work considers a setup of deployed sensors in an IoT network, where multiple unmanned aerial vehicles (UAVs) serve as mobile relay nodes between the sensors and the base station. We formulate an optimization problem to jointly plan the UAVs' trajectory, while minimizing the AoI of the received messages. This ensures that the received information at the base station is as fresh as possible. The complex optimization problem is efficiently solved using a deep reinforcement learning (DRL) algorithm. In particular, we propose a deep Q-network, which works as a function approximation to estimate the state-action value function. The proposed scheme is quick to converge and results in a lower AoI than the random walk scheme. Our proposed algorithm reduces the average age by approximately 25% and requires down to 50% less energy when compared to the baseline scheme.","high","B5","1","B5=high","B5=The abstract treats freshness, age of information, timeliness, stale data, or value of information as a correctness or control variable.","B5=It supplies a transferable diagnostic or design hypothesis for detecting transport-induced loss, duplication, reordering, staleness, timing error, or observation/action mismatch in the Reflex episode loop.","B5=true","primary_assignment","Eslam Eldeeb, Dian Echevarría Pérez, Jean Michel de Souza Sant'Ana, Mohammad Shehab, Nurul Huda Mahmood, Hirley Alves, Matti Latva-aho","","arxiv:2209.09206","arxiv:2209.09206","4151462417804694101","","q02-direct-freshness | q09-syn-aoi | q36-adj-iot","","","B5","false","false","false","false","b5/assigned-paper-manifest.json | b5/assigned-paper-manifest.jsonl | b5/canonical-registry.jsonl | b5/evidence-digest.jsonl | b5/raw-retrieval/q02-direct-freshness.json | b5/raw-retrieval/q09-syn-aoi.json | b5/raw-retrieval/q36-adj-iot.json","b5/abstract-triage.jsonl"
"268","4","arxiv:2210.13062","A partial order view of message-passing communication models","HIGH","B2","A partial order view of message-passing communication models","arxiv:2210.13062","There is a wide variety of message-passing communication models, ranging from synchronous ''rendez-vous'' communications to fully asynchronous/out-of-order communications. For large-scale distributed systems, the communication model is determined by the transport layer of the network, and a few classes of orders of message delivery (FIFO, causally ordered) have been identified in the early days of distributed computing. For local-scale message-passing applications, e.g., running on a single machine, the communication model may be determined by the actual implementation of message buffers and b","high","B2","1","B2=high","B2=Represents message-passing executions as partial orders rather than arbitrary total event sequences.","B2=Prevents false causal claims when robot callbacks and transports execute concurrently.","B2=true","primary_assignment","Cinzia Di Giusto | Davide FerrÃ© | Laetitia Laversa | Etienne Lozes","2022","arxiv:2210.13062","arxiv:2210.13062","6555743431389180458","cs.CL | cs.FL | cs.SC","q07-sequence-correlation","semantic-search","general","B2","false","false","false","false","b2/raw-q07-sequence-correlation.txt | b2/registry-final.json | b2/registry.json | b3/raw-q33-lamport.json | b3/registry.json | b5/canonical-registry.jsonl | b5/raw-retrieval/q34-adj-distributed.json | b5/raw-retrieval/q40-found-clocks.json","b2/triage-final.jsonl | b2/triage.jsonl"
"273","4","arxiv:2211.07752","Robot Operating System 2: Design, Architecture, and Uses In The Wild","MEDIUM","B5 | B8","Robot Operating System 2: Design, Architecture, and Uses In The Wild","arxiv:2211.07752","The next chapter of the robotics revolution is well underway with the deployment of robots for a broad range of commercial use-cases. Even in a myriad of applications and environments, there exists a common vocabulary of components that robots share - the need for a modular, scalable, and reliable architecture; sensing; planning; mobility; and autonomy. The Robot Operating System (ROS) was an integral part of the last chapter, demonstrably expediting robotics research with freely-available components and a modular framework. However, ROS 1 was not designed with many necessary production-grade features and algorithms. ROS 2 and its related projects have been redesigned from the ground up to meet the challenges set forth by modern robotic systems in new and exploratory domains at all scales. In this review, we highlight the philosophical and architectural changes of ROS 2 powering this new chapter in the robotics revolution. We also show through case studies the influence ROS 2 and its adoption has had on accelerating real robot systems to reliable deployment in an assortment of challenging environments.","medium","B5 | B8","2","B5=medium | B8=medium","B5=The related-paper result extends an already-covered B5 transport family and is retained as a strong seed or neighboring mechanism for packet correctness, freshness, ordering, reliability, or timing. | B8=Expansion candidate was surfaced by a related-paper graph around a B8 seed and is triaged from its title and abstract.","B5=It tests whether the B5 synthesis mechanism map is stable beyond the multi-formulation search results and supplies a transferable hypothesis for the Reflex episode loop. | B8=It may add a reusable observability, replay, timing, or failure-injection mechanism to the B8 evidence family.","B5=true | B8=true","expansion_round_1","Steve Macenski, Tully Foote, Brian Gerkey, Chris Lalancette, William Woodall","2022","2211.07752 | 3847082001983098144 | arxiv:2211.07752","arxiv:2211.07752","3847082001983098144","","","","","B5 | B8","false","false","false","false","b1/expansion/expansion-manifest.jsonl | b3/expansion-registry.json | b5/evidence-digest.jsonl | b7/expansion/expansion-registry.json | b8/expansion-canonical-registry.json | b8/expansion-follow-up-manifest.json | b8/expansion-inspection-manifest.json | b8/expansion-registry.json","b5/expansion/expansion-triage.jsonl | b8/expansion-triage.jsonl"
