"pass2_index","assigned_agent","paper_id","paper_title","first_pass_classification","source_lane","paper_name","id","abstract","triage_label","lanes","lane_count","triage_labels_by_lane","mechanisms_by_lane","why_it_matters_by_lane","follow_up_by_lane","corpus_stages","authors","year","source_ids","primary_id","source_paper_id","categories","queries","discovery_methods","designations","primary_readers","metadata_verified_any","body_inspected_any","evidence_read_any","triage_disagreement","source_registry_paths","source_triage_paths"
"54","5","arxiv:1611.00580","On Verifying Causal Consistency","HIGH","B2","On Verifying Causal Consistency","arxiv:1611.00580","This paper studies automatic verification of causal consistency for distributed data structures. Checking a single execution is NP-complete even for read-write memory, while verifying all executions is undecidable; data-independent implementations provide a tractable escape in the studied setting.","high","B2","1","B2=high","B2=Formalizes automatic checking of single distributed executions for causal consistency and proves complexity/undecidability boundaries for universal verification.","B2=Defines explicit limits and feasible scope for validating reconstructed robot execution histories.","B2=true","primary_assignment","Ahmed Bouajjani | Constantin Enea | Rachid Guerraoui | Jad Hamza","2016","arxiv:1611.00580","arxiv:1611.00580","6763313630540936229","cs.LO","expansion-similar-01","related-similar","general","B2","false","false","false","false","b2/registry-expansion-additions.json | b2/registry-final.json | b3/raw-q28-causal-validation.json | b3/raw-q33-lamport.json | b3/raw-q34-vector-clocks.json | b3/registry.json","b2/triage-expansion-additions.jsonl | b2/triage-final.jsonl"
"59","5","arxiv:1703.07617","Quality-Driven Disorder Handling for M-way Sliding Window Stream Joins","MEDIUM","B5","Quality-Driven Disorder Handling for M-way Sliding Window Stream Joins","arxiv:1703.07617","Sliding window join is one of the most important operators for stream applications. To produce high quality join results, a stream processing system must deal with the ubiquitous disorder within input streams which is caused by network delay, asynchronous source clocks, etc. Disorder handling involves an inevitable tradeoff between the latency and the quality of produced join results. To meet different requirements of stream applications, it is desirable to provide a user-configurable result-latency vs. result-quality tradeoff. Existing disorder handling approaches either do not provide such configurability, or support only user-specified latency constraints. In this work, we advocate the idea of quality-driven disorder handling, and propose a buffer-based disorder handling approach for sliding window joins, which minimizes sizes of input-sorting buffers, thus the result latency, while respecting user-specified result-quality requirements. The core of our approach is an analytical model which directly captures the relationship between sizes of input buffers and the produced result quality. Our approach is generic. It supports m-way sliding window joins with arbitrary join conditions. Experiments on real-world and synthetic datasets show that, compared to the state of the art, our approach can reduce the result latency incurred by disorder handling by up to 95% while providing the same level of result quality.","medium","B5","1","B5=medium","B5=The abstract examines event-time processing, late or out-of-order data, stream windows, watermarks, or message ordering.","B5=It supplies a transferable diagnostic or design hypothesis for detecting transport-induced loss, duplication, reordering, staleness, timing error, or observation/action mismatch in the Reflex episode loop.","B5=true","primary_assignment","Yuanzhen Ji, Jun Sun, Anisoara Nica, Zbigniew Jerzak, Gregor Hackenbroich, Christof Fetzer","","arxiv:1703.07617","arxiv:1703.07617","6776156078023101235","","q11-syn-event-time | q27-failure-stream","","","B5","false","false","false","false","b5/assigned-paper-manifest.json | b5/assigned-paper-manifest.jsonl | b5/canonical-registry.jsonl | b5/evidence-digest.jsonl | b5/raw-retrieval/q11-syn-event-time.json | b5/raw-retrieval/q27-failure-stream.json","b5/abstract-triage.jsonl"
"64","5","arxiv:1705.10408","Distributed Time Synchronization for Networks with Random Delays and Measurement Noise","HIGH","B1","Distributed Time Synchronization for Networks with Random Delays and Measurement Noise","arxiv:1705.10408","In this paper a new distributed asynchronous algorithm is proposed for time synchronization in networks with random communication delays, measurement noise and communication dropouts. Three different types of the drift correction algorithm are introduced, based on different kinds of local time increments. Under nonrestrictive conditions concerning network properties, it is proved that all the algorithm types provide convergence in the mean square sense and with probability one (w.p.1) of the corrected drifts of all the nodes to the same value (consensus). An estimate of the convergence rate of these algorithms is derived. For offset correction, a new algorithm is proposed containing a compensation parameter coping with the influence of random delays and special terms taking care of the influence of both linearly increasing time and drift correction. It is proved that the corrected offsets of all the nodes converge in the mean square sense and w.p.1. An efficient offset correction algorithm based on consensus on local compensation parameters is also proposed. It is shown that the overall time synchronization algorithm can also be implemented as a flooding algorithm with one reference node. It is proved that it is possible to achieve bounded error between local corrected clocks in the mean square sense and w.p.1. Simulation results provide an additional practical insight into the algorithm properties and show its advantage over the existing methods.","high","B1","1","B1=high","B1=Asynchronous drift and offset consensus compensates random delays, measurement noise, and packet dropouts while proving bounded synchronization error.","","B1=true","primary_assignment","Milos S. Stankovic, Srdjan S. Stankovic, Karl Henrik Johansson","2018","arxiv:1705.10408","arxiv:1705.10408","6512508631710046631","","","","","B1","true","false","false","false","b1/assigned-paper-manifest.json | b1/assigned-paper-manifest.jsonl | b1/assigned-registry.jsonl | b1/canonical-registry.jsonl | b1/expansion/expansion-manifest.jsonl | b1/follow-up-manifest.jsonl | b1/inspection-manifest.jsonl | b1/raw-q01-direct.json | b1/raw-q02-synonyms.json | b1/raw-q08-embedded.json | b1/raw-q13-os-clocks.json","b1/assigned-paper-manifest.jsonl | b1/triage.jsonl"
"69","5","arxiv:1709.10119","Distributed Join-the-Idle-Queue for Low Latency Cloud Services","MEDIUM","B3","Distributed Join-the-Idle-Queue for Low Latency Cloud Services","arxiv:1709.10119","Low latency is highly desirable for cloud services. To achieve low response time, stringent timing requirements are needed for task scheduling in a large-scale server farm spanning thousands of servers. In this paper, we conduct an in-depth analysis for distributed Join-the-Idle-Queue (JIQ), a promising new approximation of an idealized task-scheduling algorithm. In particular, we derive semi-closed form expressions for the delay performance of distributed JIQ, and we propose a new variant of distributed JIQ that offers clear advantages over alternative algorithms for large systems.","medium","B3","1","B3=medium","B3=Analyzes distributed Join-the-Idle-Queue scheduling and derives delay performance for low-latency cloud services.","B3=A queueing-theoretic reference for interpreting scheduling-induced latency variance, without direct tracing.","B3=false","primary_assignment","","","arxiv:1709.10119","arxiv:1709.10119","2095207370122437026","","15-latency-decomp","","","B3","false","false","false","false","b3/assigned-evidence-index.jsonl | b3/assigned.json | b3/raw-q15-latency-decomp.json | b3/registry.json | b4/raw-retrieval/q08-tail-latency-distributed.json","b3/triage.jsonl"
"74","5","arxiv:1711.04993","Consistent distributed state estimation with global observability over sensor network","MEDIUM","B5","Consistent distributed state estimation with global observability over sensor network","arxiv:1711.04993","This paper studies the distributed state estimation problem for a class of discrete time-varying systems over sensor networks. Firstly, it is shown that a networked Kalman filter with optimal gain parameter is actually a centralized filter, since it requires each sensor to have global information which is usually forbidden in large networks. Then, a sub-optimal distributed Kalman filter (DKF) is proposed by employing the covariance intersection (CI) fusion strategy. It is proven that the proposed DKF is of consistency, that is, the upper bound of error covariance matrix can be provided by the filter in real time. The consistency also enables the design of adaptive CI weights for better filter precision. Furthermore, the boundedness of covariance matrix and the convergence of the proposed filter are proven based on the strong connectivity of directed network topology and the global observability which permits the sub-system with local sensor's measurements to be unobservable. Meanwhile, to keep the covariance of the estimation error bounded, the proposed DKF does not require the system matrix to be nonsingular at each moment, which seems to be a necessary condition in the main DKF designs under global observability. Finally, simulation results of two examples show the effectiveness of the algorithm in the considered scenarios.","medium","B5","1","B5=medium","B5=The abstract links sensor, observation, action, actuator, or telemetry transport behavior to a robotic episode or control outcome.","B5=It supplies a transferable diagnostic or design hypothesis for detecting transport-induced loss, duplication, reordering, staleness, timing error, or observation/action mismatch in the Reflex episode loop.","B5=true","primary_assignment","Xingkang He, Wenchao Xue, Haitao Fang","","arxiv:1711.04993","arxiv:1711.04993","8987947694429271958","","q23-failure-reorder","","","B5","false","false","false","false","b5/assigned-paper-manifest.json | b5/assigned-paper-manifest.jsonl | b5/canonical-registry.jsonl | b5/evidence-digest.jsonl | b5/raw-retrieval/q23-failure-reorder.json","b5/abstract-triage.jsonl"
"79","5","arxiv:1801.04241","Optimal Streaming Codes for Channels with Burst and Arbitrary Erasures","HIGH","B5","Optimal Streaming Codes for Channels with Burst and Arbitrary Erasures","arxiv:1801.04241","","high","B5","1","B5=high","B5=The related-paper result extends an already-covered B5 transport family and is retained as a strong seed or neighboring mechanism for packet correctness, freshness, ordering, reliability, or timing.","B5=It tests whether the B5 synthesis mechanism map is stable beyond the multi-formulation search results and supplies a transferable hypothesis for the Reflex episode loop.","B5=true","expansion_round_1","Silas L. Fong, Ashish Khisti, Baochun Li, Wai-Tian Tan, Xiaoqing Zhu, John Apostolopoulos","","","arxiv:1801.04241","","","","","","B5","false","false","false","false","b5/evidence-digest.jsonl","b5/expansion/expansion-triage.jsonl"
"84","5","arxiv:1803.09615","Homa: A Receiver-Driven Low-Latency Transport Protocol Using Network Priorities (Complete Version)","HIGH","B4","Homa: A Receiver-Driven Low-Latency Transport Protocol Using Network Priorities (Complete Version)","arxiv:1803.09615","Homa is a new transport protocol for datacenter networks. It provides exceptionally low latency, especially for workloads with a high volume of very short messages, and it also supports large messages and high network utilization. Homa uses in-network priority queues to ensure low latency for short messages; priority allocation is managed dynamically by each receiver and integrated with a receiver-driven flow control mechanism. Homa also uses controlled overcommitment of receiver downlinks to ensure efficient bandwidth utilization at high load. Our implementation of Homa delivers 99th percenti","high","B4","1","B4=high","B4=queue; schedule; backpressure; networking","B4=Expansion seed adds an independent queueing, scheduling, contention, transport, or tail-latency mechanism for cross-checking the B4 synthesis and Reflex transfer path.","B4=true","expansion_round_1","","","","arxiv:1803.09615","","","","","","B4","false","false","false","false","b4/expansion/expansion-followup-manifest.jsonl","b4/expansion/expansion-followup-triage.jsonl"
"89","5","arxiv:1805.04449","Peacock: Probe-Based Scheduling of Jobs by Rotating Between Elastic Queues","MEDIUM","B4","Peacock: Probe-Based Scheduling of Jobs by Rotating Between Elastic Queues","arxiv:1805.04449","In this paper, we propose Peacock, a new distributed probe-based scheduler which handles heterogeneous workloads in data analytics frameworks with low latency. Peacock mitigates the Head-of-Line blocking problem, i.e., shorter tasks are enqueued behind the longer tasks, better than the state-of-the-art. To this end, we introduce a novel probe rotation technique. Workers form a ring overlay network and rotate probes using elastic queues. It is augmented by a novel probe reordering algorithm executed in workers. We evaluate the performance of Peacock against two state-of-the-art probe-based solu","medium","B4","1","B4=medium","B4=queueing and buffering; scheduling/deadline policy; head-of-line blocking; network/transport transfer","B4=Supplies a transferable mechanism for explaining tail behavior and deciding which per-stage measurements the Reflex evidence model must preserve.","B4=true","primary_assignment","Mansour Khelghatdoust; Vincent Gramoli","2018","arxiv:1805.04449","arxiv:1805.04449","arxiv:1805.04449","cs.DC","q04-head-of-line-blocking-robotics.json","","","B4","false","false","false","false","b4/assigned-paper-manifest.jsonl | b4/canonical-registry.json | b4/raw-retrieval/q04-head-of-line-blocking-robotics.json","b4/abstract-triage.jsonl"
"94","5","arxiv:1806.05300","A Graphical Interactive Debugger for Distributed Systems","HIGH","B2","A Graphical Interactive Debugger for Distributed Systems","arxiv:1806.05300","Designing and debugging distributed systems is notoriously difficult. The correctness of a distributed system is largely determined by its handling of failure scenarios. The sequence of events leading to a bug can be long and complex, and it is likely to include message reorderings and failures. On single-node systems, interactive debuggers enable stepping through an execution of the program, but they lack the ability to easily simulate failure scenarios and control the order in which messages are delivered. Oddity is a graphical, interactive debugger for distributed systems. It brings the pow","high","B2","1","B2=high","B2=Presents an interactive graphical representation of distributed execution and causal dependencies for debugging.","B2=Supports human inspection of partial histories and concurrency during episode reconstruction.","B2=true","primary_assignment","Doug Woos | Zachary Tatlock | Michael D. Ernst | Thomas E. Anderson","2018","arxiv:1806.05300","arxiv:1806.05300","2053787860891002704","cs.DC | cs.SE","q14-replay","semantic-search","general","B2","false","false","false","false","b2/raw-q14-replay.txt | b2/registry-final.json | b2/registry.json | b3/raw-q24-fault-injection.json | b3/registry.json","b2/triage-final.jsonl | b2/triage.jsonl"
"99","5","arxiv:1807.09899","Validation and Inference of Schema-Level Workflow Data-Dependency Annotations","HIGH","B2","Validation and Inference of Schema-Level Workflow Data-Dependency Annotations","arxiv:1807.09899","An advantage of scientific workflow systems is their ability to collect runtime provenance information as an execution trace. Traces include the computation steps invoked as part of the workflow run along with the corresponding data consumed and produced by each workflow step. The information captured by a trace is used to infer ""lineage"" relationships among data items, which can help answer provenance queries to find workflow inputs that were involved in producing specific workflow outputs. Determining lineage relationships, however, requires an understanding of the dependency patterns that e","high","B2","1","B2=high","B2=Validates and infers workflow data-dependencies from schemas and observed executions.","B2=Can recover missing edges between serialized observations, inference inputs, and actions.","B2=true","primary_assignment","Shawn Bowers | Timothy McPhillips | Bertram LudÃ¤scher","2018","arxiv:1807.09899","arxiv:1807.09899","5773272062555567376","cs.DB","q05-provenance","semantic-search","general","B2","false","false","false","false","b2/raw-q05-provenance.txt | b2/registry-final.json | b2/registry.json | b3/raw-q06-provenance.json | b3/raw-q30-dataflow-attribution.json | b3/registry.json","b2/triage-final.jsonl | b2/triage.jsonl"
