"pass2_index","assigned_agent","paper_id","paper_title","first_pass_classification","source_lane","paper_name","id","abstract","triage_label","lanes","lane_count","triage_labels_by_lane","mechanisms_by_lane","why_it_matters_by_lane","follow_up_by_lane","corpus_stages","authors","year","source_ids","primary_id","source_paper_id","categories","queries","discovery_methods","designations","primary_readers","metadata_verified_any","body_inspected_any","evidence_read_any","triage_disagreement","source_registry_paths","source_triage_paths"
"231","2","arxiv:2202.03018","Broadcast Approach Meets Network Coding for Data Streaming","HIGH","B5","Broadcast Approach Meets Network Coding for Data Streaming","arxiv:2202.03018","","high","B5","1","B5=high","B5=The related-paper result extends an already-covered B5 transport family and is retained as a strong seed or neighboring mechanism for packet correctness, freshness, ordering, reliability, or timing.","B5=It tests whether the B5 synthesis mechanism map is stable beyond the multi-formulation search results and supplies a transferable hypothesis for the Reflex episode loop.","B5=true","expansion_round_1","Alejandro Cohen, Muriel Médard, Shlomo Shamai","","","arxiv:2202.03018","","","","","","B5","false","false","false","false","b5/evidence-digest.jsonl","b5/expansion/expansion-triage.jsonl"
"236","2","arxiv:2203.12983","Size-based scheduling vs fairness for datacenter flows: a queuing perspective","HIGH","B4","Size-based scheduling vs fairness for datacenter flows: a queuing perspective","arxiv:2203.12983","Contrary to the conclusions of a recent body of work where approximate shortest remaining processing time first (SRPT) flow scheduling is advocated for datacenter networks, this paper aims to demonstrate that per-flow fairness remains a preferable objective. We evaluate abstract queuing models by analysis and simulation to illustrate the non-optimality of SRPT under the reasonable assumptions that datacenter flows occur in batches and bursts and not, as usually assumed, individually at the instants of a Poisson process. Results for these models have significant implications for the design of b","high","B4","1","B4=high","B4=queue; schedule; decomposition; networking","B4=Expansion seed adds an independent queueing, scheduling, contention, transport, or tail-latency mechanism for cross-checking the B4 synthesis and Reflex transfer path.","B4=true","expansion_round_1","","","","arxiv:2203.12983","","","","","","B4","false","false","false","false","b4/expansion/expansion-followup-manifest.jsonl","b4/expansion/expansion-followup-triage.jsonl"
"241","2","arxiv:2205.03929","RobotCore: An Open Architecture for Hardware Acceleration in ROS 2","HIGH","B2 | B7 | B8","RobotCore: An Open Architecture for Hardware Acceleration in ROS 2","arxiv:2205.03929","Hardware acceleration can revolutionize robotics, enabling new applications by speeding up robot response times while remaining power-efficient. However, the diversity of acceleration options makes it difficult for roboticists to easily deploy accelerated systems without expertise in each specific hardware platform. In this work, we address this challenge with RobotCore, an architecture to integrate hardware acceleration in the widely-used ROS 2 robotics software framework. This architecture is target-agnostic (supports edge, workstation, data center, or cloud targets) and accelerator-agnostic (supports both FPGAs and GPUs). It builds on top of the common ROS 2 build system and tools and is easily portable across different research and commercial solutions through a new firmware layer. We also leverage the Linux Tracing Toolkit next generation (LTTng) for low-overhead real-time tracing and benchmarking. To demonstrate the acceleration enabled by this architecture, we use it to deploy a ROS 2 perception computational graph on a CPU and FPGA. We employ our integrated tracing and benchmarking to analyze bottlenecks, uncovering insights that guide us to improve FPGA communication efficiency. In particular, we design an intra-FPGA ROS 2 node communication queue to enable faster data flows, and use it in conjunction with FPGA-accelerated nodes to achieve a 24.42% speedup over a CPU.","high","B2 | B7 | B8","3","B2=high | B7=high | B8=medium","B2=Uses LTTng tracing and benchmarking across ROS 2 CPU/FPGA computational graphs, including an intra-FPGA communication queue. | B7=Integrates target-agnostic accelerators with ROS2 and uses LTTng tracing to expose graph bottlenecks and FPGA queues. | B8=Expansion candidate was surfaced by a related-paper graph around a B8 seed and is triaged from its title and abstract.","B2=Demonstrates low-overhead event capture and performance attribution inside an accelerated robotics pipeline. | B7=It connects accelerator, queue, and ROS2 spans for cross-device latency attribution. | B8=It may add a reusable observability, replay, timing, or failure-injection mechanism to the B8 evidence family.","B2=true | B7=true | B8=true","expansion_round_1 | primary_assignment","Víctor Mayoral-Vilches | Sabrina M. Neuman | Brian Plancher | Vijay Janapa Reddi","2022","arxiv:2205.03929","arxiv:2205.03929","7882053642410807593","cs.RO","expansion-similar-01 | robot middleware message tracing causal graphs end-to-end latency instrumentation","firecrawl research search-papers | related-similar","general","B2 | B7 | B8","false","false","false","true","b1/expansion/expansion-manifest.jsonl | b2/registry-expansion-additions.json | b2/registry-final.json | b3/expansion-registry.json | b3/raw-q18-ros2-timing.json | b3/registry.json | b7/canonical-registry.json | b7/expansion/expansion-registry-final.json | b7/expansion/expansion-registry.json | b7/raw-retrieval/q03-direct-dds-tracing.json | b7/raw-retrieval/q06-synonym-runtime.json | b7/raw-retrieval/q10-synonym-pipeline.json | b8/canonical-registry.json | b8/expansion-canonical-registry.json | b8/expansion-registry.json | b8/raw/mechanism-03.json","b2/triage-expansion-additions.jsonl | b2/triage-final.jsonl | b7/expansion-additions-triage.jsonl | b8/expansion-triage.jsonl"
"246","2","arxiv:2206.00588","VTOL Failure Detection and Recovery by Utilizing Redundancy","MEDIUM","B8","VTOL Failure Detection and Recovery by Utilizing Redundancy","arxiv:2206.00588","Offering vertical take-off and landing (VTOL) capabilities and the ability to travel great distances are crucial for Urban Air Mobility (UAM) vehicles. These capabilities make hybrid VTOLs the clear front-runners among UAM platforms. On the other hand, concerns regarding the safety and reliability of autonomous aircraft have grown in response to the recent growth in aerial vehicle usage. As a result, monitoring the aircraft status to report any failures and recovering to prevent the loss of control when a failure happens are becoming increasingly important. Hybrid VTOLs can withstand some degree of actuator failure due to their intrinsic redundancy. Their aerodynamic performance, design, modeling, and control have all been addressed in the previous studies. However, research on their potential fault tolerance is still a less investigated field. In this workshop, we will present a summary of our work on aircraft fault detection and the recovery of our hybrid VTOL. First, we will go over our real-time aircraft-independent system for detecting actuator failures and abnormal behaviors. Then, in the context of our custom tiltrotor VTOL aircraft design, we talk about our optimization-based control allocation system, which utilizes the vehicle's configuration redundancy to recover from different actuation failures. Finally, we explore the ideas of how these parts can work together to provide a fail-safe system. We present our simulation and real-life experiments.","medium","B8","1","B8=medium","B8=Expansion candidate was surfaced by a related-paper graph around a B8 seed and is triaged from its title and abstract.","B8=It may add a reusable observability, replay, timing, or failure-injection mechanism to the B8 evidence family.","B8=true","expansion_round_1","","","arxiv:2206.00588","arxiv:2206.00588","18363373074364714","","","","","B8","false","false","false","false","b8/expansion-registry.json","b8/expansion-triage.jsonl"
"251","2","arxiv:2207.06875","Open Tracing Tools: Overview and Critical Comparison","MEDIUM","B2","Open Tracing Tools: Overview and Critical Comparison","arxiv:2207.06875","Background. Coping with the rapid growing complexity in contemporary software architecture, tracing has become an increasingly critical practice and been adopted widely by software engineers. By adopting tracing tools, practitioners are able to monitor, debug, and optimize distributed software architectures easily. However, with excessive number of valid candidates, researchers and practitioners have a hard time finding and selecting the suitable tracing tools by systematically considering their features and advantages.Objective. To such a purpose, this paper aims to provide an overview of pop","medium","B2","1","B2=medium","B2=Compares tracing-tool support for context propagation, visualization, and distributed debugging.","B2=Maps implementation choices and gaps relevant to selecting an episode provenance stack.","B2=false","primary_assignment","Andrea Janes | Xiaozhou Li | Valentina Lenarduzzi","2022","","","6872174244495664444","cs.SE","q02-identifiers","semantic-search","general","B2","false","false","false","false","b2/raw-q02-identifiers.txt | b2/registry-final.json | b2/registry.json","b2/triage-final.jsonl | b2/triage.jsonl"
"256","2","arxiv:2208.06569","SynchroSim: An Integrated Co-simulation Middleware for Heterogeneous Multi-robot System","MEDIUM","B8","SynchroSim: An Integrated Co-simulation Middleware for Heterogeneous Multi-robot System","arxiv:2208.06569","With the advancement of modern robotics, autonomous agents are now capable of hosting sophisticated algorithms, which enables them to make intelligent decisions. But developing and testing such algorithms directly in real-world systems is tedious and may result in the wastage of valuable resources. Especially for heterogeneous multi-agent systems in battlefield environments where communication is critical in determining the system's behavior and usability. Due to the necessity of simulators of separate paradigms (co-simulation) to simulate such scenarios before deploying, synchronization between those simulators is vital. Existing works aimed at resolving this issue fall short of addressing diversity among deployed agents. In this work, we propose SynchroSim, an integrated co-simulation middleware to simulate a heterogeneous multi-robot system. Here we propose a velocity difference-driven adjustable window size approach with a view to reducing packet loss probability. It takes into account the respective velocities of deployed agents to calculate a suitable window size before transmitting data between them. We consider our algorithm-specific simulator agnostic but for the sake of implementation results, we have used Gazebo as a Physics simulator and NS-3 as a network simulator. Also, we design our algorithm considering the Perception-Action loop inside a closed communication channel, which is one of the essential factors in a contested scenario with the requirement of high fidelity in terms of data transmission. We validate our approach empirically at both the simulation and system level for both line-of-sight (LOS) and non-line-of-sight (NLOS) scenarios. Our approach achieves a noticeable improvement in terms of reducing packet loss probability (â‰ˆ11%), and average packet delay (â‰ˆ10%) compared to the fixed window size-based synchronization approach.","medium","B8","1","B8=medium","B8=The paper measures or models distributed timing, synchronization, latency, jitter, or packet-loss effects across components.","B8=It transfers directly to robot inference episodes by linking sensor, middleware, inference, and outcome evidence.","B8=true","primary_assignment","","2022","arxiv:2208.06569","arxiv:2208.06569","1652219641171628767","","syn-04","firecrawl research search-papers","","B8","true","true","true","false","b4/raw-retrieval/q04-head-of-line-blocking-robotics.json | b5/canonical-registry.jsonl | b5/raw-retrieval/q06-direct-manipulation.json | b5/raw-retrieval/q14-mech-dds-loss.json | b8/assigned-paper-manifest.json | b8/canonical-registry.json | b8/expansion-canonical-registry.json | b8/expansion-registry.json | b8/follow-up-manifest.json | b8/inspection-manifest.json | b8/raw/syn-04.json | b8/targeted-read-manifest.json","b8/abstract-triage.jsonl | b8/expansion-triage.jsonl"
"261","2","arxiv:2209.05487","Understanding Time Variations of DNN Inference in Autonomous Driving","HIGH","B6","Understanding Time Variations of DNN Inference in Autonomous Driving","arxiv:2209.05487","Deep neural networks (DNNs) are widely used in autonomous driving due to their high accuracy for perception, decision, and control. In safety-critical systems like autonomous driving, executing tasks like sensing and perception in real-time is vital to the vehicle's safety, which requires the application's execution time to be predictable. However, non-negligible time variations are observed in DNN inference. Current DNN inference studies either ignore the time variation issue or rely on the scheduler to handle it. None of the current work explains the root causes of DNN inference time variations. Understanding the time variations of the DNN inference becomes a fundamental challenge in real-time scheduling for autonomous driving. In this work, we analyze the time variation in DNN inference in fine granularity from six perspectives: data, I/O, model, runtime, hardware, and end-to-end perception system. Six insights are derived in understanding the time variations for DNN inference.","high","B6","1","B6=high","B6=The abstract describes profiling, tracing, prediction, or decomposition to localize latency across serving, host, runtime, kernel, and device layers.","B6=It offers a concrete localization or measurement pattern for runtime observability around an inference episode.","B6=true","primary_assignment","Liangkai Liu, Yanzhi Wang, Weisong Shi","","arxiv:2209.05487","arxiv:2209.05487","4504578132904970628","cs.AI | cs.LG | cs.RO","q24","firecrawl research search-papers","false","B6","false","true","false","false","b4/raw-retrieval/q14-real-time-DNN-inference.json | b6/assigned-evidence-index.jsonl | b6/assigned-paper-manifest.jsonl | b6/assigned-registry.jsonl | b6/canonical-registry.json | b6/canonical-registry.jsonl | b6/follow-up-manifest.jsonl | b6/inspection-evidence.jsonl | b6/inspection-manifest.jsonl | b6/raw-retrieval/q24-adjacent-driving.json | b6/read-evidence-manifest.jsonl","b6/abstract-triage-inherited-89.jsonl | b6/abstract-triage.jsonl | b6/assigned-paper-manifest.jsonl"
"266","2","arxiv:2210.00075","Mixed-Reality Robot Behavior Replay: A System Implementation","MEDIUM","B8","Mixed-Reality Robot Behavior Replay: A System Implementation","arxiv:2210.00075","As robots become increasingly complex, they must explain their behaviors to gain trust and acceptance. However, it may be difficult through verbal explanation alone to fully convey information about past behavior, especially regarding objects no longer present due to robots' or humans' actions. Humans often try to physically mimic past movements to accompany verbal explanations. Inspired by this human-human interaction, we describe the technical implementation of a system for past behavior replay for robots in this tool paper. Specifically, we used Behavior Trees to encode and separate robot behaviors, and schemaless MongoDB to structurally store and query the underlying sensor data and joint control messages for future replay. Our approach generalizes to different types of replays, including both manipulation and navigation replay, and visual (i.e., augmented reality (AR)) and auditory replay. Additionally, we briefly summarize a user study to further provide empirical evidence of its effectiveness and efficiency. Sample code and instructions are available on GitHub at https://github.com/umhan35/robot-behavior-replay.","medium","B8","1","B8=medium","B8=Expansion candidate was surfaced by a related-paper graph around a B8 seed and is triaged from its title and abstract.","B8=It may add a reusable observability, replay, timing, or failure-injection mechanism to the B8 evidence family.","B8=true","expansion_round_1","","2022","arxiv:2210.00075","arxiv:2210.00075","216407762798327050","","intermittent failures autonomous robots reproducibility replay logs root cause localization | robot learning system record and replay complete sensor inference action episode reproducibility | robot simulator log replay scenario reconstruction sensor middleware deterministic execution | robotics digital thread data lineage temporal event logging reproducible execution","firecrawl research search-papers","","B8","false","false","false","false","b8/canonical-registry.json | b8/expansion-canonical-registry.json | b8/expansion-registry.json | b8/raw/direct-03.json | b8/raw/failure-01.json | b8/raw/syn-03.json | b8/raw/syn-04.json","b8/expansion-triage.jsonl"
"271","2","arxiv:2211.05359","A Reliable and Low Latency Synchronizing Middleware for Co-simulation of a Heterogeneous Multi-Robot Systems","HIGH","B5 | B8","A Reliable and Low Latency Synchronizing Middleware for Co-simulation of a Heterogeneous Multi-Robot Systems","arxiv:2211.05359","Search and rescue, wildfire monitoring, and flood/hurricane impact assessment are mission-critical services for recent IoT networks. Communication synchronization, dependability, and minimal communication jitter are major simulation and system issues for the time-based physics-based ROS simulator, event-based network-based wireless simulator, and complex dynamics of mobile and heterogeneous IoT devices deployed in actual environments. Simulating a heterogeneous multi-robot system before deployment is difficult due to synchronizing physics (robotics) and network simulators. Due to its master-based architecture, most TCP/IP-based synchronization middlewares use ROS1. A real-time ROS2 architecture with masterless packet discovery synchronizes robotics and wireless network simulations. A velocity-aware Transmission Control Protocol (TCP) technique for ground and aerial robots using Data Distribution Service (DDS) publish-subscribe transport minimizes packet loss, synchronization, transmission, and communication jitters. Gazebo and NS-3 simulate and test. Simulator-agnostic middleware. LOS/NLOS and TCP/UDP protocols tested our ROS2-based synchronization middleware for packet loss probability and average latency. A thorough ablation research replaced NS-3 with EMANE, a real-time wireless network simulator, and masterless ROS2 with master-based ROS1. Finally, we tested network synchronization and jitter using one aerial drone (Duckiedrone) and two ground vehicles (TurtleBot3 Burger) on different terrains in masterless (ROS2) and master-enabled (ROS1) clusters. Our middleware shows that a large-scale IoT infrastructure with a diverse set of stationary and robotic devices can achieve low-latency communications (12% and 11% reduction in simulation and real) while meeting mission-critical application reliability (10% and 15% packet loss reduction) and high-fidelity requirements.","high","B5 | B8","2","B5=high | B8=high","B5=The abstract evaluates middleware, QoS, publish-subscribe, transport, or communication-stack behavior that affects delivery correctness. | B8=The paper measures or models distributed timing, synchronization, latency, jitter, or packet-loss effects across components.","B5=It supplies a transferable diagnostic or design hypothesis for detecting transport-induced loss, duplication, reordering, staleness, timing error, or observation/action mismatch in the Reflex episode loop. | B8=It transfers directly to robot inference episodes by linking sensor, middleware, inference, and outcome evidence.","B5=true | B8=true","primary_assignment","Emon Dey, Mikolaj Walczak, Mohammad Saeid Anwar, Nirmalya Roy","2022","arxiv:2211.05359","arxiv:2211.05359","1178676056800192423","","mechanism-02 | mechanism-04 | q01-direct-robot | q03-direct-command | q05-direct-rosdds | q06-direct-manipulation | q12-syn-pubsub | q13-mech-qos | q14-mech-dds-loss | q16-mech-webrtc | q17-mech-dedup | q24-failure-retry | q26-failure-wireless | q32-adj-av | syn-01 | syn-04","firecrawl research search-papers","","B5 | B8","true","true","true","false","b3/raw-q16-ros2-causal.json | b3/raw-q18-ros2-timing.json | b3/raw-q20-robot-middleware.json | b3/registry.json | b4/raw-retrieval/q01-tail-latency-jitter.json | b4/raw-retrieval/q02-latency-distribution-percentile.json | b4/raw-retrieval/q04-head-of-line-blocking-robotics.json | b4/raw-retrieval/q12-ROS-2-executor.json | b5/assigned-paper-manifest.json | b5/assigned-paper-manifest.jsonl | b5/canonical-registry.jsonl | b5/evidence-digest.jsonl | b5/raw-retrieval/q01-direct-robot.json | b5/raw-retrieval/q03-direct-command.json | b5/raw-retrieval/q05-direct-rosdds.json | b5/raw-retrieval/q06-direct-manipulation.json | b5/raw-retrieval/q12-syn-pubsub.json | b5/raw-retrieval/q13-mech-qos.json | b5/raw-retrieval/q14-mech-dds-loss.json | b5/raw-retrieval/q16-mech-webrtc.json | b5/raw-retrieval/q17-mech-dedup.json | b5/raw-retrieval/q24-failure-retry.json | b5/raw-retrieval/q26-failure-wireless.json | b5/raw-retrieval/q32-adj-av.json | b7/canonical-registry.json | b7/expansion/expansion-registry-final.json | b7/raw-retrieval/q07-synonym-pubsub.json | b7/raw-retrieval/q12-mechanism-qos.json | b7/raw-retrieval/q17-mechanism-actuator.json | b7/raw-retrieval/q21-failure-congestion.json | b7/raw-retrieval/q32-adjacent-ros1-ros2.json | b7/raw-retrieval/q34-foundational-dds.json | b8/assigned-paper-manifest.json | b8/canonical-registry.json | b8/follow-up-manifest.json | b8/inspection-manifest.json | b8/raw/mechanism-02.json | b8/raw/mechanism-04.json | b8/raw/syn-01.json | b8/raw/syn-04.json | b8/targeted-read-manifest.json","b5/abstract-triage.jsonl | b8/abstract-triage.jsonl"
"276","2","arxiv:2301.01594","Finding Needles in Haystack: Formal Generative Models for Efficient Massive Parallel Simulations","MEDIUM","B8","Finding Needles in Haystack: Formal Generative Models for Efficient Massive Parallel Simulations","arxiv:2301.01594","The increase in complexity of autonomous systems is accompanied by a need of data-driven development and validation strategies. Advances in computer graphics and cloud clusters have opened the way to massive parallel high fidelity simulations to qualitatively address the large number of operational scenarios. However, exploration of all possible scenarios is still prohibitively expensive and outcomes of scenarios are generally unknown apriori. To this end, the authors propose a method based on bayesian optimization to efficiently learn generative models on scenarios that would deliver desired outcomes (e.g. collisions) with high probability. The methodology is integrated in an end-to-end framework, which uses the OpenSCENARIO standard to describe scenarios, and deploys highly configurable digital twins of the scenario participants on a Virtual Test Bed cluster.","medium","B8","1","B8=medium","B8=Expansion candidate was surfaced by a related-paper graph around a B8 seed and is triaged from its title and abstract.","B8=It may add a reusable observability, replay, timing, or failure-injection mechanism to the B8 evidence family.","B8=true","expansion_round_1","","2023","2301.01594 | 5442350346131842528 | arxiv:2301.01594","arxiv:2301.01594","5442350346131842528","","","","","B8","false","false","false","false","b8/expansion-canonical-registry.json | b8/expansion-follow-up-manifest.json | b8/expansion-inspection-manifest.json | b8/expansion-registry.json","b8/expansion-triage.jsonl"
"281","2","arxiv:2302.05092","Eadro: An End-to-End Troubleshooting Framework for Microservices on Multi-source Data","HIGH","B2","Eadro: An End-to-End Troubleshooting Framework for Microservices on Multi-source Data","arxiv:2302.05092","The complexity and dynamism of microservices pose significant challenges to system reliability, and thereby, automated troubleshooting is crucial. Effective root cause localization after anomaly detection is crucial for ensuring the reliability of microservice systems. However, two significant issues rest in existing approaches: (1) Microservices generate traces, system logs, and key performance indicators (KPIs), but existing approaches usually consider traces only, failing to understand the system fully as traces cannot depict all anomalies; (2) Troubleshooting microservices generally contai","high","B2","1","B2=high","B2=Combines traces, metrics, and logs into an end-to-end troubleshooting dependency model.","B2=Matches cross-stage robot diagnosis where no single telemetry stream explains the failure.","B2=true","primary_assignment","Cheryl Lee | Tianyi Yang | Zhuangbin Chen | Yuxin Su | Michael R. Lyu","2023","arxiv:2302.05092","arxiv:2302.05092","3795676459997572828","cs.SE","q11-failures","semantic-search","general","B2","false","false","false","false","b2/raw-q11-failures.txt | b2/registry-final.json | b2/registry.json | b3/expansion-registry.json | b3/raw-q07-trace-loss.json | b3/raw-q08-microservice-rca.json | b3/raw-q09-error-propagation.json | b3/raw-q11-missing-modality.json | b3/raw-q23-host-telemetry.json | b3/raw-q35-classic-tracing.json | b3/registry.json | b8/canonical-registry.json | b8/raw/adjacent-05.json","b2/triage-final.jsonl | b2/triage.jsonl"
"286","2","arxiv:2304.13541","D-STACK: High Throughput DNN Inference by Effective Multiplexing and Spatio-Temporal Scheduling of GPUs","HIGH","B6","D-STACK: High Throughput DNN Inference by Effective Multiplexing and Spatio-Temporal Scheduling of GPUs","arxiv:2304.13541","Hardware accelerators such as GPUs are required for real-time, low-latency inference with Deep Neural Networks (DNN). However, due to the inherent limits to the parallelism they can exploit, DNNs often under-utilize the capacity of today's high-end accelerators. Although spatial multiplexing of the GPU, leads to higher GPU utilization and higher inference throughput, there remain a number of challenges. Finding the GPU percentage for right-sizing the GPU for each DNN through profiling, determining an optimal batching of requests to balance throughput improvement while meeting application-specific deadlines and service level objectives (SLOs), and maximizing throughput by appropriately scheduling DNNs are still significant challenges. This paper introduces a dynamic and fair spatio-temporal scheduler (D-STACK) that enables multiple DNNs to run in the GPU concurrently. To help allocate the appropriate GPU percentage (we call it the ""Knee""), we develop and validate a model that estimates the parallelism each DNN can utilize. We also develop a lightweight optimization formulation to find an efficient batch size for each DNN operating with D-STACK. We bring together our optimizations and our spatio-temporal scheduler to provide a holistic inference framework. We demonstrate its ability to provide high throughput while meeting application SLOs. We compare D-STACK with an ideal scheduler that can allocate the right GPU percentage for every DNN kernel. D-STACK gets higher than 90 percent throughput and GPU utilization compared to the ideal scheduler. We also compare D-STACK with other GPU multiplexing and scheduling methods (e.g., NVIDIA Triton, Clipper, Nexus), using popular DNN models. Our controlled experiments with multiplexing several popular DNN models achieve up to 1.6X improvement in GPU utilization and up to 4X improvement in inference throughput.","high","B6","1","B6=high","B6=The abstract describes request or token batching and a scheduling policy that trades queueing delay against accelerator efficiency and tail latency.","B6=It provides evidence for attributing latency to queueing and batch formation rather than to model compute alone.","B6=true","primary_assignment","Aditya Dhakal, Sameer G. Kulkarni, K. K. Ramakrishnan","","arxiv:2304.13541","arxiv:2304.13541","2818443636347821764","cs.DC | cs.PF | cs.SY | eess.SY","q01 | q02 | q06 | q09 | q18 | q23 | q24 | q32 | q35 | q37","firecrawl research search-papers","false","B6","false","true","false","false","b3/raw-q22-gpu-inference.json | b3/registry.json | b4/raw-retrieval/q14-real-time-DNN-inference.json | b4/raw-retrieval/q24-scheduling-interference-accelerator.json | b6/assigned-evidence-index.jsonl | b6/assigned-paper-manifest.jsonl | b6/assigned-registry.jsonl | b6/canonical-registry.json | b6/canonical-registry.jsonl | b6/follow-up-manifest.jsonl | b6/inspection-evidence.jsonl | b6/inspection-manifest.jsonl | b6/raw-retrieval/q001.json | b6/raw-retrieval/q002.json | b6/raw-retrieval/q006.json | b6/raw-retrieval/q009.json | b6/raw-retrieval/q01-direct-serving.json | b6/raw-retrieval/q02-direct-robot.json | b6/raw-retrieval/q06-synonym-batching.json | b6/raw-retrieval/q18-failure-deadline.json | b6/raw-retrieval/q23-failure-tradeoff.json | b6/raw-retrieval/q24-adjacent-driving.json | b6/raw-retrieval/q32-foundational-serving.json | b6/raw-retrieval/q35-foundational-nexus.json | b6/raw-retrieval/q37-foundational-shepherd.json | b6/read-evidence-manifest.jsonl | b6/read-manifest.jsonl","b6/abstract-triage-inherited-89.jsonl | b6/abstract-triage.jsonl | b6/assigned-paper-manifest.jsonl"
"291","2","arxiv:2306.12830","MultiTASC: A Multi-Tenancy-Aware Scheduler for Cascaded DNN Inference at the Consumer Edge","HIGH","B6","MultiTASC: A Multi-Tenancy-Aware Scheduler for Cascaded DNN Inference at the Consumer Edge","arxiv:2306.12830","Cascade systems comprise a two-model sequence, with a lightweight model processing all samples and a heavier, higher-accuracy model conditionally refining harder samples to improve accuracy. By placing the light model on the device side and the heavy model on a server, model cascades constitute a widely used distributed inference approach. With the rapid expansion of intelligent indoor environments, such as smart homes, the new setting of Multi-Device Cascade is emerging where multiple and diverse devices are to simultaneously use a shared heavy model on the same server, typically located within or close to the consumer environment. This work presents MultiTASC, a multi-tenancy-aware scheduler that adaptively controls the forwarding decision functions of the devices in order to maximize the system throughput, while sustaining high accuracy and low latency. By explicitly considering device heterogeneity, our scheduler improves the latency service-level objective (SLO) satisfaction rate by 20-25 percentage points (pp) over state-of-the-art cascade methods in highly heterogeneous setups, while serving over 40 devices, showcasing its scalability.","high","B6","1","B6=high","B6=The abstract describes deadline- or SLO-aware dispatch and resource scheduling to control queueing and execution-time variability.","B6=It tests the transfer setting where inference timing must be related to robot perception freshness and correctness.","B6=true","primary_assignment","Sokratis Nikolaidis, Stylianos I. Venieris, Iakovos S. Venieris","","arxiv:2306.12830","arxiv:2306.12830","78696464373754988","cs.DC | cs.LG","q04","","false","B6","false","true","false","false","b6/assigned-evidence-index.jsonl | b6/assigned-paper-manifest.jsonl | b6/assigned-registry.jsonl | b6/canonical-registry.jsonl | b6/follow-up-manifest.jsonl | b6/inspection-evidence.jsonl | b6/inspection-manifest.jsonl | b6/raw-retrieval/q004.json | b6/read-evidence-manifest.jsonl","b6/abstract-triage-inherited-89.jsonl | b6/abstract-triage.jsonl | b6/assigned-paper-manifest.jsonl"
"296","2","arxiv:2308.09004","Towards Lightweight Data Integration using Multi-workflow Provenance and Data Observability","HIGH","B2","Towards Lightweight Data Integration using Multi-workflow Provenance and Data Observability","arxiv:2308.09004","Modern large-scale scientific discovery requires multidisciplinary collaboration across diverse computing facilities, including High Performance Computing (HPC) machines and the Edge-to-Cloud continuum. Integrated data analysis plays a crucial role in scientific discovery, especially in the current AI era, by enabling Responsible AI development, FAIR, Reproducibility, and User Steering. However, the heterogeneous nature of science poses challenges such as dealing with multiple supporting tools, cross-facility environments, and efficient HPC execution. Building on data observability, adapter sy","high","B2","1","B2=high","B2=Intercepts distributed dataflows without application instrumentation and unifies provenance, domain, and telemetry data in a runtime query database.","B2=Offers a direct pattern for collecting cross-component episode provenance under heterogeneous execution environments.","B2=true","primary_assignment","Renan Souza | Tyler J. Skluzacek | Sean R. Wilkinson | Maxim Ziatdinov | Rafael Ferreira da Silva","2023","","","2228889270581416989","cs.AI | cs.DB | cs.DC | cs.LG","expansion-similar-01","related-similar","general","B2","false","false","false","false","b2/raw-q05-provenance.txt | b2/registry-expansion-additions.json | b2/registry-final.json","b2/triage-expansion-additions.jsonl | b2/triage-final.jsonl"
