"pass2_index","paper_id","status","mechanism_count","processed_at","error_or_review_reason"
"168","arxiv:1706.03762","DROP","0","2026-08-30T00:00:00-04:00","The supplied title and abstract do not establish a concrete Program A mechanism."
"181","arxiv:1707.04993","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"194","arxiv:1710.01688","DROP","0","2026-08-30T00:00:00-04:00","The supplied title and abstract do not establish a concrete Program A mechanism."
"207","arxiv:1711.11053","DROP","0","2026-08-30T00:00:00-04:00","The supplied title and abstract do not establish a concrete Program A mechanism."
"220","arxiv:1802.09564","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"233","arxiv:1805.11643","DROP","0","2026-08-30T00:00:00-04:00","The supplied title and abstract do not establish a concrete Program A mechanism."
"246","arxiv:1809.02070","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"259","arxiv:1810.07121","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"272","arxiv:1812.01483","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"285","arxiv:1903.01454","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"298","arxiv:1904.06387","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"311","arxiv:1906.05030","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"324","arxiv:1907.04944","DROP","0","2026-08-30T00:00:00-04:00","The supplied title and abstract do not establish a concrete Program A mechanism."
"337","arxiv:1909.11671","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"350","arxiv:1911.05321","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"363","arxiv:2002.12292","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"376","arxiv:2004.09395","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"389","arxiv:2006.16232","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"402","arxiv:2010.01496","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"415","arxiv:2010.09107","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"428","arxiv:2011.13467","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"441","arxiv:2102.06746","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"454","arxiv:2103.11881","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"467","arxiv:2106.03207","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"480","arxiv:2107.04782","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"493","arxiv:2108.03694","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"506","arxiv:2109.11978","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"519","arxiv:2110.08620","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"532","arxiv:2111.12341","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"545","arxiv:2201.11981","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"558","arxiv:2203.02381","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"571","arxiv:2204.06252","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"584","arxiv:2205.13504","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"597","arxiv:2207.08673","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"610","arxiv:2209.13916","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"623","arxiv:2210.07432","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"636","arxiv:2211.01500","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"649","arxiv:2212.04708","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"662","arxiv:2301.10677","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"675","arxiv:2302.03505","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"688","arxiv:2303.01440","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"701","arxiv:2303.14186","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"714","arxiv:2304.10573","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"727","arxiv:2305.10429","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"740","arxiv:2306.06679","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"753","arxiv:2307.04726","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"766","arxiv:2308.07119","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"779","arxiv:2309.15137","DROP","0","2026-08-30T00:00:00-04:00","The supplied title and abstract do not establish a concrete Program A mechanism."
"792","arxiv:2310.14196","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"805","arxiv:2311.02396","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"818","arxiv:2312.02677","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"831","arxiv:2401.14226","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"844","arxiv:2402.05090","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"857","arxiv:2402.13147","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"870","arxiv:2403.05304","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"883","arxiv:2404.01867","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"896","arxiv:2404.15626","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"909","arxiv:2405.11776","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"922","arxiv:2406.00439","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"935","arxiv:2406.11548","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"948","arxiv:2407.08464","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"961","arxiv:2407.21244","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"974","arxiv:2408.14037","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"987","arxiv:2409.10441","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"1000","arxiv:2410.03626","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"1013","arxiv:2410.14161","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"1026","arxiv:2410.24185","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"1039","arxiv:2411.13438","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"1052","arxiv:2412.06782","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"1065","arxiv:2501.01727","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"1078","arxiv:2502.00749","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"1091","arxiv:2502.05855","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"1104","arxiv:2502.19500","DROP","0","2026-08-30T00:00:00-04:00","The supplied title and abstract do not establish a concrete Program A mechanism."
"1117","arxiv:2503.05231","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"1130","arxiv:2503.13194","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"1143","arxiv:2503.21013","DROP","0","2026-08-30T00:00:00-04:00","The supplied title and abstract do not establish a concrete Program A mechanism."
"1156","arxiv:2504.11247","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"1169","arxiv:2505.00779","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"1182","arxiv:2505.07802","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"1195","arxiv:2505.12410","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"1208","arxiv:2505.19281","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"1221","arxiv:2506.01941","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"1234","arxiv:2506.09937","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"1247","arxiv:2506.14391","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"1260","arxiv:2506.21039","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"1273","arxiv:2507.07058","DROP","0","2026-08-30T00:00:00-04:00","The supplied title and abstract do not establish a concrete Program A mechanism."
"1286","arxiv:2507.14740","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"1299","arxiv:2508.05396","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"1312","arxiv:2508.14379","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"1325","arxiv:2509.01746","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"1338","arxiv:2509.16550","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"1351","arxiv:2509.22578","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"1364","arxiv:2510.01642","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"1377","arxiv:2510.10274","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"1390","arxiv:2510.18337","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"1403","arxiv:2510.24988","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"1416","arxiv:2511.05855","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"1429","arxiv:2511.18617","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"1442","arxiv:2512.02729","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"1455","arxiv:2512.12842","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"1468","arxiv:2512.22414","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"1481","arxiv:2601.03038","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"1494","arxiv:2601.07060","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"1507","arxiv:2601.12397","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"1520","arxiv:2601.15197","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"1533","arxiv:2601.20239","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"1546","arxiv:2601.23156","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"1559","arxiv:2602.02773","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"1572","arxiv:2602.05400","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"1585","arxiv:2602.10097","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"1598","arxiv:2602.12633","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"1611","arxiv:2602.15922","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"1624","arxiv:2602.20207","DROP","0","2026-08-30T00:00:00-04:00","The supplied title and abstract do not establish a concrete Program A mechanism."
"1637","arxiv:2603.00020","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"1650","arxiv:2603.04913","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"1663","arxiv:2603.09056","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"1676","arxiv:2603.13433","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"1689","arxiv:2603.17850","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"1702","arxiv:2603.27346","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"1715","arxiv:2604.12509","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"1728","arxiv:2604.27792","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"1741","arxiv:2605.18814","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"1754","arxiv:2605.30957","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"1767","arxiv:2606.12365","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"1780","arxiv:2606.22113","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"1793","arxiv:2606.29028","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"1806","arxiv:2607.08590","DROP","0","2026-08-30T00:00:00-04:00","The supplied title and abstract do not establish a concrete Program A mechanism."
"1819","arxiv:2607.18709","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"1832","arxiv:2608.02580","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"1845","arxiv:2608.18787","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"1858","doi:10.1016/j.robot.2026.105649","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"1871","doi:10.1109/tip.2009.2017143","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"1884","doi:10.1145/2339530.2339576","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
"1897","doi:10.3390/s26010165","NEEDS_DEEP_REVIEW","1","2026-08-30T00:00:00-04:00","What is the supported input-to-operation chain and its exact A1-A15 lane assignment?"
