pass2_index,paper_id,status,mechanism_count,processed_at,error_or_review_reason
1111,arxiv:2503.01238,DROP,0,2026-08-30T23:33:35.711800+00:00,"Title and abstract screening found no concrete mechanism that acts on robot-learning trajectories, data, or training intelligence."
1124,arxiv:2503.09018,RESERVE,1,2026-08-30T23:33:35.712103+00:00,Body-level method detail remains unresolved; retained for recall.
1137,arxiv:2503.15470,KEEP,1,2026-08-30T23:33:35.712103+00:00,Body-level method detail remains unresolved; retained for recall.
1150,arxiv:2503.24070,KEEP,1,2026-08-30T23:33:35.712103+00:00,Body-level method detail remains unresolved; retained for recall.
1163,arxiv:2504.16054,KEEP,1,2026-08-30T23:33:35.712103+00:00,Body-level method detail remains unresolved; retained for recall.
1176,arxiv:2505.05701,DROP,0,2026-08-30T23:33:35.712103+00:00,"Title and abstract screening found no concrete mechanism that acts on robot-learning trajectories, data, or training intelligence."
1189,arxiv:2505.09577,RESERVE,1,2026-08-30T23:33:35.712103+00:00,Body-level method detail remains unresolved; retained for recall.
1202,arxiv:2505.15098,KEEP,1,2026-08-30T23:33:35.712103+00:00,Body-level method detail remains unresolved; retained for recall.
1215,arxiv:2505.21410,KEEP,1,2026-08-30T23:33:35.712103+00:00,Body-level method detail remains unresolved; retained for recall.
1228,arxiv:2506.05762,DROP,0,2026-08-30T23:33:35.712103+00:00,"Title and abstract screening found no concrete mechanism that acts on robot-learning trajectories, data, or training intelligence."
1241,arxiv:2506.12676,KEEP,1,2026-08-30T23:33:35.712103+00:00,Body-level method detail remains unresolved; retained for recall.
1254,arxiv:2506.17811,KEEP,1,2026-08-30T23:33:35.712103+00:00,Body-level method detail remains unresolved; retained for recall.
1267,arxiv:2507.05477,KEEP,1,2026-08-30T23:33:35.712103+00:00,Body-level method detail remains unresolved; retained for recall.
1280,arxiv:2507.10174,DROP,0,2026-08-30T23:33:35.712103+00:00,"Title and abstract screening found no concrete mechanism that acts on robot-learning trajectories, data, or training intelligence."
1293,arxiv:2508.01600,DROP,0,2026-08-30T23:33:35.712103+00:00,"Title and abstract screening found no concrete mechanism that acts on robot-learning trajectories, data, or training intelligence."
1306,arxiv:2508.10538,KEEP,1,2026-08-30T23:33:35.712103+00:00,Body-level method detail remains unresolved; retained for recall.
1319,arxiv:2508.18817,DROP,0,2026-08-30T23:33:35.712103+00:00,"Title and abstract screening found no concrete mechanism that acts on robot-learning trajectories, data, or training intelligence."
1332,arxiv:2509.11480,DROP,0,2026-08-30T23:33:35.712103+00:00,"Title and abstract screening found no concrete mechanism that acts on robot-learning trajectories, data, or training intelligence."
1345,arxiv:2509.19292,RESERVE,1,2026-08-30T23:33:35.712103+00:00,Body-level method detail remains unresolved; retained for recall.
1358,arxiv:2509.25438,KEEP,1,2026-08-30T23:33:35.712103+00:00,Body-level method detail remains unresolved; retained for recall.
1371,arxiv:2510.07773,KEEP,1,2026-08-30T23:33:35.712103+00:00,Body-level method detail remains unresolved; retained for recall.
1384,arxiv:2510.15189,KEEP,1,2026-08-30T23:33:35.712103+00:00,Body-level method detail remains unresolved; retained for recall.
1397,arxiv:2510.23121,KEEP,1,2026-08-30T23:33:35.712103+00:00,Body-level method detail remains unresolved; retained for recall.
1410,arxiv:2511.00814,KEEP,1,2026-08-30T23:33:35.712103+00:00,Body-level method detail remains unresolved; retained for recall.
1423,arxiv:2511.10130,DROP,0,2026-08-30T23:33:35.712103+00:00,"Title and abstract screening found no concrete mechanism that acts on robot-learning trajectories, data, or training intelligence."
1436,arxiv:2512.00453,KEEP,1,2026-08-30T23:33:35.712103+00:00,Body-level method detail remains unresolved; retained for recall.
1449,arxiv:2512.09101,DROP,0,2026-08-30T23:33:35.712103+00:00,"Title and abstract screening found no concrete mechanism that acts on robot-learning trajectories, data, or training intelligence."
1462,arxiv:2512.18368,KEEP,1,2026-08-30T23:33:35.712103+00:00,Body-level method detail remains unresolved; retained for recall.
1475,arxiv:2601.00675,DROP,0,2026-08-30T23:33:35.712103+00:00,"Title and abstract screening found no concrete mechanism that acts on robot-learning trajectories, data, or training intelligence."
1488,arxiv:2601.04629,RESERVE,1,2026-08-30T23:33:35.712103+00:00,Body-level method detail remains unresolved; retained for recall.
1501,arxiv:2601.09708,DROP,0,2026-08-30T23:33:35.712103+00:00,"Title and abstract screening found no concrete mechanism that acts on robot-learning trajectories, data, or training intelligence."
1514,arxiv:2601.13697,RESERVE,1,2026-08-30T23:33:35.712103+00:00,Body-level method detail remains unresolved; retained for recall.
1527,arxiv:2601.19040,RESERVE,1,2026-08-30T23:33:35.712103+00:00,Body-level method detail remains unresolved; retained for recall.
1540,arxiv:2601.21754,RESERVE,1,2026-08-30T23:33:35.712103+00:00,Body-level method detail remains unresolved; retained for recall.
1553,arxiv:2602.00807,KEEP,1,2026-08-30T23:33:35.712103+00:00,Body-level method detail remains unresolved; retained for recall.
1566,arxiv:2602.04228,DROP,0,2026-08-30T23:33:35.712103+00:00,"Title and abstract screening found no concrete mechanism that acts on robot-learning trajectories, data, or training intelligence."
1579,arxiv:2602.08245,DROP,0,2026-08-30T23:33:35.712103+00:00,"Title and abstract screening found no concrete mechanism that acts on robot-learning trajectories, data, or training intelligence."
1592,arxiv:2602.11464,KEEP,1,2026-08-30T23:33:35.712103+00:00,Body-level method detail remains unresolved; retained for recall.
1605,arxiv:2602.13865,KEEP,1,2026-08-30T23:33:35.712103+00:00,Body-level method detail remains unresolved; retained for recall.
1618,arxiv:2602.18694,KEEP,1,2026-08-30T23:33:35.712103+00:00,Body-level method detail remains unresolved; retained for recall.
1631,arxiv:2602.22801,RESERVE,1,2026-08-30T23:33:35.712103+00:00,Body-level method detail remains unresolved; retained for recall.
1644,arxiv:2603.03195,DROP,0,2026-08-30T23:33:35.712103+00:00,"Title and abstract screening found no concrete mechanism that acts on robot-learning trajectories, data, or training intelligence."
1657,arxiv:2603.07663,KEEP,1,2026-08-30T23:33:35.712103+00:00,Body-level method detail remains unresolved; retained for recall.
1670,arxiv:2603.11558,KEEP,1,2026-08-30T23:33:35.712103+00:00,Body-level method detail remains unresolved; retained for recall.
1683,arxiv:2603.14522,KEEP,1,2026-08-30T23:33:35.712103+00:00,Body-level method detail remains unresolved; retained for recall.
1696,arxiv:2603.22078,DROP,0,2026-08-30T23:33:35.712103+00:00,"Title and abstract screening found no concrete mechanism that acts on robot-learning trajectories, data, or training intelligence."
1709,arxiv:2604.04225,RESERVE,1,2026-08-30T23:33:35.712103+00:00,Body-level method detail remains unresolved; retained for recall.
1722,arxiv:2604.22893,KEEP,1,2026-08-30T23:33:35.712103+00:00,Body-level method detail remains unresolved; retained for recall.
1735,arxiv:2605.10166,KEEP,1,2026-08-30T23:33:35.712103+00:00,Body-level method detail remains unresolved; retained for recall.
1748,arxiv:2605.25414,KEEP,1,2026-08-30T23:33:35.712103+00:00,Body-level method detail remains unresolved; retained for recall.
1761,arxiv:2606.09381,DROP,0,2026-08-30T23:33:35.712103+00:00,"Title and abstract screening found no concrete mechanism that acts on robot-learning trajectories, data, or training intelligence."
1774,arxiv:2606.16888,KEEP,1,2026-08-30T23:33:35.712103+00:00,Body-level method detail remains unresolved; retained for recall.
1787,arxiv:2606.24633,KEEP,1,2026-08-30T23:33:35.712103+00:00,Body-level method detail remains unresolved; retained for recall.
1800,arxiv:2607.02431,KEEP,1,2026-08-30T23:33:35.712103+00:00,Body-level method detail remains unresolved; retained for recall.
1813,arxiv:2607.12287,DROP,0,2026-08-30T23:33:35.712103+00:00,"Title and abstract screening found no concrete mechanism that acts on robot-learning trajectories, data, or training intelligence."
1826,arxiv:2607.27549,DROP,0,2026-08-30T23:33:35.712103+00:00,"Title and abstract screening found no concrete mechanism that acts on robot-learning trajectories, data, or training intelligence."
1839,arxiv:2608.06374,KEEP,1,2026-08-30T23:33:35.712103+00:00,Body-level method detail remains unresolved; retained for recall.
1852,arxiv:cs/0610033,RESERVE,1,2026-08-30T23:33:35.712103+00:00,Body-level method detail remains unresolved; retained for recall.
1865,doi:10.1109/iros60139.2025.11246741,KEEP,1,2026-08-30T23:33:35.718212+00:00,Body-level method detail remains unresolved; retained for recall.
1878,doi:10.1109/tpami.2012.137,RESERVE,1,2026-08-30T23:33:35.718212+00:00,Body-level method detail remains unresolved; retained for recall.
1891,doi:10.3389/fnbot.2026.1860170,KEEP,1,2026-08-30T23:33:35.718212+00:00,Body-level method detail remains unresolved; retained for recall.
