"pass2_index","paper_id","status","mechanism_count","processed_at","error_or_review_reason"
"420","arxiv:2010.13766","DROP","0","2026-08-30T19:32:28.0270302-04:00","Abstract screening did not establish a concrete Program A data or training-intelligence intervention."
"433","arxiv:2012.15184","DROP","0","2026-08-30T19:32:28.0270302-04:00","Abstract screening did not establish a concrete Program A data or training-intelligence intervention."
"446","arxiv:2103.00806","RESERVE","1","2026-08-30T19:32:28.0270302-04:00","Abstract-only extraction; the body was not locally available for finer mechanism-boundary review."
"459","arxiv:2104.02116","RESERVE","1","2026-08-30T19:32:28.0270302-04:00","Abstract-only extraction; the body was not locally available for finer mechanism-boundary review."
"472","arxiv:2106.09159","KEEP","1","2026-08-30T19:32:28.0270302-04:00","Abstract-only extraction; the body was not locally available for finer mechanism-boundary review."
"485","arxiv:2107.12964","DROP","0","2026-08-30T19:32:28.0270302-04:00","Abstract screening did not establish a concrete Program A data or training-intelligence intervention."
"498","arxiv:2109.00137","DROP","0","2026-08-30T19:32:28.0270302-04:00","Abstract screening did not establish a concrete Program A data or training-intelligence intervention."
"511","arxiv:2110.02565","DROP","0","2026-08-30T19:32:28.0270302-04:00","Abstract screening did not establish a concrete Program A data or training-intelligence intervention."
"524","arxiv:2110.14118","RESERVE","1","2026-08-30T19:32:28.0270302-04:00","Abstract-only extraction; the body was not locally available for finer mechanism-boundary review."
"537","arxiv:2112.05132","DROP","0","2026-08-30T19:32:28.0270302-04:00","Abstract screening did not establish a concrete Program A data or training-intelligence intervention."
"550","arxiv:2202.00622","KEEP","1","2026-08-30T19:32:28.0270302-04:00","Abstract-only extraction; the body was not locally available for finer mechanism-boundary review."
"563","arxiv:2203.15041","DROP","0","2026-08-30T19:32:28.0270302-04:00","Abstract screening did not establish a concrete Program A data or training-intelligence intervention."
"576","arxiv:2205.02300","RESERVE","1","2026-08-30T19:32:28.0270302-04:00","Abstract-only extraction; the body was not locally available for finer mechanism-boundary review."
"589","arxiv:2206.10324","KEEP","1","2026-08-30T19:32:28.0270302-04:00","Abstract-only extraction; the body was not locally available for finer mechanism-boundary review."
"602","arxiv:2209.03855","DROP","0","2026-08-30T19:32:28.0270302-04:00","Abstract screening did not establish a concrete Program A data or training-intelligence intervention."
"615","arxiv:2210.01969","DROP","0","2026-08-30T19:32:28.0270302-04:00","Abstract screening did not establish a concrete Program A data or training-intelligence intervention."
"628","arxiv:2210.10469","DROP","0","2026-08-30T19:32:28.0270302-04:00","Abstract screening did not establish a concrete Program A data or training-intelligence intervention."
"641","arxiv:2211.08701","RESERVE","1","2026-08-30T19:32:28.0270302-04:00","Abstract-only extraction; the body was not locally available for finer mechanism-boundary review."
"654","arxiv:2212.09478","DROP","0","2026-08-30T19:32:28.0270302-04:00","Abstract screening did not establish a concrete Program A data or training-intelligence intervention."
"667","arxiv:2301.12012","KEEP","1","2026-08-30T19:32:28.0270302-04:00","Abstract-only extraction; the body was not locally available for finer mechanism-boundary review."
"680","arxiv:2302.05103","RESERVE","1","2026-08-30T19:32:28.0270302-04:00","Abstract-only extraction; the body was not locally available for finer mechanism-boundary review."
"693","arxiv:2303.04137","KEEP","1","2026-08-30T19:32:28.0270302-04:00","Abstract-only extraction; the body was not locally available for finer mechanism-boundary review."
"706","arxiv:2304.00776","DROP","0","2026-08-30T19:32:28.0270302-04:00","Abstract screening did not establish a concrete Program A data or training-intelligence intervention."
"719","arxiv:2304.14125","DROP","0","2026-08-30T19:32:28.0270302-04:00","Abstract screening did not establish a concrete Program A data or training-intelligence intervention."
"732","arxiv:2305.17565","RESERVE","1","2026-08-30T19:32:28.0270302-04:00","Abstract-only extraction; the body was not locally available for finer mechanism-boundary review."
"745","arxiv:2306.15091","DROP","0","2026-08-30T19:32:28.0270302-04:00","Abstract screening did not establish a concrete Program A data or training-intelligence intervention."
"758","arxiv:2307.10936","DROP","0","2026-08-30T19:32:28.0270302-04:00","Abstract screening did not establish a concrete Program A data or training-intelligence intervention."
"771","arxiv:2309.00082","RESERVE","1","2026-08-30T19:32:28.0270302-04:00","Abstract-only extraction; the body was not locally available for finer mechanism-boundary review."
"784","arxiv:2310.07932","KEEP","1","2026-08-30T19:32:28.0270302-04:00","Abstract-only extraction; the body was not locally available for finer mechanism-boundary review."
"797","arxiv:2310.16917","KEEP","1","2026-08-30T19:32:28.0270302-04:00","Abstract-only extraction; the body was not locally available for finer mechanism-boundary review."
"810","arxiv:2311.08576","DROP","0","2026-08-30T19:32:28.0270302-04:00","Abstract screening did not establish a concrete Program A data or training-intelligence intervention."
"823","arxiv:2312.11194","KEEP","1","2026-08-30T19:32:28.0270302-04:00","Abstract-only extraction; the body was not locally available for finer mechanism-boundary review."
"836","arxiv:2402.00853","RESERVE","1","2026-08-30T19:32:28.0270302-04:00","Abstract-only extraction; the body was not locally available for finer mechanism-boundary review."
"849","arxiv:2402.07226","KEEP","1","2026-08-30T19:32:28.0270302-04:00","Abstract-only extraction; the body was not locally available for finer mechanism-boundary review."
"862","arxiv:2402.16354","RESERVE","1","2026-08-30T19:32:28.0270302-04:00","Abstract-only extraction; the body was not locally available for finer mechanism-boundary review."
"875","arxiv:2403.13358","DROP","0","2026-08-30T19:32:28.0270302-04:00","Abstract screening did not establish a concrete Program A data or training-intelligence intervention."
"888","arxiv:2404.06570","DROP","0","2026-08-30T19:32:28.0270302-04:00","Abstract screening did not establish a concrete Program A data or training-intelligence intervention."
"901","arxiv:2405.02077","DROP","0","2026-08-30T19:32:28.0270302-04:00","Abstract screening did not establish a concrete Program A data or training-intelligence intervention."
"914","arxiv:2405.14199","RESERVE","1","2026-08-30T19:32:28.0270302-04:00","Abstract-only extraction; the body was not locally available for finer mechanism-boundary review."
"927","arxiv:2406.05645","DROP","0","2026-08-30T19:32:28.0270302-04:00","Abstract screening did not establish a concrete Program A data or training-intelligence intervention."
"940","arxiv:2406.15917","KEEP","1","2026-08-30T19:32:28.0270302-04:00","Abstract-only extraction; the body was not locally available for finer mechanism-boundary review."
"953","arxiv:2407.14744","DROP","0","2026-08-30T19:32:28.0270302-04:00","Abstract screening did not establish a concrete Program A data or training-intelligence intervention."
"966","arxiv:2408.05916","DROP","0","2026-08-30T19:32:28.0270302-04:00","Abstract screening did not establish a concrete Program A data or training-intelligence intervention."
"979","arxiv:2409.03685","KEEP","1","2026-08-30T19:32:28.0270302-04:00","Abstract-only extraction; the body was not locally available for finer mechanism-boundary review."
"992","arxiv:2409.18038","DROP","0","2026-08-30T19:32:28.0270302-04:00","Abstract screening did not establish a concrete Program A data or training-intelligence intervention."
"1005","arxiv:2410.08852","DROP","0","2026-08-30T19:32:28.0270302-04:00","Abstract screening did not establish a concrete Program A data or training-intelligence intervention."
"1018","arxiv:2410.18647","RESERVE","1","2026-08-30T19:32:28.0270302-04:00","Abstract-only extraction; the body was not locally available for finer mechanism-boundary review."
"1031","arxiv:2411.02998","DROP","0","2026-08-30T19:32:28.0270302-04:00","Abstract screening did not establish a concrete Program A data or training-intelligence intervention."
"1044","arxiv:2412.00129","DROP","0","2026-08-30T19:32:28.0270302-04:00","Abstract screening did not establish a concrete Program A data or training-intelligence intervention."
"1057","arxiv:2412.12829","DROP","0","2026-08-30T19:32:28.0270302-04:00","Abstract screening did not establish a concrete Program A data or training-intelligence intervention."
"1070","arxiv:2501.08907","KEEP","1","2026-08-30T19:32:28.0270302-04:00","Abstract-only extraction; the body was not locally available for finer mechanism-boundary review."
"1083","arxiv:2502.02663","KEEP","1","2026-08-30T19:32:28.0270302-04:00","Abstract-only extraction; the body was not locally available for finer mechanism-boundary review."
"1096","arxiv:2502.11886","DROP","0","2026-08-30T19:32:28.0270302-04:00","Abstract screening did not establish a concrete Program A data or training-intelligence intervention."
"1109","arxiv:2503.00774","KEEP","1","2026-08-30T19:32:28.0270302-04:00","Abstract-only extraction; the body was not locally available for finer mechanism-boundary review."
"1122","arxiv:2503.07017","DROP","0","2026-08-30T19:32:28.0270302-04:00","Abstract screening did not establish a concrete Program A data or training-intelligence intervention."
"1135","arxiv:2503.14973","DROP","0","2026-08-30T19:32:28.0270302-04:00","Abstract screening did not establish a concrete Program A data or training-intelligence intervention."
"1148","arxiv:2503.22634","DROP","0","2026-08-30T19:32:28.0270302-04:00","Abstract screening did not establish a concrete Program A data or training-intelligence intervention."
"1161","arxiv:2504.14588","KEEP","1","2026-08-30T19:32:28.0270302-04:00","Abstract-only extraction; the body was not locally available for finer mechanism-boundary review."
"1174","arxiv:2505.03296","RESERVE","1","2026-08-30T19:32:28.0422274-04:00","Abstract-only extraction; the body was not locally available for finer mechanism-boundary review."
"1187","arxiv:2505.09040","RESERVE","1","2026-08-30T19:32:28.0432189-04:00","Abstract-only extraction; the body was not locally available for finer mechanism-boundary review."
"1200","arxiv:2505.14820","DROP","0","2026-08-30T19:32:28.0432189-04:00","Abstract screening did not establish a concrete Program A data or training-intelligence intervention."
"1213","arxiv:2505.21182","KEEP","1","2026-08-30T19:32:28.0432189-04:00","Abstract-only extraction; the body was not locally available for finer mechanism-boundary review."
"1226","arxiv:2506.04227","KEEP","1","2026-08-30T19:32:28.0442987-04:00","Abstract-only extraction; the body was not locally available for finer mechanism-boundary review."
"1239","arxiv:2506.11293","KEEP","1","2026-08-30T19:32:28.0442987-04:00","Abstract-only extraction; the body was not locally available for finer mechanism-boundary review."
"1252","arxiv:2506.15953","DROP","0","2026-08-30T19:32:28.0442987-04:00","Abstract screening did not establish a concrete Program A data or training-intelligence intervention."
"1265","arxiv:2507.03930","DROP","0","2026-08-30T19:32:28.0442987-04:00","Abstract screening did not establish a concrete Program A data or training-intelligence intervention."
"1278","arxiv:2507.09404","KEEP","1","2026-08-30T19:32:28.0442987-04:00","Abstract-only extraction; the body was not locally available for finer mechanism-boundary review."
"1291","arxiv:2507.22380","RESERVE","1","2026-08-30T19:32:28.0442987-04:00","Abstract-only extraction; the body was not locally available for finer mechanism-boundary review."
"1304","arxiv:2508.08706","DROP","0","2026-08-30T19:32:28.0442987-04:00","Abstract screening did not establish a concrete Program A data or training-intelligence intervention."
"1317","arxiv:2508.17643","DROP","0","2026-08-30T19:32:28.0442987-04:00","Abstract screening did not establish a concrete Program A data or training-intelligence intervention."
"1330","arxiv:2509.09671","DROP","0","2026-08-30T19:32:28.0442987-04:00","Abstract screening did not establish a concrete Program A data or training-intelligence intervention."
"1343","arxiv:2509.19012","DROP","0","2026-08-30T19:32:28.0442987-04:00","Abstract screening did not establish a concrete Program A data or training-intelligence intervention."
"1356","arxiv:2509.25097","DROP","0","2026-08-30T19:32:28.0442987-04:00","Abstract screening did not establish a concrete Program A data or training-intelligence intervention."
"1369","arxiv:2510.05684","RESERVE","1","2026-08-30T19:32:28.0442987-04:00","Abstract-only extraction; the body was not locally available for finer mechanism-boundary review."
"1382","arxiv:2510.14830","RESERVE","1","2026-08-30T19:32:28.0442987-04:00","Abstract-only extraction; the body was not locally available for finer mechanism-boundary review."
"1395","arxiv:2510.21571","DROP","0","2026-08-30T19:32:28.0442987-04:00","Abstract screening did not establish a concrete Program A data or training-intelligence intervention."
"1408","arxiv:2510.26742","DROP","0","2026-08-30T19:32:28.0442987-04:00","Abstract screening did not establish a concrete Program A data or training-intelligence intervention."
"1421","arxiv:2511.09173","DROP","0","2026-08-30T19:32:28.0442987-04:00","Abstract screening did not establish a concrete Program A data or training-intelligence intervention."
"1434","arxiv:2511.22364","RESERVE","1","2026-08-30T19:32:28.0442987-04:00","Abstract-only extraction; the body was not locally available for finer mechanism-boundary review."
"1447","arxiv:2512.07697","KEEP","1","2026-08-30T19:32:28.0442987-04:00","Abstract-only extraction; the body was not locally available for finer mechanism-boundary review."
"1460","arxiv:2512.17899","DROP","0","2026-08-30T19:32:28.0442987-04:00","Abstract screening did not establish a concrete Program A data or training-intelligence intervention."
"1473","arxiv:2512.24653","DROP","0","2026-08-30T19:32:28.0442987-04:00","Abstract screening did not establish a concrete Program A data or training-intelligence intervention."
"1486","arxiv:2601.03715","KEEP","1","2026-08-30T19:32:28.0442987-04:00","Abstract-only extraction; the body was not locally available for finer mechanism-boundary review."
"1499","arxiv:2601.09444","RESERVE","1","2026-08-30T19:32:28.0442987-04:00","Abstract-only extraction; the body was not locally available for finer mechanism-boundary review."
"1512","arxiv:2601.13042","DROP","0","2026-08-30T19:32:28.0442987-04:00","Abstract screening did not establish a concrete Program A data or training-intelligence intervention."
"1525","arxiv:2601.17923","DROP","0","2026-08-30T19:32:28.0442987-04:00","Abstract screening did not establish a concrete Program A data or training-intelligence intervention."
"1538","arxiv:2601.21698","DROP","0","2026-08-30T19:32:28.0442987-04:00","Abstract screening did not establish a concrete Program A data or training-intelligence intervention."
"1551","arxiv:2602.00686","RESERVE","1","2026-08-30T19:32:28.0442987-04:00","Abstract-only extraction; the body was not locally available for finer mechanism-boundary review."
"1564","arxiv:2602.04213","KEEP","1","2026-08-30T19:32:28.0442987-04:00","Abstract-only extraction; the body was not locally available for finer mechanism-boundary review."
"1577","arxiv:2602.07322","DROP","0","2026-08-30T19:32:28.0442987-04:00","Abstract screening did not establish a concrete Program A data or training-intelligence intervention."
"1590","arxiv:2602.11018","KEEP","1","2026-08-30T19:32:28.0442987-04:00","Abstract-only extraction; the body was not locally available for finer mechanism-boundary review."
"1603","arxiv:2602.13806","DROP","0","2026-08-30T19:32:28.0442987-04:00","Abstract screening did not establish a concrete Program A data or training-intelligence intervention."
"1616","arxiv:2602.17835","KEEP","1","2026-08-30T19:32:28.0442987-04:00","Abstract-only extraction; the body was not locally available for finer mechanism-boundary review."
"1629","arxiv:2602.22474","KEEP","1","2026-08-30T19:32:28.0442987-04:00","Abstract-only extraction; the body was not locally available for finer mechanism-boundary review."
"1642","arxiv:2603.02623","RESERVE","1","2026-08-30T19:32:28.0442987-04:00","Abstract-only extraction; the body was not locally available for finer mechanism-boundary review."
"1655","arxiv:2603.06450","KEEP","1","2026-08-30T19:32:28.0442987-04:00","Abstract-only extraction; the body was not locally available for finer mechanism-boundary review."
"1668","arxiv:2603.11400","RESERVE","1","2026-08-30T19:32:28.0442987-04:00","Abstract-only extraction; the body was not locally available for finer mechanism-boundary review."
"1681","arxiv:2603.13966","DROP","0","2026-08-30T19:32:28.0442987-04:00","Abstract screening did not establish a concrete Program A data or training-intelligence intervention."
"1694","arxiv:2603.21543","KEEP","1","2026-08-30T19:32:28.0442987-04:00","Abstract-only extraction; the body was not locally available for finer mechanism-boundary review."
"1707","arxiv:2604.03523","DROP","0","2026-08-30T19:32:28.0442987-04:00","Abstract screening did not establish a concrete Program A data or training-intelligence intervention."
"1720","arxiv:2604.20100","DROP","0","2026-08-30T19:32:28.0442987-04:00","Abstract screening did not establish a concrete Program A data or training-intelligence intervention."
"1733","arxiv:2605.08168","RESERVE","1","2026-08-30T19:32:28.0442987-04:00","Abstract-only extraction; the body was not locally available for finer mechanism-boundary review."
"1746","arxiv:2605.24810","DROP","0","2026-08-30T19:32:28.0442987-04:00","Abstract screening did not establish a concrete Program A data or training-intelligence intervention."
"1759","arxiv:2606.05588","KEEP","1","2026-08-30T19:32:28.0442987-04:00","Abstract-only extraction; the body was not locally available for finer mechanism-boundary review."
"1772","arxiv:2606.15654","RESERVE","1","2026-08-30T19:32:28.0442987-04:00","Abstract-only extraction; the body was not locally available for finer mechanism-boundary review."
"1785","arxiv:2606.24051","RESERVE","1","2026-08-30T19:32:28.0442987-04:00","Abstract-only extraction; the body was not locally available for finer mechanism-boundary review."
"1798","arxiv:2607.01651","RESERVE","1","2026-08-30T19:32:28.0442987-04:00","Abstract-only extraction; the body was not locally available for finer mechanism-boundary review."
"1811","arxiv:2607.09866","DROP","0","2026-08-30T19:32:28.0442987-04:00","Abstract screening did not establish a concrete Program A data or training-intelligence intervention."
"1824","arxiv:2607.23755","DROP","0","2026-08-30T19:32:28.0442987-04:00","Abstract screening did not establish a concrete Program A data or training-intelligence intervention."
"1837","arxiv:2608.05970","RESERVE","1","2026-08-30T19:32:28.0442987-04:00","Abstract-only extraction; the body was not locally available for finer mechanism-boundary review."
"1850","arxiv:2608.26645","KEEP","1","2026-08-30T19:32:28.0442987-04:00","Abstract-only extraction; the body was not locally available for finer mechanism-boundary review."
"1863","doi:10.1109/cvpr42600.2020.00951","RESERVE","1","2026-08-30T19:32:28.0442987-04:00","Abstract-only extraction; the body was not locally available for finer mechanism-boundary review."
"1876","doi:10.1109/tpami.2008.301","RESERVE","1","2026-08-30T19:32:28.0442987-04:00","Abstract-only extraction; the body was not locally available for finer mechanism-boundary review."
"1889","doi:10.3389/fnbot.2020.00055","RESERVE","1","2026-08-30T19:32:28.0442987-04:00","Abstract-only extraction; the body was not locally available for finer mechanism-boundary review."
