"pass2_index","paper_id","paper_title","terminal_outcome","mechanisms_emitted","note"
"1412","arxiv:2511.01331","RobustVLA: Robustness-Aware Reinforcement Post-Training for Vision-Language-Action Models","NEEDS_DEEP_REVIEW","1","Abstract screened; body-level reconstruction required."
"1425","arxiv:2511.14396","Continuous Vision-Language-Action Co-Learning with Semantic-Physical Alignment for Behavioral Cloning","NEEDS_DEEP_REVIEW","1","Abstract screened; body-level reconstruction required."
"1438","arxiv:2512.01321","Extending NGU to Multi-Agent RL: A Preliminary Study","NEEDS_DEEP_REVIEW","1","Abstract screened; body-level reconstruction required."
"1451","arxiv:2512.10042","SEMDICE: Off-policy State Entropy Maximization via Stationary Distribution Correction Estimation","NEEDS_DEEP_REVIEW","1","Abstract screened; body-level reconstruction required."
"1464","arxiv:2512.19270","Are All Data Necessary? Efficient Data Pruning for Large-scale Autonomous Driving Dataset via Trajectory Entropy Maximization","NEEDS_DEEP_REVIEW","1","Abstract screened; body-level reconstruction required."
"1477","arxiv:2601.01651","DemoBot: Efficient Learning of Bimanual Manipulation with Dexterous Hands From Third-Person Human Videos","NEEDS_DEEP_REVIEW","1","Abstract screened; body-level reconstruction required."
"1490","arxiv:2601.05241","RoboVIP: Multi-View Video Generation with Visual Identity Prompting Augments Robot Manipulation","NEEDS_DEEP_REVIEW","1","Abstract screened; body-level reconstruction required."
"1503","arxiv:2601.10738","CTHA: Constrained Temporal Hierarchical Architecture for Stable Multi-Agent LLM Systems","NEEDS_DEEP_REVIEW","1","Abstract screened; body-level reconstruction required."
"1516","arxiv:2601.14133","TwinBrainVLA: Unleashing the Potential of Generalist VLMs for Embodied Tasks via Asymmetric Mixture-of-Transformers","NEEDS_DEEP_REVIEW","1","Abstract screened; body-level reconstruction required."
"1529","arxiv:2601.19452","APC-RL: Exceeding Data-Driven Behavior Priors with Adaptive Policy Composition","NEEDS_DEEP_REVIEW","1","Abstract screened; body-level reconstruction required."
"1542","arxiv:2601.21998","Causal World Modeling for Robot Control","NEEDS_DEEP_REVIEW","1","Abstract screened; body-level reconstruction required."
"1555","arxiv:2602.01067","A Systematic Study of Data Modalities and Strategies for Co-training Large Behavior Models for Robot Manipulation","NEEDS_DEEP_REVIEW","1","Abstract screened; body-level reconstruction required."
"1568","arxiv:2602.04315","GeneralVLA: Generalizable Vision-Language-Action Models with Knowledge-Guided Trajectory Planning","NEEDS_DEEP_REVIEW","1","Abstract screened; body-level reconstruction required."
"1581","arxiv:2602.09017","Contact-Anchored Policies: Contact Conditioning Creates Strong Robot Utility Models","NEEDS_DEEP_REVIEW","1","Abstract screened; body-level reconstruction required."
"1594","arxiv:2602.11978","Accelerating Robotic Reinforcement Learning with Agent Guidance","NEEDS_DEEP_REVIEW","1","Abstract screened; body-level reconstruction required."
"1607","arxiv:2602.14255","A Latency-Aware Framework for Visuomotor Policy Learning on Industrial Robots","NEEDS_DEEP_REVIEW","1","Abstract screened; body-level reconstruction required."
"1620","arxiv:2602.18817","HeRO: Hierarchical 3D Semantic Representation for Pose-aware Object Manipulation","NEEDS_DEEP_REVIEW","1","Abstract screened; body-level reconstruction required."
"1633","arxiv:2602.23770","MAGE: Multi-scale Autoregressive Generation for Offline Reinforcement Learning","NEEDS_DEEP_REVIEW","1","Abstract screened; body-level reconstruction required."
"1646","arxiv:2603.03278","Tether: Autonomous Functional Play with Correspondence-Driven Trajectory Warping","NEEDS_DEEP_REVIEW","1","Abstract screened; body-level reconstruction required."
"1659","arxiv:2603.08122","Towards Human-Like Manipulation through RL-Augmented Teleoperation and Mixture-of-Dexterous-Experts VLA","NEEDS_DEEP_REVIEW","1","Abstract screened; body-level reconstruction required."
"1672","arxiv:2603.11809","HiSync: Spatio-Temporally Aligning Hand Motion from Wearable IMU and On-Robot Camera for Command Source Identification in Long-Range HRI","NEEDS_DEEP_REVIEW","1","Abstract screened; body-level reconstruction required."
"1685","arxiv:2603.15152","Master Micro Residual Correction with Adaptive Tactile Fusion and Force-Mixed Control for Contact-Rich Manipulation","NEEDS_DEEP_REVIEW","1","Abstract screened; body-level reconstruction required."
"1698","arxiv:2603.22750","REALITrees: Rashomon Ensemble Active Learning for Interpretable Trees","NEEDS_DEEP_REVIEW","1","Abstract screened; body-level reconstruction required."
"1711","arxiv:2604.06067","HiPolicy: Hierarchical Multi-Frequency Action Chunking for Policy Learning","NEEDS_DEEP_REVIEW","1","Abstract screened; body-level reconstruction required."
"1724","arxiv:2604.23360","Learning from Demonstration with Failure Awareness for Safe Robot Navigation","NEEDS_DEEP_REVIEW","1","Abstract screened; body-level reconstruction required."
"1737","arxiv:2605.12084","Learning What Matters: Adaptive Information-Theoretic Objectives for Robot Exploration","NEEDS_DEEP_REVIEW","1","Abstract screened; body-level reconstruction required."
"1750","arxiv:2605.27114","VR-DAgger: Immersive VR for Dexterous Data Collection and Uncertainty-Guided On-Policy Correction","NEEDS_DEEP_REVIEW","1","Abstract screened; body-level reconstruction required."
"1763","arxiv:2606.10305","SARM2: Multi-Task Stage Aware Reward Modeling for Self Improving Robotic Manipulation","NEEDS_DEEP_REVIEW","1","Abstract screened; body-level reconstruction required."
"1776","arxiv:2606.18043","Uncertainty Quantification for Flow-Based Vision-Language-Action Models","NEEDS_DEEP_REVIEW","1","Abstract screened; body-level reconstruction required."
"1789","arxiv:2606.25985","Action ControlNet: A Lightweight Delay-Aware Adapter for Smooth Asynchronous Control in Vision-Language-Action Models","NEEDS_DEEP_REVIEW","1","Abstract screened; body-level reconstruction required."
"1802","arxiv:2607.04591","Simple-to-Complex Structured Demonstrations for Vision-Language-Action Learning","NEEDS_DEEP_REVIEW","1","Abstract screened; body-level reconstruction required."
"1815","arxiv:2607.13429","Generalizable VLA Finetuning via Representation Anchoring and Language-Action Alignment","NEEDS_DEEP_REVIEW","1","Abstract screened; body-level reconstruction required."
"1828","arxiv:2607.29169","ActFovea: Runtime Safeguarding for VLA Policies via Spatiotemporal Visual-Action Consistency","NEEDS_DEEP_REVIEW","1","Abstract screened; body-level reconstruction required."
"1841","arxiv:2608.14028","AdvDex: Learning Dexterous Manipulation from Human Demonstrations via Joint-Aligned Actions and Adversarial Learning","NEEDS_DEEP_REVIEW","1","Abstract screened; body-level reconstruction required."
"1854","doi:10.1002/rcs.70072","DP4AuSu: Autonomous Surgical Framework for Suturing Manipulation Using Diffusion Policy With Dynamic Time Wrapping-Based Locally Weighted Regression.","NEEDS_DEEP_REVIEW","1","Abstract screened; body-level reconstruction required."
"1867","doi:10.1109/lra.2026.3698364","LOPAL: Local Performance-Aware Active Learning from Imperfect Demonstrations","NEEDS_DEEP_REVIEW","1","Abstract screened; body-level reconstruction required."
"1880","doi:10.1109/tpami.2017.2710047","Deep Canonical Time Warping for Simultaneous Alignment and Representation Learning of Sequences.","NEEDS_DEEP_REVIEW","1","Abstract screened; body-level reconstruction required."
"1893","doi:10.3390/s17122894","Accurate Sample Time Reconstruction of Inertial FIFO Data.","NEEDS_DEEP_REVIEW","1","Abstract screened; body-level reconstruction required."
