paper_name,id,abstract,triage_label,lane,corpus_stage,mechanism,why_it_matters,follow_up,authors,year,source_ids,primary_id,paper_id,categories,queries,discovery_methods,designations,assignment_rank,assignment_score,search_score,primary_reader,metadata_verified,body_inspected,evidence_read,abstract_reviewed,inspection_status,triage_status,stages_seen,source_registry_paths,source_triage_paths,metadata_status,triage_count
Extrapolating Beyond Suboptimal Demonstrations via Inverse Reinforcement Learning from Observations,arxiv:1904.06387,"A critical flaw of existing inverse reinforcement learning (IRL) methods is their inability to significantly outperform the demonstrator. This is because IRL typically seeks a reward function that makes the demonstrator appear near-optimal, rather than inferring the underlying intentions of the demonstrator that may have been poorly executed in practice. In this paper, we introduce a novel reward-learning-from-observation algorithm, Trajectory-ranked Reward EXtrapolation (T-REX), that extrapolates beyond a set of (approximately) ranked demonstrations in order to infer high-quality reward funct",high,A3,expansion_round_1,Trajectory-ranked reward extrapolation infers the intended reward from ranked suboptimal demonstrations and can exceed the demonstrated behavior.,It provides a route from imperfect outcomes to better target behavior rather than imitation of the mean.,true,Daniel S. Brown | Wonjoon Goo | Prabhat Nagarajan | Scott Niekum,2019,arxiv:1904.06387,arxiv:1904.06387,8814415156451425731,cs.LG | stat.ML,q26-found-irl,firecrawl research related-papers,,,,0.9109264722644368,A3,,,,,,triaged,expansion_round_1,A3/expansion-registry.json | A3/paper-registry.json | A6/expansion/canonical-pool.jsonl | A6/raw-retrieval/q26-found-irl.json | A6/work/canonical-pool.jsonl | A8/work/expansion-novel.jsonl | A8/work/expansion-pool.jsonl,A3/expansion-triage.jsonl,complete,1
Uncertainty-Aware Data Aggregation for Deep Imitation Learning,arxiv:1905.02780,"Estimating statistical uncertainties allows autonomous agents to communicate their confidence during task execution and is important for applications in safety-critical domains such as autonomous driving. In this work, we present the uncertainty-aware imitation learning (UAIL) algorithm for improving end-to-end control systems via data aggregation. UAIL applies Monte Carlo Dropout to estimate uncertainty in the control output of end-to-end systems, using states where it is uncertain to selectively acquire new training data. In contrast to prior data aggregation algorithms that force human expe",high,A3,expansion_round_1,Monte Carlo dropout identifies uncertain control states and selectively acquires corrective demonstrations.,It links uncertainty estimation to deciding what the robot should collect next.,true,Yuchen Cui | David Isele | Scott Niekum | Kikuo Fujimura,2019,arxiv:1905.02780,,paper:1748253429801098325,cs.LG | cs.RO | stat.ML,15,firecrawl research related-papers,general,,,0.8061210621761402,A3,,not-inspected,,unverified-abstract-only,not-inspected,triaged,expansion_round_1,A3/expansion-evidence-index.json | A3/expansion-registry.json | A3/paper-registry.json | A5/canonical-pool.jsonl | A5/paper-registry.json,A3/expansion-triage.jsonl,complete,1
Imitation Learning as f-Divergence Minimization,arxiv:1905.12888,"We address the problem of imitation learning with multi-modal demonstrations. Instead of attempting to learn all modes, we argue that in many tasks it is sufficient to imitate any one of them. We show that the state-of-the-art methods such as GAIL and behavior cloning, due to their choice of loss function, often incorrectly interpolate between such modes. Our key insight is to minimize the right divergence between the learner and the expert state-action distributions, namely the reverse KL divergence or I-projection. We propose a general imitation learning framework for estimating and minimizi",high,A3,expansion_round_1,"The paper develops or evaluates Imitation Learning as f-Divergence Minimization, with a mechanism for selecting, weighting, repairing, auditing, or robustifying experience.",Its related-paper mechanism is plausibly transferable to the Program A data-to-policy loop and merits targeted review.,true,,2019,arxiv:1905.12888,,,,,firecrawl research related-papers,,,,0.020128824476650563,A3,,,,,,triaged,expansion_round_1,A3/expansion-registry.json | A3/paper-registry.json | A4/expansion/expansion-registry.jsonl | A8/work/expansion-round2-novel.jsonl,A3/expansion-triage.jsonl,complete,1
Estimating Training Data Influence by Tracing Gradient Descent,arxiv:2002.08484,"We introduce a method called TracIn that computes the influence of a training example on a prediction made by the model. The idea is to trace how the loss on the test point changes during the training process whenever the training example of interest was utilized. We provide a scalable implementation of TracIn via: (a) a first-order gradient approximation to the exact computation, (b) saved checkpoints of standard training procedures, and (c) cherry-picking layers of a deep neural network. In contrast with previously proposed methods, TracIn is simple to implement; all it needs is the ability (poolSize=10)",high,A3,expansion_round_2,"The paper develops or evaluates Estimating Training Data Influence by Tracing Gradient Descent, offering a mechanism related to robot data quality, correction, attribution, or policy improvement.",The mechanism is plausibly transferable to the Program A experience-to-policy loop and warrants follow-up.,true,,2020,arxiv:2002.08484,arxiv:2002.08484,1365321820975761311,,q05-gradient-influence | q21-influence-foundation,firecrawl research related-papers,,,,0.026666666666666665,A3,,,,,,triaged,expansion_round_2,A3/paper-registry.json | A3/round2-registry.json | A3/round3-registry.json | A4/canonical-registry.jsonl | A4/expansion/expansion-registry.jsonl | A4/expansion/round3/registry.jsonl | A4/raw/q05-gradient-influence.json | A4/raw/q21-influence-foundation.json,A3/round2-triage.jsonl,complete,1
Energy-Based Imitation Learning,arxiv:2004.09395,"We tackle a common scenario in imitation learning (IL), where agents try to recover the optimal policy from expert demonstrations without further access to the expert or environment reward signals. Except the simple Behavior Cloning (BC) that adopts supervised learning followed by the problem of compounding error, previous solutions like inverse reinforcement learning (IRL) and recent generative adversarial methods involve a bi-level or alternating optimization for updating the reward function and the policy, suffering from high computational cost and training instability. Inspired by recent p",high,A3,expansion_round_1,"The paper develops or evaluates Energy-Based Imitation Learning, with a mechanism for selecting, weighting, repairing, auditing, or robustifying experience.",Its related-paper mechanism is plausibly transferable to the Program A data-to-policy loop and merits targeted review.,true,,2020,arxiv:2004.09395,,,,,firecrawl research related-papers,,,,,A3,,,,,,triaged,expansion_round_1,A3/expansion-registry.json | A3/paper-registry.json,A3/expansion-triage.jsonl,complete,1
Explaining Black Box Predictions and Unveiling Data Artifacts through Influence Functions,arxiv:2005.06676,"Modern deep learning models for NLP are notoriously opaque. This has motivated the development of methods for interpreting such models, e.g., via gradient-based saliency maps or the visualization of attention weights. Such approaches aim to provide explanations for a particular model prediction by highlighting important words in the corresponding input text. While this might be useful for tasks where decisions are explicitly influenced by individual tokens in the input, we suspect that such highlighting is not suitable for tasks where model decisions should be driven by more complex reasoning.",high,A3,expansion_round_3,"The paper develops or evaluates Explaining Black Box Predictions and Unveiling Data Artifacts through Influence Functions, offering a mechanism related to failure detection, correction, attribution, or robot-data use.",The mechanism is plausibly transferable to the Program A experience-to-policy loop and merits follow-up.,true,,2020,arxiv:2005.06676,arxiv:2005.06676,7676024505517203831,,q21-influence-foundation,firecrawl research related-papers,,,,0.019110275689223057,A3,,,,,,triaged,expansion_round_3,A3/paper-registry.json | A3/round3-registry.json | A4/canonical-registry.jsonl | A4/expansion/expansion-registry.jsonl | A4/expansion/round2/registry.jsonl | A4/expansion/round5/registry.jsonl | A4/raw/q21-influence-foundation.json,A3/round3-triage.jsonl,complete,1
Salvage Reusable Samples from Noisy Data for Robust Learning,arxiv:2008.02427,"Due to the existence of label noise in web images and the high memorization capacity of deep neural networks, training deep fine-grained (FG) models directly through web images tends to have an inferior recognition ability. In the literature, to alleviate this issue, loss correction methods try to estimate the noise transition matrix, but the inevitable false correction would cause severe accumulated errors. Sample selection methods identify clean (""easy"") samples based on the fact that small losses can alleviate the accumulated errors. However, ""hard"" and mislabeled examples that can both boo",high,A3,primary_assignment,Reusable hard examples are separated from mislabeled samples using training dynamics rather than discarding all high-loss data.,The distinction between difficult-but-useful and harmful examples is central to safe robot-data filtering.,true,Zeren Sun | Xian-Sheng Hua | Yazhou Yao | Xiu-Shen Wei | Guosheng Hu | Jian Zhang,2020,arxiv:2008.02427,,,cs.CV | cs.MM,q14-robust-noisy-labels,firecrawl research search-papers,,72,44,,A3,,,,,,triaged,primary_assignment,A3/assigned-papers.json | A3/evidence-index.json | A3/paper-registry.json | A3/raw/q14-robust-noisy-labels.txt,A3/abstract-triage.jsonl,complete,1
Imitation Learning with Sinkhorn Distances,arxiv:2008.09167,"Imitation learning algorithms have been interpreted as variants of divergence minimization problems. The ability to compare occupancy measures between experts and learners is crucial in their effectiveness in learning from demonstrations. In this paper, we present tractable solutions by formulating imitation learning as minimization of the Sinkhorn distance between occupancy measures. The formulation combines the valuable properties of optimal transport metrics in comparing non-overlapping distributions with a cosine distance cost defined in an adversarially learned feature space. This leads t",high,A3,expansion_round_2,"The paper develops or evaluates Imitation Learning with Sinkhorn Distances, offering a mechanism related to robot data quality, correction, attribution, or policy improvement.",The mechanism is plausibly transferable to the Program A experience-to-policy loop and warrants follow-up.,true,,2020,arxiv:2008.09167,,,,,firecrawl research related-papers,,,,,A3,,,,,,triaged,expansion_round_2,A3/paper-registry.json | A3/round2-registry.json,A3/round2-triage.jsonl,complete,1
Robust Imitation Learning from Noisy Demonstrations,arxiv:2010.10181,"Robust learning from noisy demonstrations is a practical but highly challenging problem in imitation learning. In this paper, we first theoretically show that robust imitation learning can be achieved by optimizing a classification risk with a symmetric loss. Based on this theoretical finding, we then propose a new imitation learning method that optimizes the classification risk by effectively combining pseudo-labeling with co-training. Unlike existing methods, our method does not require additional labels or strict assumptions about noise distributions. Experimental results on continuous-cont",high,A3,primary_assignment,Symmetric-loss classification risk combined with pseudo-labeling and co-training provides robustness without a specified noise distribution.,It offers a noise-model-light baseline for action-label corruption in imitation learning.,true,Voot Tangkaratt | Nontawat Charoenphakdee | Masashi Sugiyama,2020,arxiv:2010.10181,arxiv:2010.10181,paper:4853416372676424039,stat.ML | cs.AI | cs.LG,q01-direct | q20-foundational-robust,firecrawl research search-papers,general,51,49,0.8128673178375735,A3,,not-inspected,,unverified-abstract-only,not-inspected,triaged,primary_assignment,A3/assigned-papers.json | A3/evidence-index.json | A3/expansion-registry.json | A3/paper-registry.json | A3/raw/q01-direct.txt | A3/raw/q20-foundational-robust.txt | A5/canonical-pool.jsonl | A5/paper-registry.json | A6/expansion/canonical-pool.jsonl | A6/raw-retrieval/q06-syn-noisy-demo.json | A6/work/canonical-pool.jsonl,A3/abstract-triage.jsonl,complete,1
Offline Learning from Demonstrations and Unlabeled Experience,arxiv:2011.13885,"Behavior cloning (BC) is often practical for robot learning because it allows a policy to be trained offline without rewards, by supervised learning on expert demonstrations. However, BC does not effectively leverage what we will refer to as unlabeled experience: data of mixed and unknown quality without reward annotations. This unlabeled data can be generated by a variety of sources such as human teleoperation, scripted policies and other agents on the same robot. Towards data-driven offline robot learning that can use this unlabeled experience, we introduce Offline Reinforced Imitation Learn",high,A3,primary_assignment,Offline reinforced imitation learning combines expert demonstrations with unlabeled mixed-quality experience through learned value structure.,It shows how a training loop can exploit broad experience while preserving a preference for demonstrated success.,true,Konrad Zolna | Alexander Novikov | Ksenia Konyushkova | Caglar Gulcehre | Ziyu Wang | Yusuf Aytar | Misha Denil | Nando de Freitas | Scott Reed,2020,arxiv:2011.13885,arxiv:2011.13885,1398826677212629428,cs.LG | cs.AI | cs.RO | stat.ML,q04-mislabeled,firecrawl research search-papers,general,32,54,29,A3,true,pending,body-passages-returned,abstract-only-unverified-before-inspection,pending,triaged,primary_assignment,A3/assigned-papers.json | A3/evidence-index.json | A3/paper-registry.json | A3/raw/q04-mislabeled.txt | A4/assigned-papers.json | A4/assigned-registry-inspected.jsonl | A4/assigned-registry-preinspect.jsonl | A4/canonical-registry.jsonl | A4/raw/q01-direct.json | A4/raw/q31-trajectory-rank.json | A5/assigned-papers.json | A5/canonical-pool.jsonl | A5/evidence-ledger.jsonl | A5/inspection-manifest.json | A5/paper-registry.json | A5/read-manifest.json | A6/expansion/canonical-pool.jsonl | A6/raw-retrieval/q11-mech-quality-weighted.json | A6/raw-retrieval/q27-found-offline-rl.json | A6/raw-retrieval/q31-recent-mixed-quality.json | A6/registry-assignment.jsonl | A6/work/assigned-registry-inspected.jsonl | A6/work/assigned-registry-preinspect.jsonl | A6/work/canonical-pool.jsonl | A6/work/evidence-index.jsonl,A3/abstract-triage.jsonl,complete,1
Human-in-the-Loop Imitation Learning using Remote Teleoperation,arxiv:2012.06733,"Imitation Learning is a promising paradigm for learning complex robot manipulation skills by reproducing behavior from human demonstrations. However, manipulation tasks often contain bottleneck regions that require a sequence of precise actions to make meaningful progress, such as a robot inserting a pod into a coffee machine to make coffee. Trained policies can fail in these regions because small deviations in actions can lead the policy into states not covered by the demonstrations. Intervention-based policy learning is an alternative that can address this issue -- it allows human operators (poolSize=10)",high,A3,expansion_round_3,"The paper develops or evaluates Human-in-the-Loop Imitation Learning using Remote Teleoperation, offering a mechanism related to failure detection, correction, attribution, or robot-data use.",The mechanism is plausibly transferable to the Program A experience-to-policy loop and merits follow-up.,true,"Ajay Mandlekar, Danfei Xu, Roberto MartÃ­n-MartÃ­n, Yuke Zhu, Li Fei-Fei, Silvio Savarese",2020,arxiv:2012.06733,arxiv:2012.06733,646370602949243623,cs.RO | cs.AI | cs.LG,q03-direct-partial-success | q04-direct-failure-aware-data | q29-found-corrections | q35-found-learn-failures,firecrawl research related-papers,,,,0.021223874165050637,A3,true,true,C:\Users\moham\Documents\Codex\2026-08-29\organize-x20\work\reflex-research\program-a\A6\evidence\arxiv_2012.06733.json,true,complete,triaged,expansion_round_3,A3/paper-registry.json | A3/round3-registry.json | A4/expansion/round3/registry.jsonl | A6/expansion/canonical-pool.jsonl | A6/raw-retrieval/q03-direct-partial-success.json | A6/raw-retrieval/q04-direct-failure-aware-data.json | A6/raw-retrieval/q29-found-corrections.json | A6/raw-retrieval/q35-found-learn-failures.json | A6/registry-assignment.jsonl | A6/work/assigned-registry-inspected.jsonl | A6/work/assigned-registry-preinspect.jsonl | A6/work/canonical-pool.jsonl | A6/work/evidence-index.jsonl | A8/work/expansion-round2-novel.jsonl,A3/round3-triage.jsonl,complete,1
