pass2_index,paper_id,assigned_agent,first_pass_classification,source_lane,paper_name,id,abstract,triage_label,lanes,lane_count,triage_labels_by_lane,mechanisms_by_lane,why_it_matters_by_lane,follow_up_by_lane,corpus_stages,authors,year,source_ids,primary_id,source_paper_id,categories,queries,discovery_methods,designations,primary_readers,metadata_verified_any,body_inspected_any,evidence_read_any,triage_disagreement,source_registry_paths,source_triage_paths
141,arxiv:1703.01541,12,HIGH,A1,Soft-DTW: a Differentiable Loss Function for Time-Series,arxiv:1703.01541,"We propose in this paper a differentiable learning loss between time series, building upon the celebrated dynamic time warping (DTW) discrepancy. Unlike the Euclidean distance, DTW can compare time series of variable size and is robust to shifts or dilatations across the time dimension. To compute DTW, one typically solves a minimal-cost alignment problem between two time series using dynamic programming. Our work takes advantage of a smoothed formulation of DTW, called soft-DTW, that computes the soft-minimum of all alignment costs. We show in this paper that soft-DTW is a differentiable loss function, and that both its value and gradient can be computed with quadratic time/space complexity (DTW has quadratic time but linear space complexity). We show that this regularization is particularly well suited to average and cluster time series under the DTW geometry, a task for which our proposal significantly outperforms existing baselines. Next, we propose to tune the parameters of a machine that outputs time series by minimizing its fit with ground-truth labels in a soft-DTW sense.",high,A1,1,A1=high,"A1=Soft-DTW smooths the dynamic-programming alignment minimum so variable-length, shifted sequences can be compared and differentiated through.","A1=It provides a trainable alignment loss for demonstrations, trajectory averaging, and correspondence-aware policy objectives.",A1=true,primary_assignment,,,arxiv:1703.01541,arxiv:1703.01541,4637244146515130731,,q03-dtw | q10-foundational-ctw,search-papers,foundational,A1,false,false,false,false,A1/assigned-papers.json | A1/evidence-read-manifest.json | A1/expansion-registry.json | A1/expansion-round2-registry.json | A1/expansion-round3-registry.json | A1/inspection-manifest.json | A1/paper-registry-complete.json | A1/paper-registry.json | A1/raw/q03-dtw.json | A1/raw/q10-foundational-ctw.json,A1/assigned-abstracts.jsonl | A1/triage.jsonl
154,arxiv:1703.09788,12,HIGH,A1,Towards Automatic Learning of Procedures from Web Instructional Videos,arxiv:1703.09788,"The potential for agents, whether embodied or software, to learn by observing other agents performing procedures involving objects and actions is rich. Current research on automatic procedure learning heavily relies on action labels or video subtitles, even during the evaluation phase, which makes them infeasible in real-world scenarios. This leads to our question: can the human-consensus structure of a procedure be learned from a large set of long, unconstrained videos (e.g., instructional videos from YouTube) with only visual evidence? To answer this question, we introduce the problem of procedure segmentation--to segment a video procedure into category-independent procedure segments. Given that no large-scale dataset is available for this problem, we collect a large-scale procedure segmentation dataset with procedure segments temporally localized and described; we use cooking videos and name the dataset YouCook2. We propose a segment-level recurrent network for generating procedure segments by modeling the dependencies across segments. The generated segments can be used as pre-processing for other tasks, such as dense video captioning and event parsing. We show in our experiments that the proposed model outperforms competitive baselines in procedure segmentation.",high,A1,1,A1=high,"A1=The paper develops or evaluates a temporal correspondence, synchronization, delay, or sequence-representation mechanism for Towards Automatic Learning of Procedures from Web Instructional Videos.","A1=Its mechanism is a plausible transfer to multimodal robot experience, action-observation alignment, or temporally aware policy training.",A1=true,expansion_round_1,,,arxiv:1703.09788,arxiv:1703.09788,9008098354547817690,,,related-similar,,A1,false,false,false,false,A1/expansion-registry.json | A1/paper-registry-complete.json,A1/expansion-triage.jsonl
167,arxiv:1706.03741,12,MEDIUM,A8,Deep reinforcement learning from human preferences,arxiv:1706.03741,"For sophisticated reinforcement learning (RL) systems to interact usefully with real-world environments, we need to communicate complex goals to these systems. In this work, we explore goals defined in terms of (non-expert) human preferences between pairs of trajectory segments. We show that this approach can effectively solve complex RL tasks without access to the reward function, including Atari games and simulated robot locomotion, while providing feedback on less than one percent of our agent's interactions with the environment. This reduces the cost of human oversight far enough that it can be practically applied to state-of-the-art RL systems. To demonstrate the flexibility of our approach, we show that we can successfully train complex novel behaviors with about an hour of human time. These behaviors and environments are considerably more complex than any that have been previously learned from human feedback.",medium,A8,1,A8=medium,A8=A learned reward model uses pairwise human preferences over trajectory segments to guide reinforcement learning without hand-designed rewards.,A8=Preference queries can convert disagreement or uncertain quality judgments into targeted supervision for experience selection.,A8=true,expansion_round_1,,,arxiv:1706.03741 | paperid:8321224485463326696,,,,,related-papers,,A8,false,false,false,false,A8/work/expansion-novel.jsonl | A8/work/expansion-pool.jsonl,A8/work/expansion-triage.jsonl
180,arxiv:1707.04991,12,MEDIUM,A6,Tracking as Online Decision-Making: Learning a Policy from Streaming Videos with Reinforcement Learning,arxiv:1707.04991,"We formulate tracking as an online decision-making process, where a tracking agent must follow an object despite ambiguous image frames and a limited computational budget. Crucially, the agent must decide where to look in the upcoming frames, when to reinitialize because it believes the target has been lost, and when to update its appearance model for the tracked object. Such decisions are typically made heuristically. Instead, we propose to learn an optimal decision-making policy by formulating tracking as a partially observable decision-making process (POMDP). We learn policies with deep reinforcement learning algorithms that need supervision (a reward signal) only when the track has gone awry. We demonstrate that sparse rewards allow us to quickly train on massive datasets, several orders of magnitude more than past work. Interestingly, by treating the data source of Internet videos as unlimited streams, we both learn and evaluate our trackers in a single, unified computational stream.",medium,A6,1,A6=medium,"A6=Uses value or reward inference, offline reinforcement learning, or advantage signals to extract task-relevant behavior from heterogeneous trajectories.",A6=Connects trajectory outcomes to policy improvement rather than copying actions independently of consequences.,A6=false,expansion_round_1,,,arxiv:1707.04991,arxiv:1707.04991,5324754570666059575,,,related-papers,,A6,false,false,false,false,A6/expansion/canonical-pool.jsonl,A6/expansion/triage.jsonl
193,arxiv:1709.10089,12,HIGH,A6,Overcoming Exploration in Reinforcement Learning with Demonstrations,arxiv:1709.10089,"Exploration in environments with sparse rewards has been a persistent problem in reinforcement learning (RL). Many tasks are natural to specify with a sparse reward, and manually shaping a reward function can result in suboptimal performance. However, finding a non-zero reward is exponentially more difficult with increasing task horizon or action dimensionality. This puts many real-world tasks out of practical reach of RL methods. In this work, we use demonstrations to overcome the exploration problem and successfully learn to perform long-horizon, multi-step robotics tasks with continuous control such as stacking blocks with a robot arm. Our method, which builds on top of Deep Deterministic Policy Gradients and Hindsight Experience Replay, provides an order of magnitude of speedup over RL on simulated robotics tasks. It is simple to implement and makes only the additional assumption that we can collect a small set of demonstrations. Furthermore, our method is able to solve tasks not solvable by either RL or behavior cloning alone, and often ends up outperforming the demonstrator policy.",high,A6,1,A6=high,"A6=Estimates demonstration quality or latent expertise to filter, weight, or optimize learning from mixed-quality experience.",A6=Shows how heterogeneous demonstrations can contribute without treating every transition as equally trustworthy.,A6=true,expansion_round_1,,,arxiv:1709.10089,arxiv:1709.10089,2756714247412412908,,3 | 49 | 50,related-papers,foundational | general,A6,false,false,false,false,A5/canonical-pool.jsonl | A5/expansion/raw/round1-references.json | A5/expansion/raw/round2-references.json | A5/expansion/raw/round3-references.json | A5/paper-registry.json | A6/expansion/canonical-pool.jsonl,A6/expansion/triage.jsonl
206,arxiv:1711.10306,12,MEDIUM,A3,Robust machine learning by median-of-means : theory and practice,arxiv:1711.10306,"We introduce new estimators for robust machine learning based on median-of-means (MOM) estimators of the mean of real valued random variables. These estimators achieve optimal rates of convergence under minimal assumptions on the dataset. The dataset may also have been corrupted by outliers on which no assumption is granted. We also analyze these new estimators with standard tools from robust statistics. In particular, we revisit the concept of breakdown point. We modify the original definition by studying the number of outliers that a dataset can contain without deteriorating the estimation p",medium,A3,1,A3=medium,"A3=The paper develops or evaluates Robust machine learning by median-of-means : theory and practice, providing an adjacent mechanism for robust learning, attribution, evaluation, or data selection.","A3=It may transfer to robot experience curation or training intelligence, but its direct relevance requires verification.",A3=false,expansion_round_1,,2017,arxiv:1711.10306,,,,,firecrawl research related-papers,,A3,false,false,false,false,A3/expansion-registry.json | A3/paper-registry.json,A3/expansion-triage.jsonl
219,arxiv:1802.09419,12,MEDIUM,A4,Stochastic Hyperparameter Optimization through Hypernetworks,arxiv:1802.09419,Machine learning models are often tuned by nesting optimization of model weights inside the optimization of hyperparameters. We give a method to collapse this nested optimization into joint stochastic optimization of weights and hyperparameters. Our process trains a neural network to output approximately optimal weights as a function of hyperparameters. We show that our technique converges to locally optimal weights and hyperparameters for sufficiently large hypernetworks. We compare this method to standard hyperparameter optimization strategies and demonstrate its effectiveness for tuning thousands of hyperparameters.,medium,A4,1,A4=medium,A4=Provides adjacent evidence about how data composition affects learning outcomes.,A4=It extends the A4 mechanism space with adjacent data-centric evidence.,A4=true,expansion_round_1,,,arxiv:1802.09419 | paper:2322123249435216311,,,,,,,A4,false,false,false,false,A4/expansion/round3/registry.jsonl,A4/expansion/all-new-expansion-triage.jsonl
232,arxiv:1805.11592,12,HIGH,A3 | A4,Playing hard exploration games by watching YouTube,arxiv:1805.11592,"Deep reinforcement learning methods traditionally struggle with tasks where environment rewards are particularly sparse. One successful method of guiding exploration in these domains is to imitate trajectories provided by a human demonstrator. However, these demonstrations are typically collected under artificial conditions, i.e. with access to the agent's exact environment setup and the demonstrator's action and reward trajectories. Here we propose a two-stage method that overcomes these limitations by relying on noisy, unaligned footage without access to such data. First, we learn to map unaligned videos from multiple sources to a common representation using self-supervised objectives constructed over both time and modality (i.e. vision and sound). Second, we embed a single YouTube video in this representation to construct a reward function that encourages an agent to imitate human gameplay. This method of one-shot imitation allows our agent to convincingly exceed human-level performance on the infamously hard exploration games Montezuma's Revenge, Pitfall! and Private Eye for the first time, even if the agent is not presented with any environment rewards.",high,A3 | A4,2,A3=high | A4=high,"A3=The paper develops or evaluates Playing hard exploration games by watching YouTube, with a mechanism for selecting, weighting, repairing, auditing, or robustifying experience. | A4=Connects trajectory or dataset composition to downstream policy or model behavior.",A3=Its related-paper mechanism is plausibly transferable to the Program A data-to-policy loop and merits targeted review. | A4=It directly informs curation of robot experience or a transferable policy-data loop.,A3=true | A4=true,expansion_round_1,,2018,arxiv:1805.11592 | paper:6516119583143534915,,,,,firecrawl research related-papers | related-paper-expansion,,A3,false,false,false,false,A3/expansion-registry.json | A3/paper-registry.json | A4/expansion/expansion-registry.jsonl,A3/expansion-triage.jsonl | A4/expansion/expansion-triage.jsonl
245,arxiv:1807.11293,12,MEDIUM,A1,Improving Spatiotemporal Self-Supervision by Deep Reinforcement Learning,arxiv:1807.11293,"Self-supervised learning of convolutional neural networks can harness large amounts of cheap unlabeled data to train powerful feature representations. As surrogate task, we jointly address ordering of visual data in the spatial and temporal domain. The permutations of training samples, which are at the core of self-supervision by ordering, have so far been sampled randomly from a fixed preselected set. Based on deep reinforcement learning we propose a sampling policy that adapts to the state of the network, which is being trained. Therefore, new permutations are sampled according to their expected utility for updating the convolutional feature representation. Experimental evaluation on unsupervised and transfer learning tasks demonstrates competitive performance on standard benchmarks for image and video classification and nearest neighbor retrieval.",medium,A1,1,A1=medium,"A1=The paper develops or evaluates a temporal correspondence, synchronization, delay, or sequence-representation mechanism for Improving Spatiotemporal Self-Supervision by Deep Reinforcement Learning.","A1=Its adjacent-domain method may provide a transferable alignment idea, but the robot transfer path requires verification.",A1=true,expansion_round_1,,,arxiv:1807.11293,arxiv:1807.11293,4817631662377051471,,,related-references,,A1,false,false,false,false,A1/expansion-registry.json | A1/paper-registry-complete.json,A1/expansion-triage.jsonl
258,arxiv:1810.06284,12,HIGH,A8,CURIOUS: Intrinsically Motivated Modular Multi-Goal Reinforcement Learning,arxiv:1810.06284,"In open-ended environments, autonomous learning agents must set their own goals and build their own curriculum through an intrinsically motivated exploration. They may consider a large diversity of goals, aiming to discover what is controllable in their environments, and what is not. Because some goals might prove easy and some impossible, agents must actively select which goal to practice at any moment, to maximize their overall mastery on the set of learnable goals. This paper proposes CURIOUS, an algorithm that leverages 1) a modular Universal Value Function Approximator with hindsight learning to achieve a diversity of goals of different kinds within a unique policy and 2) an automated curriculum learning mechanism that biases the attention of the agent towards goals maximizing the absolute learning progress. Agents focus sequentially on goals of increasing complexity, and focus back on goals that are being forgotten. Experiments conducted in a new modular-goal robotic environment show the resulting developmental self-organization of a learning curriculum, and demonstrate properties of robustness to distracting goals, forgetting and changes in body properties.",high,A8,1,A8=high,A8=A modular agent chooses goals according to learning progress so exploration focuses on improving rather than saturated competencies.,A8=It provides a curriculum rule for deciding which fleet capability to collect next.,A8=true,expansion_round_3,,,arxiv:1810.06284 | paperid:1300154697251056879,,paper:1300154697251056879,,25 | 59,,general,A8,false,false,false,false,A5/canonical-pool.jsonl | A5/paper-registry.json | A8/work/expansion-round3-novel.jsonl,A8/work/expansion-round3-triage.jsonl
271,arxiv:1812.00568,12,HIGH,A7,Visual Foresight: Model-Based Deep Reinforcement Learning for Vision-Based Robotic Control,arxiv:1812.00568,"Deep reinforcement learning (RL) algorithms can learn complex robotic skills from raw sensory inputs, but have yet to achieve the kind of broad generalization and applicability demonstrated by deep learning methods in supervised domains. We present a deep RL method that is practical for real-world robotics tasks, such as robotic manipulation, and generalizes effectively to never-before-seen tasks and objects. In these settings, ground truth reward signals are typically unavailable, and we therefore propose a self-supervised model-based approach, where a predictive model learns to directly predict the future from raw sensory readings, such as camera images. At test time, we explore three distinct goal specification methods: designated pixels, where a user specifies desired object manipulation tasks by selecting particular pixels in an image and corresponding goal positions, goal images, where the desired goal state is specified with an image, and image classifiers, which define spaces of goal states. Our deep predictive models are trained using data collected autonomously and continuously by a robot interacting with hundreds of objects, without human supervision. We demonstrate that visual MPC can generalize to never-before-seen objects---both rigid and deformable---and solve a range of user-defined object manipulation tasks using the same model.",high,A7,1,A7=high,"A7=Deep reinforcement learning (RL) algorithms can learn complex robotic skills from raw sensory inputs, but have yet to achieve the kind of broad generalization and applicability demonstrated by deep learning methods in supervised domains.",A7=It provides a route to reuse heterogeneous experience across embodiments or data sources.,A7=true,expansion_round_1,,,arxiv:1812.00568,,,,,references,,A7,false,false,false,false,A7/work/expansion-registry.json | A7/work/expansion-registry.jsonl,A7/work/expansion-triage.jsonl
284,arxiv:1902.10275,12,MEDIUM,A3,Towards Efficient Data Valuation Based on the Shapley Value,arxiv:1902.10275,"""How much is my data worth?"" is an increasingly common question posed by organizations and individuals alike. An answer to this question could allow, for instance, fairly distributing profits among multiple data contributors and determining prospective compensation when data breaches happen. In this paper, we study the problem of data valuation by utilizing the Shapley value, a popular notion of value which originated in cooperative game theory. The Shapley value defines a unique payoff scheme that satisfies many desiderata for the notion of data value. However, the Shapley value often require (poolSize=10)",medium,A3,1,A3=medium,"A3=The paper develops or evaluates Towards Efficient Data Valuation Based on the Shapley Value, offering an adjacent mechanism for robot learning or data collection.","A3=The result may transfer to A3 quality estimation or harmful-data handling, but direct relevance is uncertain.",A3=false,expansion_round_3,,2019,arxiv:1902.10275,arxiv:1902.10275,5931078249156846270,,q22-datashapley,firecrawl research related-papers,,A3,false,false,false,false,A3/paper-registry.json | A3/round3-registry.json | A4/canonical-registry.jsonl | A4/expansion/round2/registry.jsonl | A4/expansion/round5/registry.jsonl | A4/raw/q22-datashapley.json,A3/round3-triage.jsonl
