pass2_index,paper_id,assigned_agent,first_pass_classification,source_lane,paper_name,id,abstract,triage_label,lanes,lane_count,triage_labels_by_lane,mechanisms_by_lane,why_it_matters_by_lane,follow_up_by_lane,corpus_stages,authors,year,source_ids,primary_id,source_paper_id,categories,queries,discovery_methods,designations,primary_readers,metadata_verified_any,body_inspected_any,evidence_read_any,triage_disagreement,source_registry_paths,source_triage_paths
130,arxiv:1701.07790,1,HIGH,A6,Game-Theoretic Modeling of Human Adaptation in Human-Robot Collaboration,arxiv:1701.07790,"In human-robot teams, humans often start with an inaccurate model of the robot capabilities. As they interact with the robot, they infer the robot's capabilities and partially adapt to the robot, i.e., they might change their actions based on the observed outcomes and the robot's actions, without replicating the robot's policy. We present a game-theoretic model of human partial adaptation to the robot, where the human responds to the robot's actions by maximizing a reward function that changes stochastically over time, capturing the evolution of their expectations of the robot's capabilities. The robot can then use this model to decide optimally between taking actions that reveal its capabilities to the human and taking the best action given the information that the human currently has. We prove that under certain observability assumptions, the optimal policy can be computed efficiently. We demonstrate through a human subject experiment that the proposed model significantly improves human-robot team performance, compared to policies that assume complete adaptation of the human to the robot.",high,A6,1,A6=high,"A6=Uses value or reward inference, offline reinforcement learning, or advantage signals to extract task-relevant behavior from heterogeneous trajectories.",A6=Connects trajectory outcomes to policy improvement rather than copying actions independently of consequences.,A6=true,expansion_round_1,,,arxiv:1701.07790,arxiv:1701.07790,5463029240131357275,,,related-papers,,A6,false,false,false,false,A6/expansion/canonical-pool.jsonl,A6/expansion/triage.jsonl
143,arxiv:1703.02018,1,MEDIUM,A1 | A5,Combining Self-Supervised Learning and Imitation for Vision-Based Rope Manipulation,arxiv:1703.02018,"Manipulation of deformable objects, such as ropes and cloth, is an important but challenging problem in robotics. We present a learning-based system where a robot takes as input a sequence of images of a human manipulating a rope from an initial to goal configuration, and outputs a sequence of actions that can reproduce the human demonstration, using only monocular images as input. To perform this task, the robot learns a pixel-level inverse dynamics model of rope manipulation directly from images in a self-supervised manner, using about 60K interactions with the rope collected autonomously by the robot. The human demonstration provides a high-level plan of what to do and the low-level inverse model is used to execute the plan. We show that by combining the high and low-level plans, the robot can successfully manipulate a rope into a variety of target shapes using only a sequence of human-provided images for direction.",medium,A1 | A5,2,A1=low | A5=medium,"A1=The abstract does not expose a clear temporal mechanism connected to the lane. | A5=To perform this task, the robot learns a pixel-level inverse dynamics model of rope manipulation directly from images in a self-supervised manner, using about 60K interactions with the rope collected autonomously by the robot.","A1=Its mechanism is a plausible transfer to multimodal robot experience, action-observation alignment, or temporally aware policy training. | A5=This curriculum neighbor tests whether the expansion adds a reusable mechanism for controlling robot experience in policy training.",A1=false | A5=true,expansion_round_1 | expansion_round_2,,,arxiv:1703.02018,arxiv:1703.02018,8163492183611804505,,,related-references,,A1,false,false,false,true,A1/expansion-registry.json | A1/expansion-round3-registry.json | A1/paper-registry-complete.json | A5/expansion/raw/round2-references.json | A5/expansion/raw/round3-references.json,A1/expansion-triage.jsonl | A5/expansion/round2-triage.jsonl
156,arxiv:1704.02971,1,MEDIUM,A1,A Dual-Stage Attention-Based Recurrent Neural Network for Time Series Prediction,arxiv:1704.02971,"The Nonlinear autoregressive exogenous (NARX) model, which predicts the current value of a time series based upon its previous values as well as the current and past values of multiple driving (exogenous) series, has been studied for decades. Despite the fact that various NARX models have been developed, few of them can capture the long-term temporal dependencies appropriately and select the relevant driving series to make predictions. In this paper, we propose a dual-stage attention-based recurrent neural network (DA-RNN) to address these two issues. In the first stage, we introduce an input attention mechanism to adaptively extract relevant driving series (a.k.a., input features) at each time step by referring to the previous encoder hidden state. In the second stage, we use a temporal attention mechanism to select relevant encoder hidden states across all time steps. With this dual-stage attention scheme, our model can not only make predictions effectively, but can also be easily interpreted. Thorough empirical studies based upon the SML 2010 dataset and the NASDAQ 100 Stock dataset demonstrate that the DA-RNN can outperform state-of-the-art methods for time series prediction.",medium,A1,1,A1=medium,"A1=The paper develops or evaluates a temporal correspondence, synchronization, delay, or sequence-representation mechanism for A Dual-Stage Attention-Based Recurrent Neural Network for Time Series Prediction.","A1=Its adjacent-domain method may provide a transferable alignment idea, but the robot transfer path requires verification.",A1=true,expansion_round_3,,,arxiv:1704.02971,arxiv:1704.02971,3331107086177280122,,,related-papers-round3,,A1,false,false,false,false,A1/expansion-round3-registry.json | A1/paper-registry-complete.json,A1/expansion-round3-triage.jsonl
169,arxiv:1706.04261,1,MEDIUM,A1 | A7,"The ""something something"" video database for learning and evaluating visual common sense",arxiv:1706.04261,"Neural networks trained on datasets such as ImageNet have led to major advances in visual object classification. One obstacle that prevents networks from reasoning more deeply about complex scenes and situations, and from integrating visual knowledge with natural language, like humans do, is their lack of common sense knowledge about the physical world. Videos, unlike still images, contain a wealth of detailed information about the physical world. However, most labelled video datasets represent high-level concepts rather than detailed physical aspects about actions and scenes. In this work, we describe our ongoing collection of the ""something-something"" database of video prediction tasks whose solutions require a common sense understanding of the depicted situation. The database currently contains more than 100,000 videos across 174 classes, which are defined as caption-templates. We also describe the challenges in crowd-sourcing this data at scale.",medium,A1 | A7,2,A1=low | A7=medium,A1=The abstract does not expose a clear temporal mechanism connected to the lane. | A7=Neural networks trained on datasets such as ImageNet have led to major advances in visual object classification.,"A1=Its mechanism is a plausible transfer to multimodal robot experience, action-observation alignment, or temporally aware policy training. | A7=It provides a route to reuse heterogeneous experience across embodiments or data sources.",A1=false | A7=false,expansion_round_1 | expansion_round_3,,,arxiv:1706.04261,arxiv:1706.04261,2938297950925450418,,,references | related-papers-round3,,A1,false,false,false,true,A1/expansion-round3-registry.json | A1/paper-registry-complete.json | A7/work/expansion-registry.json | A7/work/expansion-registry.jsonl,A1/expansion-round3-triage.jsonl | A7/work/expansion-triage.jsonl
182,arxiv:1707.06347,1,HIGH,A1 | A2 | A4 | A6 | A7 | A8,Proximal Policy Optimization Algorithms,arxiv:1707.06347,"We propose a new family of policy gradient methods for reinforcement learning, which alternate between sampling data through interaction with the environment, and optimizing a ""surrogate"" objective function using stochastic gradient ascent. Whereas standard policy gradient methods perform one gradient update per data sample, we propose a novel objective function that enables multiple epochs of minibatch updates. The new methods, which we call proximal policy optimization (PPO), have some of the benefits of trust region policy optimization (TRPO), but they are much simpler to implement, more general, and have better sample complexity (empirically). Our experiments test PPO on a collection of benchmark tasks, including simulated robotic locomotion and Atari game playing, and we show that PPO outperforms other online policy gradient methods, and overall strikes a favorable balance between sample complexity, simplicity, and wall-time.",high,A1 | A2 | A4 | A6 | A7 | A8,6,A1=low | A2=low | A4=medium | A6=medium | A7=high | A8=low,"A1=The abstract does not expose a clear temporal mechanism connected to the lane. | A2=Discovers reusable temporal structure in sequential experience for downstream decision making or policy learning. | A4=Connects trajectory or demonstration choice to downstream policy learning, behavior, or offline-RL utility. | A6=Provides a policy, data, or control mechanism with a plausible path to learning from robot experience. | A7=We propose a new family of policy gradient methods for reinforcement learning, which alternate between sampling data through interaction with the environment, and optimizing a ""surrogate"" objective function using stochastic gradient ascent. | A8=The abstract does not identify a mechanism specifically for representation similarity, uncertainty-guided collection, or fleet exploration.","A1=Its mechanism is a plausible transfer to multimodal robot experience, action-observation alignment, or temporally aware policy training. | A2=The mechanism can turn long robot experience into reusable training units, skill memories, or better-conditioned policy targets. | A4=It is directly or plausibly transferable to selecting robot experience for policy learning. | A6=Offers a reusable mechanism for converting sequential experience into better policy or data decisions. | A7=It informs how data quantity, composition, or offline experience should affect policy training. | A8=It is a general policy-optimization baseline and does not answer what the fleet should collect next.",A1=false | A2=false | A4=false | A6=false | A7=true | A8=false,expansion_round_1 | expansion_round_2,,2017,arxiv:1707.06347 | paper:3153751192064643184 | paperid:3153751192064643184,arxiv:1707.06347,3153751192064643184,,20,references | related-papers | related-references | related-similar | similar,general,A1,false,false,false,true,A1/expansion-registry.json | A1/paper-registry-complete.json | A2/expansion-pool.json | A2/expansion-pool.jsonl | A4/expansion/round4/registry.jsonl | A5/canonical-pool.jsonl | A5/expansion/raw/round3-similar.json | A5/paper-registry.json | A6/expansion/canonical-pool.jsonl | A7/work/expansion-read-manifest.json | A7/work/expansion-registry.json | A7/work/expansion-registry.jsonl | A8/work/expansion-round2-novel.jsonl,A1/expansion-triage.jsonl | A2/expansion-triage.jsonl | A4/expansion/all-new-expansion-triage.jsonl | A6/expansion/triage.jsonl | A7/work/expansion-triage.jsonl | A8/work/expansion-round2-triage.jsonl | A8/work/expansion-round3-triage.jsonl
195,arxiv:1710.01813,1,HIGH,A2,Neural Task Programming: Learning to Generalize Across Hierarchical Tasks,arxiv:1710.01813,"In this work, we propose a novel robot learning framework called Neural Task Programming (NTP), which bridges the idea of few-shot learning from demonstration and neural program induction. NTP takes as input a task specification (e.g., video demonstration of a task) and recursively decomposes it into finer sub-task specifications. These specifications are fed to a hierarchical neural program, where bottom-level programs are callable subroutines that interact with the environment. We validate our method in three robot manipulation tasks. NTP achieves strong generalization across sequential tasks that exhibit hierarchal and compositional structures. The experimental results show that NTP learns to generalize well to- wards unseen tasks with increasing lengths, variable topologies, and changing objectives.",high,A2,1,A2=high,A2=Discovers reusable temporal structure in sequential experience for downstream decision making or policy learning.,"A2=The mechanism can turn long robot experience into reusable training units, skill memories, or better-conditioned policy targets.",A2=true,expansion_round_1,,2017,arxiv:1710.01813,,,,,,,A2,false,false,false,false,A2/expansion-pool.json | A2/expansion-pool.jsonl,A2/expansion-triage.jsonl
208,arxiv:1712.00004,1,HIGH,A2,Learnings Options End-to-End for Continuous Action Tasks,arxiv:1712.00004,"We present new results on learning temporally extended actions for continuoustasks, using the options framework (Suttonet al.[1999b], Precup [2000]). In orderto achieve this goal we work with the option-critic architecture (Baconet al.[2017])using a deliberation cost and train it with proximal policy optimization (Schulmanet al.[2017]) instead of vanilla policy gradient. Results on Mujoco domains arepromising, but lead to interesting questions aboutwhena given option should beused, an issue directly connected to the use of initiation sets.",high,A2,1,A2=high,A2=Discovers reusable temporal structure in sequential experience for downstream decision making or policy learning.,A2=The mechanism connects temporal structure to data selection or learning efficiency in the Program A loop.,A2=true,expansion_round_1,,2017,arxiv:1712.00004,arxiv:1712.00004,6530794043706519320,,2024 robot learning action chunking temporal abstraction trajectory,search-papers,true,A2,false,false,false,false,A2/canonical-pool.json | A2/canonical-pool.jsonl | A2/expansion-pool.json | A2/expansion-pool.jsonl | A2/raw/q38-2024-action-chunking.json,A2/expansion-triage.jsonl
221,arxiv:1802.10567,1,MEDIUM,A2 | A5,Learning by Playing - Solving Sparse Reward Tasks from Scratch,arxiv:1802.10567,"We propose Scheduled Auxiliary Control (SAC-X), a new learning paradigm in the context of Reinforcement Learning (RL). SAC-X enables learning of complex behaviors - from scratch - in the presence of multiple sparse reward signals. To this end, the agent is equipped with a set of general auxiliary tasks, that it attempts to learn simultaneously via off-policy RL. The key idea behind our method is that active (learned) scheduling and execution of auxiliary policies allows the agent to efficiently explore its environment - enabling it to excel at sparse reward RL. Our experiments in several challenging robotic manipulation settings demonstrate the power of our approach.",medium,A2 | A5,2,A2=low | A5=medium,"A2=Discovers reusable temporal structure in sequential experience for downstream decision making or policy learning. | A5=To this end, the agent is equipped with a set of general auxiliary tasks, that it attempts to learn simultaneously via off-policy RL.","A2=The mechanism can turn long robot experience into reusable training units, skill memories, or better-conditioned policy targets. | A5=The expansion tests whether this adaptive mixture mechanism adds a reusable way to control which robot experience influences policy training.",A2=false | A5=true,expansion_round_1,,2018,arxiv:1802.10567,arxiv:1802.10567,301213087444764419,,,,,A2 | A5,false,false,false,true,A2/expansion-pool.json | A2/expansion-pool.jsonl | A5/expansion/raw/round1-references.json,A2/expansion-triage.jsonl | A5/expansion/round1-triage.jsonl
234,arxiv:1806.00685,1,HIGH,A1,Hierarchical Attention-Based Recurrent Highway Networks for Time Series Prediction,arxiv:1806.00685,"Time series prediction has been studied in a variety of domains. However, it is still challenging to predict future series given historical observations and past exogenous data. Existing methods either fail to consider the interactions among different components of exogenous variables which may affect the prediction accuracy, or cannot model the correlations between exogenous data and target data. Besides, the inherent temporal dynamics of exogenous data are also related to the target series prediction, and thus should be considered as well. To address these issues, we propose an end-to-end deep learning model, i.e., Hierarchical attention-based Recurrent Highway Network (HRHN), which incorporates spatio-temporal feature extraction of exogenous variables and temporal dynamics modeling of target variables into a single framework. Moreover, by introducing the hierarchical attention mechanism, HRHN can adaptively select the relevant exogenous features in different semantic levels. We carry out comprehensive empirical evaluations with various methods over several datasets, and show that HRHN outperforms the state of the arts in time series prediction, especially in capturing sudden changes and sudden oscillations of time series.",high,A1,1,A1=high,"A1=The paper develops or evaluates a temporal correspondence, synchronization, delay, or sequence-representation mechanism for Hierarchical Attention-Based Recurrent Highway Networks for Time Series Prediction.","A1=Its mechanism is a plausible transfer to multimodal robot experience, action-observation alignment, or temporally aware policy training.",A1=true,expansion_round_3,,,arxiv:1806.00685,arxiv:1806.00685,8056686046808412773,,,related-papers-round3,,A1,false,false,false,false,A1/expansion-round3-registry.json | A1/paper-registry-complete.json,A1/expansion-round3-triage.jsonl
247,arxiv:1809.03371,1,MEDIUM,A1,Revisiting Inaccuracies of Time Series Averaging under Dynamic Time Warping,arxiv:1809.03371,"This article revisits an analysis on inaccuracies of time series averaging under dynamic time warping conducted by Niennattrakul2007. The authors presented a correctness-criterion and introduced drift-outs of averages from clusters. They claimed that averages are inaccurate if they are incorrect or drift-outs. Furthermore, they conjectured that such inaccuracies are caused by the lack of triangle inequality. We show that a rectified version of the correctness-criterion is unsatisfiable and that the concept of drift-out is geometrically and operationally inconclusive. Satisfying the triangle inequality is insufficient to achieve correctness and unnecessary to overcome the drift-out phenomenon. We place the concept of drift-out on a principled basis and show that sample means as global minimizers of a Fr'echet function never drift out. The adjusted drift-out is a way to test to which extent an approximation is coherent. Empirical results show that solutions obtained by the state-of-the-art methods SSG and DBA are incoherent approximations of a sample mean in over a third of all trials.",medium,A1,1,A1=medium,"A1=The paper develops or evaluates a temporal correspondence, synchronization, delay, or sequence-representation mechanism for Revisiting Inaccuracies of Time Series Averaging under Dynamic Time Warping.","A1=Its adjacent-domain method may provide a transferable alignment idea, but the robot transfer path requires verification.",A1=true,expansion_round_1,,,arxiv:1809.03371,arxiv:1809.03371,5188212938104490743,,,related-similar,,A1,false,false,false,false,A1/expansion-registry.json | A1/paper-registry-complete.json,A1/expansion-triage.jsonl
