paper_id,assigned_agent
3754029868543148807,6
6317852705806309896,7
8317501400001215637,8
paper:874415918567867362,9
paper:524159261732825661,10
8615762236463595756,11
7246975992757940847,12
6965062130684720429,13
8575105773474933745,1
1817892138556598275,2
8679237001429107828,3
9134413841358268803,4
5807790514024252067,5
5177676237332111676,6
8662710671087675907,7
2096410802607545062,8
paper:5915492604484547397,9
2331445376423083715,10
8289749313926202526,11
3444443548778834306,12
5227204761196325432,13
3996273862723610597,1
paper:6436735899685906844,2
3503479315662143829,3
6425993496031475105,4
3514389708970807431,5
3777018952344177141,6
4674434870743797902,7
4679223243883710682,8
8312796911645753503,9
7656074009449177557,10
7268720356905580176,11
paper:3440683724945289527,12
paper:5811127328061065808,13
paper:1816269465177196816,1
6275153092680854812,2
2634927809235544032,3
793969311121114695,4
5217643239832290608,5
1299676452306781208,6
8075945866475497529,7
6797971406713059383,8
4784381720716007303,9
5830356925107734507,10
3641059208281951642,11
8311402514032271300,12
2382637345118038436,13
203805559968563950,1
5061606298511085759,2
936854425268785734,3
2585869578307353095,4
7693866388030252506,5
4674620177655589222,6
4220452015204281758,7
7943697311280558315,8
6723164879230120458,9
6078945623267100079,10
8569732819535490512,11
6083565504992840121,12
2747862654286934742,13
1110293417295773191,1
7396769879563976758,2
7980041228355039000,3
7051202469476431001,4
4571804848027351162,5
3442545716351065472,6
7242869157727785391,7
1192808445387884683,8
45348270242775044,9
1176133269459721137,10
paper:6091467233396296217,11
99986376223958472,12
6837192198047712100,13
8396331056550408364,1
564902359379766036,2
paper:2938985251634738342,3
8895309186572748132,4
paper:5522724752364068744,5
5937389788364227779,6
3466560661032093238,7
4093597848784466370,8
172679972049406321,9
8600157523503653022,10
2297310650483153241,11
4416191526187061572,12
5141848083670594848,13
2668825070745281842,1
7700782316976487985,2
5821792991109075354,3
6118794094467487120,4
3186562648206839816,5
3488601914299621144,6
1205672755311335077,7
878420532725806173,8
7577510759104846305,9
4357661716218283932,10
6210961159827643693,11
5274517079018214007,12
8852749207956125600,13
3876700955211388645,1
8834689156574630674,2
5489173707066020075,3
268417157038989710,4
8965492967417941169,5
paper:6489845998008852691,6
2748529845950540173,7
7092146864060192240,8
4152575440356959648,9
1513578170617230124,10
6565287643639005532,11
paper:1376354825486305755,12
6276054578985458211,13
232519151072143782,1
5006607396447279585,2
8526441971270990701,3
8527423835154793899,4
4094141274326574307,5
paper:4937617365185896349,6
377306367123481615,7
4812405321161127329,8
7952387356626653331,9
91019993632972099,10
7821267339966800197,11
2228674012315722523,12
2483295794883128598,13
6586255554588626848,1
9087744138860461314,2
8781694099207993783,3
8148875679315622563,4
2230560277352754166,5
4837107867345514167,6
1708557481258577317,7
4270563412972427018,8
6961083835529188407,9
8740987514523516970,10
5531762933309402344,11
9104233621316623647,12
1128999622035738234,13
3105134021843818568,1
4411844218003874449,2
6216357204185184319,3
8144062941909719832,4
1248992574588439202,5
601835423555406706,6
6081934533047666232,7
4618870037491131402,8
563613727207016903,9
8696560765610843315,10
8699541541634355661,11
paper:2393891795597193176,12
8441656484005782221,13
2650464892201514573,1
8510782636832143081,2
9111806958083590388,3
7804101703900192777,4
7361997795189334446,5
3535929289043163037,6
6401634938424533291,7
7515828305967896364,8
8175711259934544034,9
7951317326494654779,10
4988722855680083440,11
4575203204353436306,12
1714079230872807634,13
paper:377979050967255143,1
2195870894637987311,2
2783487217340589655,3
6634841584132611042,4
paper:8452879662849895273,5
5696450268229998125,6
1285586786218646123,7
1936540550903134302,8
2861965507331637886,9
paper:4608955304534807959,10
7951734455113467659,11
3991226472929008973,12
4445410461297643621,13
2721773115702940467,1
5132708402897817870,2
6617474704887238992,3
4034591154307734088,4
7662550715697266893,5
8205237562466468679,6
7550459696339819542,7
2805115590992182907,8
6802497388817339780,9
8678975684725404177,10
853036758247221417,11
310153991478210003,12
5774175925702694687,13
6412596575216586142,1
6893404176074706199,2
8689071590001665744,3
6041479437865913858,4
6045298041749933761,5
5263560367586976246,6
6785612181231565769,7
2730221948405730068,8
3382164174043790711,9
259391721561967316,10
5939178621969844352,11
9144884645791103019,12
7640897835176775036,13
8860747422089733836,1
263561550987285071,2
8927379962064983548,3
662263273990309953,4
9012743947472818256,5
6294292349448832259,6
1864847084202312157,7
6238386950667538428,8
9218195402512325218,9
8229256200606714368,10
6499593389272194854,11
2017765153115571110,12
7490515010643091687,13
1791007196094639901,1
7899453866567933124,2
7753522501923843245,3
136342900802933551,4
115772545139737857,5
paper:2441654152857921599,6
8197654955444307291,7
3263596525152718841,8
7153633365338612044,9
3497703326437411280,10
8907449749865847396,11
8747301481994907122,12
151255766521441384,13
1962217789353986828,1
393447688706701385,2
5283274890576042047,3
3445247690461855561,4
2451519550743043878,5
3637747461730837151,6
3628189407148691178,7
5577299062231098728,8
4886363718288638851,9
890527196104452219,10
2097186268885686044,11
8386212244020225230,12
7500726365091736585,13
3159983037217565212,1
4575419425187317044,2
2340210583996221739,3
8293725161428362144,4
7502581569240603993,5
3066508447900552558,6
4064768326119906230,7
3270426112587894525,8
3716470670973504180,9
4506601892834450895,10
9177697807284802082,11
3923853301097914783,12
3182869995135584847,13
474794768719116827,1
8895124055942280057,2
6419517550586514846,3
3844729635549653255,4
7619412427832319174,5
paper:4523262488328352977,6
2198198917261368994,7
2853103009348341856,8
5566195296376458074,9
7446765129651256717,10
4991365383903781939,11
8515808022907311701,12
3167665712883986549,13
paper:208829345831533423,1
7131280287893412190,2
7068350801447590111,3
2372249564863941971,4
5094183389523149378,5
7564030652971480721,6
921083727270268951,7
7501651985129205653,8
2558149849464805174,9
8005520742872881824,10
5491073106416328512,11
2191557420340195570,12
8272105184171087616,13
3706060634869371683,1
8838325920596574646,2
4070106857344761341,3
6401906036644841335,4
2199713408088641328,5
1044046460730200155,6
paper:2883908745751492350,7
9118022028318900073,8
paper:3191248673191181099,9
8703673973268192161,10
15855220806060801,11
8712523804497733235,12
1953367332532727378,13
3794225775088989514,1
7768505188083071770,2
4787030709133370204,3
514293747258716012,4
3742414908498763526,5
5675170532922735442,6
5135784176408680633,7
6417596044333380854,8
paper:1949942817381172902,9
7768779951787493899,10
4602234803954384178,11
5249385357917647408,12
2159917747424053347,13
3329814612201245462,1
7091995957273612236,2
6843881366901417562,3
paper:1843100135047435983,4
6250509982460973654,5
7556241613272110970,6
1458446883062157143,7
1446593011478687577,8
8830959282870358334,9
9029389067145514010,10
9031226351075876141,11
7747467360638555274,12
7690300414635051696,13
5761365593118356105,1
6415149500733291723,2
5940446443785024773,3
4750432914262057927,4
8841935517944597632,5
2742337588664756215,6
8872547048161914968,7
2562121241489670564,8
8188321816755114179,9
paper:8716837265081130831,10
7544990966187499063,11
5725436716286451298,12
5730221790891479445,13
5072644568159972777,1
6390761097948818872,2
5040276007414220243,3
6860162365178148715,4
129553613122336512,5
7626502141917090167,6
3322290286972497241,7
7799459892361337103,8
paper:3032223792504955207,9
1378957465983574935,10
7197996388790055055,11
2775159188427758488,12
7760238320497540606,13
4110931739643358331,1
5976533629805243516,2
6836670341910716800,3
7485814310455548123,4
8483206557757142116,5
6154343074503817817,6
paper:7144276234921142186,7
1042685990571360887,8
2164268087201720550,9
2794270657814811074,10
3325589860792198101,11
1651987172922293113,12
8889269536884780073,13
314904029621309213,1
4598003197670268429,2
2235791488810644820,3
1283543166216154635,4
4926759496811650546,5
8112548184577362104,6
5928007629758993501,7
967986658667265628,8
1450766783386017769,9
paper:3193814831402808307,10
7958127329840344829,11
1857510153281341040,12
578543934030445797,13
1711437796549922138,1
5822096696569915980,2
2702300622065092087,3
59477051859945183,4
3179306111713615406,5
3177472126318137908,6
paper:1285248416512278636,7
4799217209381182002,8
8074822915594969163,9
5013277687681955129,10
4418501308535769853,11
3877591065627390523,12
7223458891594377732,13
488068363468422015,1
2961084991260549324,2
2763536345297066997,3
2597648626728000653,4
4165841275633391396,5
6029622374539337615,6
7306647063185178752,7
1851227707938113907,8
4751591944980218663,9
323961973431496472,10
2317788909649992327,11
5888420114703595077,12
2318330897359775204,13
paper:2316498011475925917,1
9015489180174796944,2
7768404463793610992,3
3670239674297794788,4
7320520422454382784,5
paper:401178272240727394,6
2334916860060130719,7
5534031768320023117,8
4802289584362832861,9
2158473155157600649,10
1129577662761466954,11
7471370614496204862,12
8117542603110549527,13
7952613658681093950,1
6080234596721161276,2
5484583006319109269,3
9069292778363288874,4
3144803164238146682,5
8120375891789958659,6
6312307086210867170,7
7191295012736576310,8
421067556982099514,9
425846034517358395,10
3704016759340838714,11
5695011353605630708,12
5692064662442592903,13
6460543488756214940,1
8446644156764785898,2
4042090735264414775,3
1959673439136639858,4
paper:2243346262540527032,5
1591404036902466389,6
5701131072801358229,7
5704926586941185701,8
7011629086519844105,9
911032800681776325,10
paper:2053643302056779038,11
paper:1393105094511067822,12
3224530826810800039,13
7091526379634452796,1
paper:5292328926121544550,2
4113840477483214706,3
4115822896948500689,4
6239140313018226750,5
7517288702547910304,6
4708546600465757063,7
4055753352827650331,8
148249198443564677,9
6894040007058686768,10
2809568808606042733,11
7915594193979938271,12
6017560110960776984,13
6704671353461075903,1
5029735813845982863,2
5678736845879146756,3
paper:3247876103665445381,4
310859582799769930,5
4766139000239976698,6
4114198973625172477,7
3756507520974676869,8
4947395162241882235,9
3302047507518431315,10
2310639658847470250,11
4804391404600006319,12
3464492412019741723,13
6954460070857515750,1
8607532894279263356,2
4197177455214316091,3
8992056403892413298,4
7819353585440594386,5
1027832950776348839,6
paper:7874976853840465645,7
9066827667293794622,8
8403475809492059132,9
7727887448853140793,10
2618410873801015115,11
7443447264133815130,12
3165552967462035978,13
8275379364533900043,1
paper:3033882166999374279,2
2395434247571698089,3
649234180091566534,4
1829574206311425252,5
5754310686930505204,6
4297249878943257335,7
901122192558029385,8
3501156030807321372,9
2641200895421430767,10
793592550980905877,11
5789255500855350391,12
7906148459535831684,13
9193689769973441491,1
1269277471812976025,2
813449355947414537,3
3747531280277962504,4
paper:5588495275950532896,5
5589496931043643892,6
8707340272897143499,7
9102213496411494579,8
2391807197990807650,9
8496228684782664599,10
1800283210962300312,11
paper:7913371153702371293,12
paper:8905887077880728096,13
1493824108579909774,1
7624062787295663653,2
7026582709056275203,3
8569023696122445190,4
9102339612216284943,5
6786177724011591666,6
7229651332889906963,7
93876876639071929,8
7027584146272465659,9
5336364734150426579,10
5990148641765362197,11
548088352798411852,12
2526571604248250802,13
paper:8410854322951799151,1
7761882977732596955,2
1625956046822943882,3
3434422876818543608,4
2925944073748712909,5
4234497457583451490,6
5576374471582489225,7
paper:6427452585837748321,8
7753146987695993383,9
7104990380593106313,10
5946644984979628264,11
8895478840153220158,12
383161011009935380,13
6144930733231488299,1
1717422807473497529,2
7826101640011028045,3
3561543537752091502,4
2568641441340247093,5
paper:3110698694674840840,6
2464513511920957643,7
133845730086117543,8
129058456457832974,9
1124611220805808414,10
7830425947721099862,11
5303797641075512772,12
3962880500727714015,13
6719194446626649008,1
6723986118301446421,2
5565637424153083739,3
7709841735999867532,4
4728202597294487877,5
paper:4875285405212043463,6
5526233672338390587,7
paper:7360457661731352124,8
7207923511884259225,9
7461971067001145105,10
1380501885443651381,11
4528112332584191501,12
4458421285252954194,13
3927084490089515791,1
3930903093973535694,2
3278963067358731473,3
2624189599278595180,4
5599220673099751300,5
4273333867653501783,6
8130442750273990293,7
2027888234226457172,8
5259393553901753654,9
5377938612166049515,10
5377945209235818781,11
5372156280514423216,12
4725001328504647142,13
4667870666384874527,1
5062952786161653227,2
5066739504208455011,3
3725856448721130795,4
2286403950000528416,5
4779211215264620461,6
8985611711543224540,7
8986462733543270629,8
1127395604226589344,9
9170316564187057123,10
3597251663767946375,11
2959649268782175219,12
4956296452326464614,13
4950676848395813543,1
2462544706573928545,2
796185357657178280,3
132691662855403571,4
9131678562363315812,5
6006086962067327088,6
8007133281895495179,7
3707839407077832969,8
3712635476799143226,9
3051124201462654500,10
paper:3050276477997493044,11
1377215500411763354,12
7623587238119635591,13
8421602920000743347,1
874298919737928684,2
3626768946003044836,3
6750532058461697117,4
6772537711166709981,5
5753313995526266547,6
6920404906628831865,7
7562786878661490113,8
671065587036985814,9
paper:4686205739969386764,10
6332740856304183869,11
1976114020174090690,12
5094079407818321718,13
636052299872850866,1
2459006564934391472,2
8751131218435579596,3
paper:4585500459150518967,4
4584501003080664393,5
7713895814097878066,6
6578325740275903826,7
4056814804399050150,8
paper:6514265074241762393,9
paper:4105512212332147420,10
1607796727160667596,11
3454566144229056718,12
1524604266271238693,13
8801856114863787030,1
paper:4043137942536385196,2
1517847985194127213,3
8895586400492266637,4
324986720554661552,5
3198982608089935996,6
6320764400594930505,7
6253280644912656904,8
6255257566819801832,9
6788545995122936310,10
7439499759807424489,11
3664798275827078983,12
262625738849836935,13
5660911133442244532,1
6849930704453497859,2
7496112588672496423,3
1438314613006388708,4
5203430554613882966,5
98380436054021360,6
3217357374396017283,7
6726469729700416742,8
2938501511434376375,9
6332737172220169799,10
5154243226023698900,11
3183297137730665025,12
9114711811322698175,13
6842159854026318521,1
88638379154758689,2
8653443632812827154,3
3236210343388311424,4
paper:8062588993766793075,5
paper:5136772124119058400,6
3071927567162765600,7
3473245935738698677,8
paper:865580360297157854,9
2141593291315246026,10
paper:8242319319525442704,11
210817887333303671,12
7444154104062898252,13
145638763374542861,1
95093076394801350,2
6514500389191054587,3
6345351641851707702,4
paper:775111386804903338,5
8858972700162953582,6
3421880886366022081,7
paper:8214799405811397525,8
4749382885340667577,9
8931423357914058346,10
1353556194998635161,11
5361251992373033339,12
2575268719407960742,13
2044953370546941133,1
1609432237952857484,2
6097087912720214263,3
4110873995013937572,4
6657053851872486137,5
2416285920637702931,6
2422072650335842074,7
3559891480036047374,8
8133382124311375445,9
2680903962669207350,10
1603180777143809516,11
9140625419916350917,12
5317367265491319149,13
5965507379919783054,1
1506467839641839636,2
3378991819259775622,3
3348612275049078337,4
1391943372227876007,5
7449242363637890492,6
8294734947876040588,7
2875644376381866859,8
952767900657476003,9
3444725243433150170,10
paper:8249944997338860242,11
388580932880063643,12
15514361412951706,13
3921747553788550555,1
3918778872392948530,2
paper:9066399753394176765,3
2367642828341044626,4
4264930226721549444,5
paper:8034704799096827584,6
2923051013699255287,7
5787963904249942165,8
4694497721726926418,9
2223674091952932932,10
paper:2175269809517540344,11
2169497373470567944,12
4923985030555422916,13
6239267019367308728,1
4382906780244847843,2
6384337938882537174,3
1947274157565656853,4
1954043850659227405,5
3791063898122161840,6
5634005802632942786,7
8608037420384244332,8
3188779940999503071,9
1203538209449296219,10
667270104634277606,11
4551758454130549467,12
7434120424009548270,13
5491793550863891849,1
3172532102657841963,2
2979027912599204902,3
338201055510510724,4
337202698952284361,5
335244468742819020,6
4110924518072083091,7
4749055741428837038,8
2922426078850415078,9
7000577312834237760,10
paper:2519737537631186480,11
7288047849401208828,12
1186466401144453217,13
8318184824090572372,1
paper:3191642339254174440,2
7974977515349955058,3
695909273547980599,4
6171449691587333019,5
6401622440267043400,6
2185762845452832338,7
7000562644173252603,8
2474849675059827596,9
5998492958162904716,10
2684679195894004220,11
1516772447163495565,12
5268391883537348948,13
4006638545805040945,1
3477274274502234626,2
2330707948166606175,3
5884114426792157395,4
3301234174747537124,5
7406164041413490496,6
4939152418453747647,7
7127437920823978486,8
1575121977780858744,9
8859930875088945439,10
3154446290545260101,11
4928585230074013741,12
8708928308217574538,13
4138142164657463012,1
4829495359740640544,2
426729849443720012,3
7865425227327049431,4
paper:9041079134988418992,5
5731255064663698235,6
5089864852119497084,7
7410104781784943033,8
3607758249959625794,9
7066535919220542299,10
7728885022417538582,11
8521346178484047786,12
5227381937564549303,13
8869541691629588798,1
8183393621315413490,2
7529615211258618927,3
1381304480882885286,4
740560841751875654,5
4540879885082082729,6
275365207706791841,7
8186508136804464944,8
8881232397816983027,9
paper:3799408001921119939,10
1979391020150354898,11
1978409156266551700,12
678452160525643206,13
6914299372930361226,1
7492212721229651631,2
2854168262037277207,3
6719814675954694099,4
5471013497088986483,5
paper:4751966682714937130,6
1063476993833424104,7
2694473537651908628,8
8524262083671739302,9
5047228121893456402,10
3434029611882743811,11
5178064442175568684,12
3067399962883869378,13
paper:4262314953318008104,1
paper:7159082831649230452,2
paper:2950079168762564030,3
7686188609117160736,4
4812379650923128571,5
7124434953197182767,6
3799459563473477036,7
7509813927081745493,8
4943232043604725586,9
paper:28292882902421211,10
paper:4295266359966343141,11
6080059049997530992,12
7928890770130937146,13
6076069792843966956,1
2909626764759929792,2
55783823549365606,3
164291128922978147,4
885044094341911085,5
7863506033513347793,6
7510785182070914128,7
3860974450908273774,8
5727111817036418680,9
4916214018836402626,10
5975973966406579709,11
4764149497769270447,12
2362677526915156555,13
