"pass2_index","canonical_paper_id","assigned_agent","first_pass_classification","source_lane","paper_name","id","abstract","triage_label","lanes","lane_count","triage_labels_by_lane","mechanisms_by_lane","why_it_matters_by_lane","follow_up_by_lane","corpus_stages","authors","year","source_ids","primary_id","paper_id","categories","queries","discovery_methods","designations","primary_readers","metadata_verified_any","body_inspected_any","evidence_read_any","triage_disagreement","source_registry_paths","source_triage_paths"
"135","arxiv:1703.00727","6","HIGH","A6","Deep Predictive Policy Training using Reinforcement Learning","arxiv:1703.00727","Skilled robot task learning is best implemented by predictive action policies due to the inherent latency of sensorimotor processes. However, training such predictive policies is challenging as it involves finding a trajectory of motor activations for the full duration of the action. We propose a data-efficient deep predictive policy training (DPPT) framework with a deep neural network policy architecture which maps an image observation to a sequence of motor activations. The architecture consists of three sub-networks referred to as the perception, policy and behavior super-layers. The perception and behavior super-layers force an abstraction of visual and motor data trained with synthetic and simulated training samples, respectively. The policy super-layer is a small sub-network with fewer parameters that maps data in-between the abstracted manifolds. It is trained for each task using methods for policy search reinforcement learning. We demonstrate the suitability of the proposed architecture and learning framework by training predictive policies for skilled object grasping and ball throwing on a PR2 robot. The effectiveness of the method is illustrated by the fact that these tasks are trained using only about 180 real robot attempts with qualitative terminal rewards.","high","A6","1","A6=high","A6=Uses value or reward inference, offline reinforcement learning, or advantage signals to extract task-relevant behavior from heterogeneous trajectories.","A6=Connects trajectory outcomes to policy improvement rather than copying actions independently of consequences.","A6=true","expansion_round_1","","2017","arxiv:1703.00727","arxiv:1703.00727","6564899099774780468","","q12-action-labels","related-papers","foundational","A3","false","false","false","false","A3/paper-registry.json | A3/raw/q12-action-labels.txt | A6/expansion/canonical-pool.jsonl | A7/raw/q37-trajectory-composition.json | A7/work/paper-registry.json | A7/work/paper-registry.jsonl | A7/work/verified-paper-registry.json | A7/work/verified-paper-registry.jsonl","A6/expansion/triage.jsonl"
"148","arxiv:1703.06907","6","MEDIUM","A4","Domain Randomization for Transferring Deep Neural Networks from Simulation to the Real World","arxiv:1703.06907","Bridging the 'reality gap' that separates simulated robotics from experiments on hardware could accelerate robotic research through improved data availability. This paper explores domain randomization, a simple technique for training models on simulated images that transfer to real images by randomizing rendering in the simulator. With enough variability in the simulator, the real world may appear to the model as just another variation. We focus on the task of object localization, which is a stepping stone to general robotic manipulation skills. We find that it is possible to train a real-world object detector that is accurate to 1.5cm and robust to distractors and partial occlusions using only data from a simulator with non-realistic random textures. To demonstrate the capabilities of our detectors, we show they can be used to perform grasping in a cluttered environment. To our knowledge, this is the first successful transfer of a deep neural network trained only on simulated RGB images (without pre-training on real images) to the real world for the purpose of robotic control.","medium","A4","1","A4=medium","A4=Connects trajectory or demonstration choice to downstream policy learning, behavior, or offline-RL utility.","A4=It is directly or plausibly transferable to selecting robot experience for policy learning.","A4=true","expansion_round_1","","2017","arxiv:1703.06907 | paper:2993538073599152854","arxiv:1703.06907","2993538073599152854","","","search-papers","foundational","A4","false","false","false","false","A4/expansion/round3/registry.jsonl | A4/expansion/round4/registry.jsonl | A7/raw/q26-domain-randomization.json | A7/work/paper-registry.json | A7/work/paper-registry.jsonl | A7/work/verified-paper-registry.json | A7/work/verified-paper-registry.jsonl","A4/expansion/all-new-expansion-triage.jsonl"
"161","arxiv:1705.02233","6","MEDIUM","A5","S-OHEM: Stratified Online Hard Example Mining for Object Detection","arxiv:1705.02233","One of the major challenges in object detection is to propose detectors with highly accurate localization of objects. The online sampling of high-loss region proposals (hard examples) uses the multitask loss with equal weight settings across all loss types (e.g, classification and localization, rigid and non-rigid categories) and ignores the influence of different loss distributions throughout the training process, which we find essential to the training efficacy. In this paper, we present the Stratified Online Hard Example Mining (S-OHEM) algorithm for training higher efficiency and accuracy detectors. S-OHEM exploits OHEM with stratified sampling, a widely-adopted sampling technique, to choose the training examples according to this influence during hard example mining, and thus enhance the performance of object detectors. We show through systematic experiments that S-OHEM yields an average precision (AP) improvement of 0.5% on rigid categories of PASCAL VOC 2007 for both the IoU threshold of 0.6 and 0.7. For KITTI 2012, both results of the same metric are 1.6%. Regarding the mean average precision (mAP), a relative increase of 0.3% and 0.5% (1% and 0.5%) is observed for VOC07 (KITTI12) using the same set of IoU threshold. Also, S-OHEM is easy to integrate with existing region-based detectors and is capable of acting with post-recognition level regressors.","medium","A5","1","A5=medium","A5=The online sampling of high-loss region proposals (hard examples) uses the multitask loss with equal weight settings across all loss types (e.g, classification and localization, rigid and non-rigid categories) and ignores the influence of different loss distributions throughou.","A5=It offers a transferable way to focus updates on difficult, rare, or confusable examples while exposing the risk of amplifying noise.","A5=true","primary_assignment","Minne Li, Zhaoning Zhang, Hao Yu, Xinyuan Chen, Dongsheng Li","","arxiv:1705.02233 | paper:312174393799087290","","paper:312174393799087290","cs.CV","20 | 43","search-papers","foundational | general","A5","false","false","false","false","A5/assigned-papers.json | A5/canonical-pool.jsonl | A5/evidence-ledger.jsonl | A5/inspection-manifest.json | A5/paper-registry.json | A5/read-manifest.json","A5/assigned-abstracts.jsonl"
"174","arxiv:1706.08090","6","HIGH","A8","Count-Based Exploration in Feature Space for Reinforcement Learning","arxiv:1706.08090","We introduce a new count-based optimistic exploration algorithm for Reinforcement Learning (RL) that is feasible in environments with high-dimensional state-action spaces. The success of RL algorithms in these domains depends crucially on generalisation from limited training experience. Function approximation techniques enable RL agents to generalise in order to estimate the value of unvisited states, but at present few methods enable generalisation regarding uncertainty. This has prevented the combination of scalable RL algorithms with efficient exploration strategies that drive the agent to reduce its uncertainty. We present a new method for computing a generalised state visit-count, which allows the agent to estimate the uncertainty associated with any state. Our φ-pseudocount achieves generalisation by exploiting same feature representation of the state space that is used for value function approximation. States that have less frequently observed features are deemed more uncertain. The φ-Exploration-Bonus algorithm rewards the agent for exploring in feature space rather than in the untransformed state space. The method is simpler and less computationally expensive than some previous proposals, and achieves near state-of-the-art results on high-dimensional RL benchmarks.","high","A8","1","A8=high","A8=State visitation counts are computed in learned feature space to reward novel representations rather than exact raw states.","A8=It directly connects representation quality and novelty to selecting undercovered experience.","A8=true","expansion_round_2","","","arxiv:1706.08090 | paperid:8764729762301939572","","","","","","","A8","false","false","false","false","A8/work/expansion-round2-novel.jsonl","A8/work/expansion-round2-triage.jsonl"
"187","arxiv:1709.04571","6","MEDIUM","A2","When Waiting is not an Option : Learning Options with a Deliberation Cost","arxiv:1709.04571","Recent work has shown that temporally extended actions (options) can be learned fully end-to-end as opposed to being specified in advance. While the problem of ""how"" to learn options is increasingly well understood, the question of ""what"" good options should be has remained elusive. We formulate our answer to what ""good"" options should be in the bounded rationality framework (Simon, 1957) through the notion of deliberation cost. We then derive practical gradient-based learning algorithms to implement this objective. Our results in the Arcade Learning Environment (ALE) show increased performance and interpretability.","medium","A2","1","A2=medium","A2=Discovers reusable temporal structure in sequential experience for downstream decision making or policy learning.","A2=The adjacent sequence mechanism offers a transferable way to localize or compress useful intervals when robot labels are scarce.","A2=true","expansion_round_1","","2017","arxiv:1709.04571","","","","","","","A2","false","false","false","false","A2/expansion-pool.json | A2/expansion-pool.jsonl","A2/expansion-triage.jsonl"
"200","arxiv:1710.11248","6","MEDIUM","A6","Learning Robust Rewards with Adversarial Inverse Reinforcement Learning","arxiv:1710.11248","Reinforcement learning provides a powerful and general framework for decision making and control, but its application in practice is often hindered by the need for extensive feature and reward engineering. Deep reinforcement learning methods can remove the need for explicit engineering of policy or value features, but still require a manually specified reward function. Inverse reinforcement learning holds the promise of automatic reward acquisition, but has proven exceptionally difficult to apply to large, high-dimensional problems with unknown dynamics. In this work, we propose adverserial inverse reinforcement learning (AIRL), a practical and scalable inverse reinforcement learning algorithm based on an adversarial reward learning formulation. We demonstrate that AIRL is able to recover reward functions that are robust to changes in dynamics, enabling us to learn policies even under significant variation in the environment seen during training. Our experiments show that AIRL greatly outperforms prior methods in these transfer settings.","medium","A6","1","A6=medium","A6=Learns or supplies recovery, correction, retry, repair, or replanning behavior from failed or perturbed executions.","A6=Makes failure states informative for robust execution and for deciding what corrective data to collect next.","A6=false","expansion_round_1","","","arxiv:1710.11248","arxiv:1710.11248","759724900147286718","","","related-papers","","A6","false","false","false","false","A6/expansion/canonical-pool.jsonl","A6/expansion/triage.jsonl"
"213","arxiv:1802.01744","6","HIGH","A3","Shared Autonomy via Deep Reinforcement Learning","arxiv:1802.01744","In shared autonomy, user input is combined with semi-autonomous control to achieve a common goal. The goal is often unknown ex-ante, so prior work enables agents to infer the goal from user input and assist with the task. Such methods tend to assume some combination of knowledge of the dynamics of the environment, the user's policy given their goal, and the set of possible goals the user might target, which limits their application to real-world scenarios. We propose a deep reinforcement learning framework for model-free shared autonomy that lifts these assumptions. We use human-in-the-loop re","high","A3","1","A3=high","A3=The paper develops or evaluates Shared Autonomy via Deep Reinforcement Learning, offering a mechanism related to failure detection, correction, attribution, or robot-data use.","A3=The mechanism is plausibly transferable to the Program A experience-to-policy loop and merits follow-up.","A3=true","expansion_round_3","","2018","arxiv:1802.01744","","","","","firecrawl research related-papers","","A3","false","false","false","false","A3/paper-registry.json | A3/round3-registry.json","A3/round3-triage.jsonl"
"226","arxiv:1803.10699","6","HIGH","A1","Weakly-Supervised Action Segmentation with Iterative Soft Boundary Assignment","arxiv:1803.10699","In this work, we address the task of weakly-supervised human action segmentation in long, untrimmed videos. Recent methods have relied on expensive learning models, such as Recurrent Neural Networks (RNN) and Hidden Markov Models (HMM). However, these methods suffer from expensive computational cost, thus are unable to be deployed in large scale. To overcome the limitations, the keys to our design are efficiency and scalability. We propose a novel action modeling framework, which consists of a new temporal convolutional network, named Temporal Convolutional Feature Pyramid Network (TCFPN), for predicting frame-wise action labels, and a novel training strategy for weakly-supervised sequence modeling, named Iterative Soft Boundary Assignment (ISBA), to align action sequences and update the network in an iterative fashion. The proposed framework is evaluated on two benchmark datasets, Breakfast and Hollywood Extended, with four different evaluation metrics. Extensive experimental results show that our methods achieve competitive or superior performance to state-of-the-art methods.","high","A1","1","A1=high","A1=The paper develops or evaluates a temporal correspondence, synchronization, delay, or sequence-representation mechanism for Weakly-Supervised Action Segmentation with Iterative Soft Boundary Assignment.","A1=Its mechanism is a plausible transfer to multimodal robot experience, action-observation alignment, or temporally aware policy training.","A1=true","expansion_round_1","","2018","arxiv:1803.10699","arxiv:1803.10699","5686955026010360020","","human activity recognition temporal action segmentation weak supervision | video action segmentation temporal boundary detection subaction discovery","related-references","true","A1","false","false","false","false","A1/expansion-registry.json | A1/expansion-round2-registry.json | A1/expansion-round3-registry.json | A1/paper-registry-complete.json | A2/canonical-pool.json | A2/canonical-pool.jsonl | A2/raw/q23-human-activity.json | A2/raw/q24-video-segmentation.json","A1/expansion-triage.jsonl"
"239","arxiv:1806.05358","6","MEDIUM","A3","Defending Against Saddle Point Attack in Byzantine-Robust Distributed Learning","arxiv:1806.05358","We study robust distributed learning that involves minimizing a non-convex loss function with saddle points. We consider the Byzantine setting where some worker machines have abnormal or even arbitrary and adversarial behavior. In this setting, the Byzantine machines may create fake local minima near a saddle point that is far away from any true local minimum, even when robust gradient estimators are used. We develop ByzantinePGD, a robust first-order algorithm that can provably escape saddle points and fake local minima, and converge to an approximate true local minimizer with low iteration c","medium","A3","1","A3=medium","A3=The paper develops or evaluates Defending Against Saddle Point Attack in Byzantine-Robust Distributed Learning, providing an adjacent mechanism for robust learning, attribution, evaluation, or data selection.","A3=It may transfer to robot experience curation or training intelligence, but its direct relevance requires verification.","A3=false","expansion_round_1","","2018","arxiv:1806.05358","","","","","firecrawl research related-papers","","A3","false","false","false","false","A3/expansion-registry.json | A3/paper-registry.json","A3/expansion-triage.jsonl"
"252","arxiv:1810.00466","6","HIGH","A6","Interactive Learning with Corrective Feedback for Policies based on Deep Neural Networks","arxiv:1810.00466","Deep Reinforcement Learning (DRL) has become a powerful strategy to solve complex decision making problems based on Deep Neural Networks (DNNs). However, it is highly data demanding, so unfeasible in physical systems for most applications. In this work, we approach an alternative Interactive Machine Learning (IML) strategy for training DNN policies based on human corrective feedback, with a method called Deep COACH (D-COACH). This approach not only takes advantage of the knowledge and insights of human teachers as well as the power of DNNs, but also has no need of a reward function (which sometimes implies the need of external perception for computing rewards). We combine Deep Learning with the COrrective Advice Communicated by Humans (COACH) framework, in which non-expert humans shape policies by correcting the agent's actions during execution. The D-COACH framework has the potential to solve complex problems without much data or time required. Experimental results validated the efficiency of the framework in three different problems (two simulated, one with a real robot), with state spaces of low and high dimensions, showing the capacity to successfully learn policies for continuous action spaces like in the Car Racing and Cart-Pole problems faster than with DRL.","high","A6","1","A6=high","A6=Estimates demonstration quality or latent expertise to filter, weight, or optimize learning from mixed-quality experience.","A6=Shows how heterogeneous demonstrations can contribute without treating every transition as equally trustworthy.","A6=true","expansion_round_1","","","arxiv:1810.00466","arxiv:1810.00466","6205951497326421995","","","related-papers","","A6","false","false","false","false","A6/expansion/canonical-pool.jsonl","A6/expansion/triage.jsonl"
"265","arxiv:1811.04324","6","HIGH","A2","Diversity-Driven Extensible Hierarchical Reinforcement Learning","arxiv:1811.04324","Hierarchical reinforcement learning (HRL) has recently shown promising advances on speeding up learning, improving the exploration, and discovering intertask transferable skills. Most recent works focus on HRL with two levels, i.e., a master policy manipulates subpolicies, which in turn manipulate primitive actions. However, HRL with multiple levels is usually needed in many real-world scenarios, whose ultimate goals are highly abstract, while their actions are very primitive. Therefore, in this paper, we propose a diversity-driven extensible HRL (DEHRL), where an extensible and scalable framework is built and learned levelwise to realize HRL with multiple levels. DEHRL follows a popular assumption: diverse subpolicies are useful, i.e., subpolicies are believed to be more useful if they are more diverse. However, existing implementations of this diversity assumption usually have their own drawbacks, which makes them inapplicable to HRL with multiple levels. Consequently, we further propose a novel diversity-driven solution to achieve this assumption in DEHRL. Experimental studies evaluate DEHRL with five baselines from four perspectives in two domains; the results show that DEHRL outperforms the state-of-the-art baselines in all four aspects.","high","A2","1","A2=high","A2=Discovers reusable temporal structure in sequential experience for downstream decision making or policy learning.","A2=The mechanism can turn long robot experience into reusable training units, skill memories, or better-conditioned policy targets.","A2=true","expansion_round_1","","2018","arxiv:1811.04324","","","","","","","A2","false","false","false","false","A2/expansion-pool.json | A2/expansion-pool.jsonl","A2/expansion-triage.jsonl"
