"pass2_index","canonical_paper_id","assigned_agent","first_pass_classification","source_lane","paper_name","id","abstract","triage_label","lanes","lane_count","triage_labels_by_lane","mechanisms_by_lane","why_it_matters_by_lane","follow_up_by_lane","corpus_stages","authors","year","source_ids","primary_id","paper_id","categories","queries","discovery_methods","designations","primary_readers","metadata_verified_any","body_inspected_any","evidence_read_any","triage_disagreement","source_registry_paths","source_triage_paths"
"322","arxiv:1907.03146","11","MEDIUM","A6","A Review of Robot Learning for Manipulation: Challenges, Representations, and Algorithms","arxiv:1907.03146","A key challenge in intelligent robotics is creating robots that are capable of directly interacting with the world around them to achieve their goals. The last decade has seen substantial growth in research on the problem of robot manipulation, which aims to exploit the increasing availability of affordable robot arms and grippers to create robots capable of directly interacting with the world to achieve their goals. Learning will be central to such autonomous systems, as the real world contains too much variation for a robot to expect to have an accurate model of its environment, the objects in it, or the skills required to manipulate them, in advance. We aim to survey a representative subset of that research which uses machine learning for manipulation. We describe a formalization of the robot manipulation learning problem that synthesizes existing research into a single coherent framework and highlight the many remaining research opportunities and challenges.","medium","A6","1","A6=medium","A6=Transforms, segments, augments, retrieves, or composes trajectories so useful subsequences and corrective context become training signal.","A6=Offers a reusable mechanism for converting sequential experience into better policy or data decisions.","A6=false","expansion_round_1","","","arxiv:1907.03146","arxiv:1907.03146","7591947825390428898","","","related-papers","","A6","false","false","false","false","A6/expansion/canonical-pool.jsonl","A6/expansion/triage.jsonl"
"335","arxiv:1909.06933","11","HIGH","A1","Self-Supervised Correspondence in Visuomotor Policy Learning","arxiv:1909.06933","In this paper we explore using self-supervised correspondence for improving the generalization performance and sample efficiency of visuomotor policy learning. Prior work has primarily used approaches such as autoencoding, pose-based losses, and end-to-end policy optimization in order to train the visual portion of visuomotor policies. We instead propose an approach using self-supervised dense visual correspondence training, and show this enables visuomotor policy learning with surprisingly high generalization performance with modest amounts of data: using imitation learning, we demonstrate extensive hardware validation on challenging manipulation tasks with as few as 50 demonstrations. Our learned policies can generalize across classes of objects, react to deformable object configurations, and manipulate textureless symmetrical objects in a variety of backgrounds, all with closed-loop, real-time vision-based policies. Simulated imitation learning experiments suggest that correspondence training offers sample complexity and generalization benefits compared to autoencoding and end-to-end training.","high","A1","1","A1=high","A1=The paper develops or evaluates a temporal correspondence, synchronization, delay, or sequence-representation mechanism for Self-Supervised Correspondence in Visuomotor Policy Learning.","A1=Its mechanism is a plausible transfer to multimodal robot experience, action-observation alignment, or temporally aware policy training.","A1=true","expansion_round_3","","","arxiv:1909.06933","arxiv:1909.06933","4198760831809907313","","7","related-papers-round3","general","A1","false","false","false","false","A1/expansion-round3-registry.json | A1/paper-registry-complete.json | A5/canonical-pool.jsonl | A5/expansion/raw/round3-references.json | A5/paper-registry.json","A1/expansion-round3-triage.jsonl"
"348","arxiv:1911.00997","11","HIGH","A1","Multiple Futures Prediction","arxiv:1911.00997","Temporal prediction is critical for making intelligent and robust decisions in complex dynamic environments. Motion prediction needs to model the inherently uncertain future which often contains multiple potential outcomes, due to multi-agent interactions and the latent goals of others. Towards these goals, we introduce a probabilistic framework that efficiently learns latent variables to jointly model the multi-step future motions of agents in a scene. Our framework is data-driven and learns semantically meaningful latent variables to represent the multimodal future, without requiring explicit labels. Using a dynamic attention-based state encoder, we learn to encode the past as well as the future interactions among agents, efficiently scaling to any number of agents. Finally, our model can be used for planning via computing a conditional probability density over the trajectories of other agents given a hypothetical rollout of the 'self' agent. We demonstrate our algorithms by predicting vehicle trajectories of both simulated and real data, demonstrating the state-of-the-art results on several vehicle trajectory datasets.","high","A1","1","A1=high","A1=The paper develops or evaluates a temporal correspondence, synchronization, delay, or sequence-representation mechanism for Multiple Futures Prediction.","A1=Its mechanism is a plausible transfer to multimodal robot experience, action-observation alignment, or temporally aware policy training.","A1=true","expansion_round_3","","","arxiv:1911.00997","arxiv:1911.00997","590180905307460044","","","related-papers-round3","","A1","false","false","false","false","A1/expansion-round3-registry.json | A1/paper-registry-complete.json","A1/expansion-round3-triage.jsonl"
"361","arxiv:2002.06038","11","HIGH","A8","Never Give Up: Learning Directed Exploration Strategies","arxiv:2002.06038","We propose a reinforcement learning agent to solve hard exploration games by learning a range of directed exploratory policies. We construct an episodic memory-based intrinsic reward using k-nearest neighbors over the agent's recent experience to train the directed exploratory policies, thereby encouraging the agent to repeatedly revisit all states in its environment. A self-supervised inverse dynamics model is used to train the embeddings of the nearest neighbour lookup, biasing the novelty signal towards what the agent can control. We employ the framework of Universal Value Function Approximators (UVFA) to simultaneously learn many directed exploration policies with the same neural network, with different trade-offs between exploration and exploitation. By using the same neural network for different degrees of exploration/exploitation, transfer is demonstrated from predominantly exploratory policies yielding effective exploitative policies. The proposed method can be incorporated to run with modern distributed RL agents that collect large amounts of experience from many actors running in parallel on separate environment instances. Our method doubles the performance of the base agent in all hard exploration in the Atari-57 suite while maintaining a very high score across the remaining games, obtaining a median human normalised score of 1344.0%. Notably, the proposed method is the first algorithm to achieve non-zero rewards (with a mean score of 8,400) in the game of Pitfall! without using demonstrations or hand-crafted features.","high","A8","1","A8=high","A8=A novelty module based on episodic memory and learned embeddings directs exploration toward states unlike prior experience.","A8=It combines representation-space novelty with persistent memory to target underexplored fleet scenarios.","A8=true","expansion_round_2","","","arxiv:2002.06038 | paperid:5349633168323911866","","","","","","","A8","false","false","false","false","A8/work/expansion-round2-novel.jsonl","A8/work/expansion-round2-triage.jsonl | A8/work/expansion-round3-triage.jsonl"
"374","arxiv:2004.07219","11","MEDIUM","A2 | A5 | A6","D4RL: Datasets for Deep Data-Driven Reinforcement Learning","arxiv:2004.07219","The offline reinforcement learning (RL) setting (also known as full batch RL), where a policy is learned from a static dataset, is compelling as progress enables RL methods to take advantage of large, previously-collected datasets, much like how the rise of large datasets has fueled results in supervised learning. However, existing online RL benchmarks are not tailored towards the offline setting and existing offline RL benchmarks are restricted to data generated by partially-trained agents, making progress in offline RL difficult to measure. In this work, we introduce benchmarks specifically designed for the offline setting, guided by key properties of datasets relevant to real-world applications of offline RL. With a focus on dataset collection, examples of such properties include: datasets generated via hand-designed controllers and human demonstrators, multitask datasets where an agent performs different tasks in the same environment, and datasets collected with mixtures of policies. By moving beyond simple benchmark tasks and data collected by partially-trained RL agents, we reveal important and unappreciated deficiencies of existing algorithms. To facilitate research, we have released our benchmark tasks and datasets with a comprehensive evaluation of existing algorithms, an evaluation protocol, and open-source examples. This serves as a common starting point for the community to identify shortcomings in existing offline RL methods and a collaborative route for progress in this emerging area.","medium","A2 | A5 | A6","3","A2=low | A5=medium | A6=medium","A2=Discovers reusable temporal structure in sequential experience for downstream decision making or policy learning. | A5=The offline reinforcement learning (RL) setting (also known as full batch RL), where a policy is learned from a static dataset, is compelling as progress enables RL methods to take advantage of large, previously-collected datasets, much like how the rise of large datasets has. | A6=Uses value or reward inference, offline reinforcement learning, or advantage signals to extract task-relevant behavior from heterogeneous trajectories.","A2=The mechanism can turn long robot experience into reusable training units, skill memories, or better-conditioned policy targets. | A5=The expansion tests whether this weighting mechanism adds a reusable way to control which robot experience influences policy training. | A6=Connects trajectory outcomes to policy improvement rather than copying actions independently of consequences.","A2=false | A5=true | A6=false","expansion_round_1","","2020","arxiv:2004.07219","arxiv:2004.07219","5216023879850160934","","","related-papers","foundational","A2 | A5 | A6","false","false","false","true","A2/expansion-pool.json | A2/expansion-pool.jsonl | A5/expansion/inspection-manifest.json | A5/expansion/raw/round1-references.json | A5/expansion/read-manifest.json | A6/expansion/canonical-pool.jsonl | A7/raw/q23-offline-support.json | A7/work/expansion-registry.json | A7/work/expansion-registry.jsonl | A7/work/paper-registry.json | A7/work/paper-registry.jsonl | A7/work/verified-paper-registry.json | A7/work/verified-paper-registry.jsonl","A2/expansion-triage.jsonl | A5/expansion/round1-triage.jsonl | A6/expansion/triage.jsonl"
"387","arxiv:2006.08506","11","MEDIUM","A1","Regularized Forward-Backward Decoder for Attention Models","arxiv:2006.08506","Nowadays, attention models are one of the popular candidates for speech recognition. So far, many studies mainly focus on the encoder structure or the attention module to enhance the performance of these models. However, mostly ignore the decoder. In this paper, we propose a novel regularization technique incorporating a second decoder during the training phase. This decoder is optimized on time-reversed target labels beforehand and supports the standard decoder during training by adding knowledge from future context. Since it is only added during training, we are not changing the basic structure of the network or adding complexity during decoding. We evaluate our approach on the smaller TEDLIUMv2 and the larger LibriSpeech dataset, achieving consistent improvements on both of them.","medium","A1","1","A1=medium","A1=The paper develops or evaluates a temporal correspondence, synchronization, delay, or sequence-representation mechanism for Regularized Forward-Backward Decoder for Attention Models.","A1=Its adjacent-domain method may provide a transferable alignment idea, but the robot transfer path requires verification.","A1=true","expansion_round_1","","","arxiv:2006.08506","arxiv:2006.08506","3681851282716019478","","","related-similar","","A1","false","false","false","false","A1/expansion-registry.json | A1/paper-registry-complete.json","A1/expansion-triage.jsonl"
"400","arxiv:2009.13436","11","MEDIUM","A1","Learning to Detect Objects with a 1 Megapixel Event Camera","arxiv:2009.13436","Event cameras encode visual information with high temporal precision, low data-rate, and high-dynamic range. Thanks to these characteristics, event cameras are particularly suited for scenarios with high motion, challenging lighting conditions and requiring low latency. However, due to the novelty of the field, the performance of event-based systems on many vision tasks is still lower compared to conventional frame-based solutions. The main reasons for this performance gap are: the lower spatial resolution of event sensors, compared to frame cameras; the lack of large-scale training datasets; the absence of well established deep learning architectures for event-based processing. In this paper, we address all these problems in the context of an event-based object detection task. First, we publicly release the first high-resolution large-scale dataset for object detection. The dataset contains more than 14 hours recordings of a 1 megapixel event camera, in automotive scenarios, together with 25M bounding boxes of cars, pedestrians, and two-wheelers, labeled at high frequency. Second, we introduce a novel recurrent architecture for event-based detection and a temporal consistency loss for better-behaved training. The ability to compactly represent the sequence of events into the internal memory of the model is essential to achieve high accuracy. Our model outperforms by a large margin feed-forward event-based architectures. Moreover, our method does not require any reconstruction of intensity images from events, showing that training directly from raw events is possible, more efficient, and more accurate than passing through an intermediate intensity image. Experiments on the dataset introduced in this work, for which events and gray level images are available, show performance on par with that of highly tuned and studied frame-based detectors.","medium","A1","1","A1=medium","A1=The paper develops or evaluates a temporal correspondence, synchronization, delay, or sequence-representation mechanism for Learning to Detect Objects with a 1 Megapixel Event Camera.","A1=Its adjacent-domain method may provide a transferable alignment idea, but the robot transfer path requires verification.","A1=true","expansion_round_1","","","arxiv:2009.13436","arxiv:2009.13436","245496596607761651","","","related-similar","","A1","false","false","false","false","A1/expansion-registry.json | A1/paper-registry-complete.json","A1/expansion-triage.jsonl"
"413","arxiv:2010.08354","11","MEDIUM","A1","Differentiable Divergences Between Time Series","arxiv:2010.08354","Computing the discrepancy between time series of variable sizes is notoriously challenging. While dynamic time warping (DTW) is popularly used for this purpose, it is not differentiable everywhere and is known to lead to bad local optima when used as a ""loss"". Soft-DTW addresses these issues, but it is not a positive definite divergence: due to the bias introduced by entropic regularization, it can be negative and it is not minimized when the time series are equal. We propose in this paper a new divergence, dubbed soft-DTW divergence, which aims to correct these issues. We study its properties; in particular, under conditions on the ground cost, we show that it is a valid divergence: it is non-negative and minimized if and only if the two time series are equal. We also propose a new ""sharp"" variant by further removing entropic bias. We showcase our divergences on time series averaging and demonstrate significant accuracy improvements compared to both DTW and soft-DTW on 84 time series classification datasets.","medium","A1","1","A1=medium","A1=The paper develops or evaluates a temporal correspondence, synchronization, delay, or sequence-representation mechanism for Differentiable Divergences Between Time Series.","A1=Its adjacent-domain method may provide a transferable alignment idea, but the robot transfer path requires verification.","A1=true","expansion_round_1","","","arxiv:2010.08354","arxiv:2010.08354","4787024802566846412","","","related-similar","","A1","false","false","false","false","A1/expansion-registry.json | A1/expansion-round3-registry.json | A1/paper-registry-complete.json","A1/expansion-triage.jsonl"
"426","arxiv:2011.05970","11","HIGH","A1","Transformers for One-Shot Visual Imitation","arxiv:2011.05970","Humans are able to seamlessly visually imitate others, by inferring their intentions and using past experience to achieve the same end goal. In other words, we can parse complex semantic knowledge from raw video and efficiently translate that into concrete motor control. Is it possible to give a robot this same capability? Prior research in robot imitation learning has created agents which can acquire diverse skills from expert human operators. However, expanding these techniques to work with a single positive example during test time is still an open challenge. Apart from control, the difficulty stems from mismatches between the demonstrator and robot domains. For example, objects may be placed in different locations (e.g. kitchen layouts are different in every house). Additionally, the demonstration may come from an agent with different morphology and physical appearance (e.g. human), so one-to-one action correspondences are not available. This paper investigates techniques which allow robots to partially bridge these domain gaps, using their past experience. A neural network is trained to mimic ground truth robot actions given context video from another agent, and must generalize to unseen task instances when prompted with new videos during test time. We hypothesize that our policy representations must be both context driven and dynamics aware in order to perform these tasks. These assumptions are baked into the neural network using the Transformers attention mechanism and a self-supervised inverse dynamics loss. Finally, we experimentally determine that our method accomplishes a ∼ 2x improvement in terms of task success rate over prior baselines in a suite of one-shot manipulation tasks.","high","A1","1","A1=high","A1=The paper develops or evaluates a temporal correspondence, synchronization, delay, or sequence-representation mechanism for Transformers for One-Shot Visual Imitation.","A1=Its mechanism is a plausible transfer to multimodal robot experience, action-observation alignment, or temporally aware policy training.","A1=true","expansion_round_1","","","arxiv:2011.05970","arxiv:2011.05970","2107468745920313614","","q03-direct-partial-success | q20-adj-human-activity","related-references","","A1","false","false","false","false","A1/expansion-registry.json | A1/expansion-round2-registry.json | A1/expansion-round3-registry.json | A1/paper-registry-complete.json | A6/raw-retrieval/q03-direct-partial-success.json | A6/raw-retrieval/q20-adj-human-activity.json | A6/work/canonical-pool.jsonl","A1/expansion-triage.jsonl"
"439","arxiv:2102.00431","11","MEDIUM","A1","Synergetic Learning of Heterogeneous Temporal Sequences for Multi-Horizon Probabilistic Forecasting","arxiv:2102.00431","Time-series is ubiquitous across applications, such as transportation, finance and healthcare. Time-series is often influenced by external factors, especially in the form of asynchronous events, making forecasting difficult. However, existing models are mainly designated for either synchronous time-series or asynchronous event sequence, and can hardly provide a synthetic way to capture the relation between them. We propose Variational Synergetic Multi-Horizon Network (VSMHN), a novel deep conditional generative model. To learn complex correlations across heterogeneous sequences, a tailored encoder is devised to combine the advances in deep point processes models and variational recurrent neural networks. In addition, an aligned time coding and an auxiliary transition scheme are carefully devised for batched training on unaligned sequences. Our model can be trained effectively using stochastic variational inference and generates probabilistic predictions with Monte-Carlo simulation. Furthermore, our model produces accurate, sharp and more realistic probabilistic forecasts. We also show that modeling asynchronous event sequences is crucial for multi-horizon time-series forecasting.","medium","A1","1","A1=medium","A1=The paper develops or evaluates a temporal correspondence, synchronization, delay, or sequence-representation mechanism for Synergetic Learning of Heterogeneous Temporal Sequences for Multi-Horizon Probabilistic Forecasting.","A1=Its adjacent-domain method may provide a transferable alignment idea, but the robot transfer path requires verification.","A1=true","expansion_round_3","","","arxiv:2102.00431","arxiv:2102.00431","8621664566219476628","","","related-papers-round3","","A1","false","false","false","false","A1/expansion-round3-registry.json | A1/paper-registry-complete.json","A1/expansion-round3-triage.jsonl"
"452","arxiv:2103.09458","11","HIGH","A1","Learning Discriminative Prototypes with Dynamic Time Warping","arxiv:2103.09458","Dynamic Time Warping (DTW) is widely used for temporal data processing. However, existing methods can neither learn the discriminative prototypes of different classes nor exploit such prototypes for further analysis. We propose Discriminative Prototype DTW (DP-DTW), a novel method to learn class-specific discriminative prototypes for temporal recognition tasks. DP-DTW shows superior performance compared to conventional DTWs on time series classification benchmarks. Combined with end-to-end deep learning, DP-DTW can handle challenging weakly supervised action segmentation problems and achieves state of the art results on standard benchmarks. Moreover, detailed reasoning on the input video is enabled by the learned action prototypes. Specifically, an action-based video summarization can be obtained by aligning the input sequence with action prototypes.","high","A1","1","A1=high","A1=The paper develops or evaluates a temporal correspondence, synchronization, delay, or sequence-representation mechanism for Learning Discriminative Prototypes with Dynamic Time Warping.","A1=Its mechanism is a plausible transfer to multimodal robot experience, action-observation alignment, or temporally aware policy training.","A1=true","expansion_round_1","","","arxiv:2103.09458","arxiv:2103.09458","5992494384720264815","","","related-references","","A1","false","false","false","false","A1/expansion-inspection-manifest.json | A1/expansion-registry.json | A1/paper-registry-complete.json","A1/expansion-triage.jsonl"
"465","arxiv:2105.14829","11","MEDIUM","A3","Q-attention: Enabling Efficient Learning for Vision-based Robotic Manipulation","arxiv:2105.14829","Despite the success of reinforcement learning methods, they have yet to have their breakthrough moment when applied to a broad range of robotic manipulation tasks. This is partly due to the fact that reinforcement learning algorithms are notoriously difficult and time consuming to train, which is exacerbated when training from images rather than full-state inputs. As humans perform manipulation tasks, our eyes closely monitor every step of the process with our gaze focusing sequentially on the objects being manipulated. With this in mind, we present our Attention-driven Robotic Manipulation (A","medium","A3","1","A3=medium","A3=The paper develops or evaluates Q-attention: Enabling Efficient Learning for Vision-based Robotic Manipulation, offering an adjacent mechanism for robot learning or data use.","A3=The result may transfer to A3 quality estimation or harmful-data handling, but direct relevance is uncertain.","A3=false","expansion_round_2","Stephen James | Andrew J. Davison","2021","arxiv:2105.14829","","","cs.AI | cs.CV | cs.LG | cs.RO","","firecrawl research related-papers","","A3","false","false","false","false","A3/paper-registry.json | A3/round2-registry.json","A3/round2-triage.jsonl"
"478","arxiv:2107.02625","11","HIGH","A1","Open-Source LiDAR Time Synchronization System by Mimicking GNSS-clock","arxiv:2107.02625","Data fusion algorithms that employ LiDAR measurements, such as Visual-LiDAR, LiDAR-Inertial, or Multiple LiDAR Odometry and simultaneous localization and mapping (SLAM) rely on precise timestamping schemes that grant synchronicity to data from LiDAR and other sensors. Poor synchronization performance, due to incorrect timestamping procedure, may negatively affect the algorithms' state estimation results. To provide highly accurate and precise synchronization between the sensors, we introduce an open-source hardware-software LiDAR to other sensors time synchronization system that exploits a dedicated hardware LiDAR time synchronization interface by providing emulated GNSS-clock to this interface, no physical GNSS-receiver is needed. The emulator is based on a general-purpose microcontroller and, due to concise hardware and software architecture, can be easily modified or extended for synchronization of sets of different sensors such as cameras, inertial measurement units (IMUs), wheel encoders, other LiDARs, etc. In the paper, we provide an example of such a system with synchronized LiDAR and IMU sensors. We conducted an evaluation of the sensors synchronization accuracy and precision, and state 1 microsecond performance. We compared our results with timestamping provided by ROS software and by a LiDAR inner clocking scheme to underline clear advantages over these two baseline methods.","high","A1","1","A1=high","A1=A hardware-software GNSS-clock emulator supplies precise common timing to LiDAR and other sensors, outperforming software or internal clocks.","A1=It demonstrates a practical hardware timestamping path when software-level synchronization is not precise enough for robot fusion.","A1=true","primary_assignment","","","arxiv:2107.02625","arxiv:2107.02625","2390575294533569870","","q02-synonyms","search-papers","","A1","false","false","false","false","A1/assigned-papers.json | A1/evidence-read-manifest.json | A1/inspection-manifest.json | A1/paper-registry-complete.json | A1/paper-registry.json | A1/raw/q02-synonyms.json","A1/assigned-abstracts.jsonl | A1/triage.jsonl"
"491","arxiv:2108.03298","11","HIGH","A1 | A4 | A6 | A7 | A8","What Matters in Learning from Offline Human Demonstrations for Robot Manipulation","arxiv:2108.03298","Imitating human demonstrations is a promising approach to endow robots with various manipulation capabilities. While recent advances have been made in imitation learning and batch (offline) reinforcement learning, a lack of open-source human datasets and reproducible learning methods make assessing the state of the field difficult. In this paper, we conduct an extensive study of six offline learning algorithms for robot manipulation on five simulated and three real-world multi-stage manipulation tasks of varying complexity, and with datasets of varying quality. Our study analyzes the most critical challenges when learning from offline human data for manipulation. Based on the study, we derive a series of lessons including the sensitivity to different algorithmic design choices, the dependence on the quality of the demonstrations, and the variability based on the stopping criteria due to the different objectives in training and evaluation. We also highlight opportunities for learning from human datasets, such as the ability to learn proficient policies on challenging, multi-stage tasks beyond the scope of current reinforcement learning methods, and the ability to easily scale to natural, real-world manipulation scenarios where only raw sensory signals are available. We have open-sourced our datasets and all algorithm implementations to facilitate future research and fair comparisons in learning from human demonstration data. Codebase, datasets, trained models, and more available at https://arise-initiative.github.io/robomimic-web/","high","A1 | A4 | A6 | A7 | A8","5","A1=low | A4=high | A6=high | A7=high | A8=medium","A1=The abstract does not expose a clear temporal mechanism connected to the lane. | A4=Uses data valuation or attribution to estimate example contribution to model or policy outcomes. | A6=Uses data-quality estimates, filtering, weighting, or offline reinforcement learning to extract signal from suboptimal demonstrations. | A7=Imitating human demonstrations is a promising approach to endow robots with various manipulation capabilities. | A8=A controlled study compares demonstration quality, coverage, and quantity to determine which offline human-data properties drive manipulation success.","A1=Its mechanism is a plausible transfer to multimodal robot experience, action-observation alignment, or temporally aware policy training. | A4=It directly informs curation of robot experience or a transferable policy-data loop. | A6=Directly informs how a robot data loop can learn from heterogeneous and imperfect trajectories. | A7=It provides a route to reuse heterogeneous experience across embodiments or data sources. | A8=It provides evidence for prioritizing collection dimensions instead of assuming more demonstrations are uniformly valuable.","A1=false | A4=true | A6=true | A7=true | A8=true","expansion_round_1 | expansion_round_2 | primary_assignment","Ajay Mandlekar, Danfei Xu, Josiah Wong, Soroush Nasiriany, Chen Wang, Rohun Kulkarni, Li Fei-Fei, Silvio Savarese, Yuke Zhu, Roberto MartÃ­n-MartÃ­n","2021","arxiv:2108.03298 | paper:7032286529022162894 | paperid:7032286529022162894","arxiv:2108.03298","7032286529022162894","cs.AI | cs.LG | cs.RO","3 | q02-direct-imperfect-demo | q35-found-learn-failures","references | related-paper-expansion | related-papers | related-papers-round2 | related-papers-round3 | similar","general","A1 | A6","true","true","false","true","A1/expansion-round2-registry.json | A1/expansion-round3-registry.json | A1/paper-registry-complete.json | A4/expansion/expansion-registry.jsonl | A4/expansion/round2/registry.jsonl | A4/expansion/round3/registry.jsonl | A4/expansion/round5/registry.jsonl | A5/canonical-pool.jsonl | A5/expansion/raw/round2-references.json | A5/expansion/raw/round3-references.json | A5/expansion/raw/round3-similar.json | A5/paper-registry.json | A5/raw/q03-direct-hard.json | A6/expansion/canonical-pool.jsonl | A6/raw-retrieval/q02-direct-imperfect-demo.json | A6/raw-retrieval/q35-found-learn-failures.json | A6/registry-assignment.jsonl | A6/work/assigned-registry-inspected.jsonl | A6/work/assigned-registry-preinspect.jsonl | A6/work/canonical-pool.jsonl | A6/work/evidence-index.jsonl | A7/work/expansion-registry.json | A7/work/expansion-registry.jsonl | A8/work/expansion-novel.jsonl | A8/work/expansion-pool.jsonl","A1/expansion-round2-triage.jsonl | A4/expansion/expansion-triage.jsonl | A6/triage.jsonl | A7/work/expansion-triage.jsonl | A8/work/expansion-triage.jsonl"
"504","arxiv:2109.10312","11","HIGH","A6","Example-Driven Model-Based Reinforcement Learning for Solving Long-Horizon Visuomotor Tasks","arxiv:2109.10312","In this paper, we study the problem of learning a repertoire of low-level skills from raw images that can be sequenced to complete long-horizon visuomotor tasks. Reinforcement learning (RL) is a promising approach for acquiring short-horizon skills autonomously. However, the focus of RL algorithms has largely been on the success of those individual skills, more so than learning and grounding a large repertoire of skills that can be sequenced to complete extended multi-stage tasks. The latter demands robustness and persistence, as errors in skills can compound over time, and may require the robot to have a number of primitive skills in its repertoire, rather than just one. To this end, we introduce EMBER, a model-based RL method for learning primitive skills that are suitable for completing long-horizon visuomotor tasks. EMBER learns and plans using a learned model, critic, and success classifier, where the success classifier serves both as a reward function for RL and as a grounding mechanism to continuously detect if the robot should retry a skill when unsuccessful or under perturbations. Further, the learned model is task-agnostic and trained using data from all skills, enabling the robot to efficiently learn a number of distinct primitives. These visuomotor primitive skills and their associated pre- and post-conditions can then be directly combined with off-the-shelf symbolic planners to complete long-horizon tasks. On a Franka Emika robot arm, we find that EMBER enables the robot to complete three long-horizon visuomotor tasks at 85% success rate, such as organizing an office desk, a file cabinet, and drawers, which require sequencing up to 12 skills, involve 14 unique learned primitives, and demand generalization to novel objects.","high","A6","1","A6=high","A6=Learns or supplies recovery, correction, retry, repair, or replanning behavior from failed or perturbed executions.","A6=Makes failure states informative for robust execution and for deciding what corrective data to collect next.","A6=true","expansion_round_1","Bohan Wu, Suraj Nair, Li Fei-Fei, Chelsea Finn","2021","arxiv:2109.10312","arxiv:2109.10312","1483768860952169000","cs.AI | cs.LG | cs.RO","","related-papers","","A6","false","true","false","false","A6/expansion/canonical-pool.jsonl | A6/expansion/selected-registry.jsonl","A6/expansion-triage.jsonl | A6/expansion/triage.jsonl"
"517","arxiv:2110.05697","11","HIGH","A1","Hierarchical Modeling for Task Recognition and Action Segmentation in Weakly-Labeled Instructional Videos","arxiv:2110.05697","This paper focuses on task recognition and action segmentation in weakly-labeled instructional videos, where only the ordered sequence of video-level actions is available during training. We propose a two-stream framework, which exploits semantic and temporal hierarchies to recognize top-level tasks in instructional videos. Further, we present a novel top-down weakly-supervised action segmentation approach, where the predicted task is used to constrain the inference of fine-grained action sequences. Experimental results on the popular Breakfast and Cooking 2 datasets show that our two-stream hierarchical task modeling significantly outperforms existing methods in top-level task recognition for all datasets and metrics. Additionally, using our task recognition framework in the proposed top-down action segmentation approach consistently improves the state of the art, while also reducing segmentation inference time by 80-90 percent.","high","A1","1","A1=high","A1=The paper develops or evaluates a temporal correspondence, synchronization, delay, or sequence-representation mechanism for Hierarchical Modeling for Task Recognition and Action Segmentation in Weakly-Labeled Instructional Videos.","A1=Its mechanism is a plausible transfer to multimodal robot experience, action-observation alignment, or temporally aware policy training.","A1=true","expansion_round_2","","","arxiv:2110.05697","arxiv:2110.05697","8544841261954275796","","","related-papers-round2 | related-papers-round3","","A1","false","false","false","false","A1/expansion-round2-registry.json | A1/expansion-round3-registry.json | A1/paper-registry-complete.json","A1/expansion-round2-triage.jsonl"
"530","arxiv:2110.15360","11","HIGH","A6","Accelerating Robotic Reinforcement Learning via Parameterized Action Primitives","arxiv:2110.15360","Despite the potential of reinforcement learning (RL) for building general-purpose robotic systems, training RL agents to solve robotics tasks still remains challenging due to the difficulty of exploration in purely continuous action spaces. Addressing this problem is an active area of research with the majority of focus on improving RL methods via better optimization or more efficient exploration. An alternate but important component to consider improving is the interface of the RL algorithm with the robot. In this work, we manually specify a library of robot action primitives (RAPS), parameterized with arguments that are learned by an RL policy. These parameterized primitives are expressive, simple to implement, enable efficient exploration and can be transferred across robots, tasks and environments. We perform a thorough empirical study across challenging tasks in three distinct domains with image input and a sparse terminal reward. We find that our simple change to the action interface substantially improves both the learning efficiency and task performance irrespective of the underlying RL algorithm, significantly outperforming prior methods which learn skills from offline expert data. Code and videos at https://mihdalal.github.io/raps/","high","A6","1","A6=high","A6=Uses value or reward inference, offline reinforcement learning, or advantage signals to extract task-relevant behavior from heterogeneous trajectories.","A6=Connects trajectory outcomes to policy improvement rather than copying actions independently of consequences.","A6=true","expansion_round_1","","","arxiv:2110.15360","arxiv:2110.15360","1819508903675542502","","","related-papers","","A6","false","false","false","false","A6/expansion/canonical-pool.jsonl","A6/expansion/triage.jsonl"
