"pass2_index","canonical_paper_id","assigned_agent","first_pass_classification","source_lane","paper_name","id","abstract","triage_label","lanes","lane_count","triage_labels_by_lane","mechanisms_by_lane","why_it_matters_by_lane","follow_up_by_lane","corpus_stages","authors","year","source_ids","primary_id","paper_id","categories","queries","discovery_methods","designations","primary_readers","metadata_verified_any","body_inspected_any","evidence_read_any","triage_disagreement","source_registry_paths","source_triage_paths"
"133","arxiv:1702.08635","4","MEDIUM","A4","Learning What Data to Learn","arxiv:1702.08635","Machine learning is essentially the sciences of playing with data. An adaptive data selection strategy, enabling to dynamically choose different data at various training stages, can reach a more effective model in a more efficient way. In this paper, we propose a deep reinforcement learning framework, which we call Neural Data Filter (NDF), to explore automatic and adaptive data selection in the training process. In particular, NDF takes advantage of a deep neural network to adaptively select and filter important data instances from a sequential stream of training data, such that the future accumulative reward (e.g., the convergence speed) is maximized. In contrast to previous studies in data selection that is mainly based on heuristic strategies, NDF is quite generic and thus can be widely suitable for many machine learning tasks. Taking neural network training with stochastic gradient descent (SGD) as an example, comprehensive experiments with respect to various neural network modeling (e.g., multi-layer perceptron networks, convolutional neural networks and recurrent neural networks) and several applications (e.g., image classification and text understanding) demonstrate that NDF powered SGD can achieve comparable accuracy with standard SGD process by using less data and fewer iterations.","medium","A4","1","A4=medium","A4=Selects a compact subset using utility, gradient, coverage, or representativeness signals.","A4=It provides adjacent evidence for data-efficient training intelligence.","A4=false","expansion_round_1","","","arxiv:1702.08635 | paper:4948394480685474571","","","","","related-paper-expansion","","A4","false","false","false","false","A4/expansion/expansion-registry.jsonl","A4/expansion/expansion-triage.jsonl"
"146","arxiv:1703.04730","4","HIGH","A3","Understanding Black-box Predictions via Influence Functions","arxiv:1703.04730","How can we explain the predictions of a black-box model? In this paper, we use influence functions -- a classic technique from robust statistics -- to trace a model's prediction through the learning algorithm and back to its training data, thereby identifying training points most responsible for a given prediction. To scale up influence functions to modern machine learning settings, we develop a simple, efficient implementation that requires only oracle access to gradients and Hessian-vector products. We show that even on non-convex and non-differentiable models where the theory breaks down, a","high","A3","1","A3=high","A3=The paper develops or evaluates Understanding Black-box Predictions via Influence Functions, offering a mechanism related to robot data quality, correction, attribution, or policy improvement.","A3=The mechanism is plausibly transferable to the Program A experience-to-policy loop and warrants follow-up.","A3=true","expansion_round_2","","2017","arxiv:1703.04730","arxiv:1703.04730","862498787366014740","","q05-gradient-influence | q21-influence-foundation","firecrawl research related-papers","","A3","false","false","false","false","A3/paper-registry.json | A3/round2-registry.json | A3/round3-registry.json | A4/canonical-registry.jsonl | A4/expansion/expansion-registry.jsonl | A4/expansion/round3/registry.jsonl | A4/raw/q05-gradient-influence.json | A4/raw/q21-influence-foundation.json","A3/round2-triage.jsonl"
"159","arxiv:1704.05588","4","MEDIUM","A6","Learning to Fly by Crashing","arxiv:1704.05588","How do you learn to navigate an Unmanned Aerial Vehicle (UAV) and avoid obstacles? One approach is to use a small dataset collected by human experts: however, high capacity learning algorithms tend to overfit when trained with little data. An alternative is to use simulation. But the gap between simulation and real world remains large especially for perception problems. The reason most research avoids using large-scale real data is the fear of crashes! In this paper, we propose to bite the bullet and collect a dataset of crashes itself! We build a drone whose sole purpose is to crash into objects: it samples naive trajectories and crashes into random objects. We crash our drone 11,500 times to create one of the biggest UAV crash dataset. This dataset captures the different ways in which a UAV can crash. We use all this negative flying data in conjunction with positive data sampled from the same trajectories to learn a simple yet powerful policy for UAV navigation. We show that this simple self-supervised model is quite effective in navigating the UAV even in extremely cluttered environments with dynamic obstacles including humans. For supplementary video see: https://youtu.be/u151hJaGKUo","medium","A6","1","A6=medium","A6=Provides a policy, data, or control mechanism with a plausible path to learning from robot experience.","A6=Offers a reusable mechanism for converting sequential experience into better policy or data decisions.","A6=true","expansion_round_1","","","arxiv:1704.05588","arxiv:1704.05588","1648455068660558129","","","related-papers","","A6","false","false","false","false","A6/expansion/canonical-pool.jsonl","A6/expansion/triage.jsonl"
"172","arxiv:1706.04711","4","MEDIUM","A3","Reinforcement Learning under Model Mismatch","arxiv:1706.04711","We study reinforcement learning under model misspecification, where we do not have access to the true environment but only to a reasonably close approximation to it. We address this problem by extending the framework of robust MDPs to the model-free Reinforcement Learning setting, where we do not have access to the model parameters, but can only sample states from it. We define robust versions of Q-learning, SARSA, and TD-learning and prove convergence to an approximately optimal robust policy and approximate value function respectively. We scale up the robust algorithms to large MDPs via func","medium","A3","1","A3=medium","A3=The paper develops or evaluates Reinforcement Learning under Model Mismatch, providing an adjacent mechanism for robust learning, attribution, evaluation, or data selection.","A3=It may transfer to robot experience curation or training intelligence, but its direct relevance requires verification.","A3=false","expansion_round_1","","2017","arxiv:1706.04711","","","","","firecrawl research related-papers","","A3","false","false","false","false","A3/expansion-registry.json | A3/paper-registry.json","A3/expansion-triage.jsonl"
"185","arxiv:1708.02190","4","HIGH","A8","Intrinsically Motivated Goal Exploration Processes with Automatic Curriculum Learning","arxiv:1708.02190","Intrinsically motivated spontaneous exploration is a key enabler of autonomous developmental learning in human children. It enables the discovery of skill repertoires through autotelic learning, i.e. the self-generation, self-selection, self-ordering and self-experimentation of learning goals. We present an algorithmic approach called Intrinsically Motivated Goal Exploration Processes (IMGEP) to enable similar properties of autonomous learning in machines. The IMGEP architecture relies on several principles: 1) self-generation of goals, generalized as parameterized fitness functions; 2) selection of goals based on intrinsic rewards; 3) exploration with incremental goal-parameterized policy search and exploitation with a batch learning algorithm; 4) systematic reuse of information acquired when targeting a goal for improving towards other goals. We present a particularly efficient form of IMGEP, called AMB, that uses a population-based policy and an object-centered spatio-temporal modularity. We provide several implementations of this architecture and demonstrate their ability to automatically generate a learning curriculum within several experimental setups. One of these experiments includes a real humanoid robot exploring multiple spaces of goals with several hundred continuous dimensions and with distractors. While no particular target goal is provided to these autotelic agents, this curriculum allows the discovery of diverse skills that act as stepping stones for learning more complex skills, e.g. nested tool use.","high","A8","1","A8=high","A8=IMGEP samples goals, measures competence progress, and automatically shifts exploration toward goals with the greatest learning progress.","A8=It is a foundational information-gain-like curriculum for deciding which capabilities a robot should practice next.","A8=true","expansion_round_1","","","arxiv:1708.02190 | paperid:8727942242617605991","","","","","related-papers","","A8","false","false","false","false","A8/work/expansion-novel.jsonl | A8/work/expansion-pool.jsonl","A8/work/expansion-triage.jsonl"
"198","arxiv:1710.05421","4","HIGH","A2","DDCO: Discovery of Deep Continuous Options for Robot Learning from Demonstrations","arxiv:1710.05421","An option is a short-term skill consisting of a control policy for a specified region of the state space, and a termination condition recognizing leaving that region. In prior work, we proposed an algorithm called Deep Discovery of Options (DDO) to discover options to accelerate reinforcement learning in Atari games. This paper studies an extension to robot imitation learning, called Discovery of Deep Continuous Options (DDCO), where low-level continuous control skills parametrized by deep neural networks are learned from demonstrations. We extend DDO with: (1) a hybrid categorical-continuous distribution model to parametrize high-level policies that can invoke discrete options as well continuous control actions, and (2) a cross-validation method that relaxes DDO's requirement that users specify the number of options to be discovered. We evaluate DDCO in simulation of a 3-link robot in the vertical plane pushing a block with friction and gravity, and in two physical experiments on the da Vinci surgical robot, needle insertion where a needle is grasped and inserted into a silicone tissue phantom, and needle bin picking where needles and pins are grasped from a pile and categorized into bins. In the 3-link arm simulation, results suggest that DDCO can take 3x fewer demonstrations to achieve the same reward compared to a baseline imitation learning approach. In the needle insertion task, DDCO was successful 8/10 times compared to the next most accurate imitation learning baseline 6/10. In the surgical bin picking task, the learned policy successfully grasps a single object in 66 out of 99 attempted grasps, and in all but one case successfully recovered from failed grasps by retrying a second time.","high","A2","1","A2=high","A2=Discovers reusable temporal structure in sequential experience for downstream decision making or policy learning.","A2=The mechanism can turn long robot experience into reusable training units, skill memories, or better-conditioned policy targets.","A2=true","expansion_round_1","","2017","arxiv:1710.05421","arxiv:1710.05421","3829443707994797886","","macro-actions options skills temporal abstraction sequential robot control","search-papers","true","A2","false","false","false","false","A2/canonical-pool.json | A2/canonical-pool.jsonl | A2/expansion-pool.json | A2/expansion-pool.jsonl | A2/raw/q08-synonyms.json","A2/expansion-triage.jsonl"
"211","arxiv:1801.01290","4","MEDIUM","A2 | A8","Soft Actor-Critic: Off-Policy Maximum Entropy Deep Reinforcement Learning with a Stochastic Actor","arxiv:1801.01290","Model-free deep reinforcement learning (RL) algorithms have been demonstrated on a range of challenging decision making and control tasks. However, these methods typically suffer from two major challenges: very high sample complexity and brittle convergence properties, which necessitate meticulous hyperparameter tuning. Both of these challenges severely limit the applicability of such methods to complex, real-world domains. In this paper, we propose soft actor-critic, an off-policy actor-critic deep RL algorithm based on the maximum entropy reinforcement learning framework. In this framework, the actor aims to maximize expected reward while also maximizing entropy. That is, to succeed at the task while acting as randomly as possible. Prior deep RL methods based on this framework have been formulated as Q-learning methods. By combining off-policy updates with a stable stochastic actor-critic formulation, our method achieves state-of-the-art performance on a range of continuous control benchmark tasks, outperforming prior on-policy and off-policy methods. Furthermore, we demonstrate that, in contrast to other off-policy algorithms, our approach is very stable, achieving very similar performance across different random seeds.","medium","A2 | A8","2","A2=low | A8=medium","A2=Discovers reusable temporal structure in sequential experience for downstream decision making or policy learning. | A8=Maximum-entropy off-policy learning maintains stochastic policies that trade off reward and action diversity during exploration.","A2=The mechanism can turn long robot experience into reusable training units, skill memories, or better-conditioned policy targets. | A8=It provides a baseline for uncertainty and exploration comparisons, but not a dedicated data-selection rule.","A2=false | A8=true","expansion_round_1 | expansion_round_2","","2018","arxiv:1801.01290 | paperid:6425675536315116947","","","","","","","A2 | A8","false","false","false","true","A2/expansion-pool.json | A2/expansion-pool.jsonl | A8/work/expansion-round2-novel.jsonl","A2/expansion-triage.jsonl | A8/work/expansion-round2-triage.jsonl | A8/work/expansion-round3-triage.jsonl"
"224","arxiv:1803.08842","4","MEDIUM","A1","Audio-Visual Event Localization in Unconstrained Videos","arxiv:1803.08842","In this paper, we introduce a novel problem of audio-visual event localization in unconstrained videos. We define an audio-visual event as an event that is both visible and audible in a video segment. We collect an Audio-Visual Event(AVE) dataset to systemically investigate three temporal localization tasks: supervised and weakly-supervised audio-visual event localization, and cross-modality localization. We develop an audio-guided visual attention mechanism to explore audio-visual correlations, propose a dual multimodal residual network (DMRN) to fuse information over the two modalities, and introduce an audio-visual distance learning network to handle the cross-modality localization. Our experiments support the following findings: joint modeling of auditory and visual modalities outperforms independent modeling, the learned attention can capture semantics of sounding objects, temporal alignment is important for audio-visual fusion, the proposed DMRN is effective in fusing audio-visual features, and strong correlations between the two modalities enable cross-modality localization.","medium","A1","1","A1=medium","A1=The paper develops or evaluates a temporal correspondence, synchronization, delay, or sequence-representation mechanism for Audio-Visual Event Localization in Unconstrained Videos.","A1=Its adjacent-domain method may provide a transferable alignment idea, but the robot transfer path requires verification.","A1=true","expansion_round_1","","","arxiv:1803.08842","arxiv:1803.08842","5913101998109916729","","","related-references","","A1","false","false","false","false","A1/expansion-registry.json | A1/paper-registry-complete.json","A1/expansion-triage.jsonl"
"237","arxiv:1806.03884","4","MEDIUM","A4","Fast Approximate Natural Gradient Descent in a Kronecker-factored Eigenbasis","arxiv:1806.03884","Optimization algorithms that leverage gradient covariance information, such as variants of natural gradient descent (Amari, 1998), offer the prospect of yielding more effective descent directions. For models with many parameters, the covariance matrix they are based on becomes gigantic, making them inapplicable in their original form. This has motivated research into both simple diagonal approximations and more sophisticated factored approximations such as KFAC (Heskes, 2000; Martens & Grosse, 2015; Grosse & Martens, 2016). In the present work we draw inspiration from both to propose a novel approximation that is provably better than KFAC and amendable to cheap partial updates. It consists in tracking a diagonal variance, not in parameter coordinates, but in a Kronecker-factored eigenbasis, in which the diagonal approximation is likely to be more effective. Experiments show improvements over KFAC in optimization speed for several deep network architectures.","medium","A4","1","A4=medium","A4=Connects trajectory or dataset composition to downstream policy or model behavior.","A4=It provides adjacent evidence for data-efficient training intelligence.","A4=false","expansion_round_1","","","arxiv:1806.03884 | paper:5833008555539269835","","","","","related-paper-expansion","","A4","false","false","false","false","A4/expansion/expansion-registry.jsonl","A4/expansion/expansion-triage.jsonl"
"250","arxiv:1809.06268","4","HIGH","A1","Vision-based Teleoperation of Shadow Dexterous Hand using End-to-End Deep Neural Network","arxiv:1809.06268","In this paper, we present TeachNet, a novel neural network architecture for intuitive and markerless vision-based teleoperation of dexterous robotic hands. Robot joint angles are directly generated from depth images of the human hand that produce visually similar robot hand poses in an end-to-end fashion. The special structure of TeachNet, combined with a consistency loss function, handles the differences in appearance and anatomy between human and robotic hands. A synchronized human-robot training set is generated from an existing dataset of labeled depth images of the human hand and simulated depth images of a robotic hand. The final training set includes 400K pairwise depth images and joint angles of a Shadow C6 robotic hand. The network evaluation results verify the superiority of TeachNet, especially regarding the high-precision condition. Imitation experiments and grasp tasks teleoperated by novice users demonstrate that TeachNet is more reliable and faster than the state-of-the-art vision-based teleoperation method.","high","A1","1","A1=high","A1=The paper develops or evaluates a temporal correspondence, synchronization, delay, or sequence-representation mechanism for Vision-based Teleoperation of Shadow Dexterous Hand using End-to-End Deep Neural Network.","A1=Its mechanism is a plausible transfer to multimodal robot experience, action-observation alignment, or temporally aware policy training.","A1=true","expansion_round_3","","","arxiv:1809.06268","arxiv:1809.06268","6261531887433062391","","","related-papers-round3","","A1","false","false","false","false","A1/expansion-round3-registry.json | A1/paper-registry-complete.json","A1/expansion-round3-triage.jsonl"
