pass2_index,paper_id,assigned_agent,first_pass_classification,source_lane,paper_name,id,abstract,triage_label,lanes,lane_count,triage_labels_by_lane,mechanisms_by_lane,why_it_matters_by_lane,follow_up_by_lane,corpus_stages,authors,year,source_ids,primary_id,source_paper_id,categories,queries,discovery_methods,designations,primary_readers,metadata_verified_any,body_inspected_any,evidence_read_any,triage_disagreement,source_registry_paths,source_triage_paths
136,arxiv:1703.00956,7,HIGH,A2,A Laplacian Framework for Option Discovery in Reinforcement Learning,arxiv:1703.00956,"Representation learning and option discovery are two of the biggest challenges in reinforcement learning (RL). Proto-value functions (PVFs) are a well-known approach for representation learning in MDPs. In this paper we address the option discovery problem by showing how PVFs implicitly define options. We do it by introducing eigenpurposes, intrinsic reward functions derived from the learned representations. The options discovered from eigenpurposes traverse the principal directions of the state space. They are useful for multiple tasks because they are discovered without taking the environment's rewards into consideration. Moreover, different options act at different time scales, making them helpful for exploration. We demonstrate features of eigenpurposes in traditional tabular domains as well as in Atari 2600 games.",high,A2,1,A2=high,"A2=Encodes or selects compact trajectory segments or latent plans so sequential experience can be retrieved, recombined, or reused.","A2=The mechanism can turn long robot experience into reusable training units, skill memories, or better-conditioned policy targets.",A2=true,expansion_round_1,,2017,arxiv:1703.00956,,,,,,,A2,false,false,false,false,A2/expansion-pool.json | A2/expansion-pool.jsonl,A2/expansion-triage.jsonl
149,arxiv:1703.07015,7,MEDIUM,A1,Modeling Long- and Short-Term Temporal Patterns with Deep Neural Networks,arxiv:1703.07015,"Multivariate time series forecasting is an important machine learning problem across many domains, including predictions of solar plant energy output, electricity consumption, and traffic jam situation. Temporal data arise in these real-world applications often involves a mixture of long-term and short-term patterns, for which traditional approaches such as Autoregressive models and Gaussian Process may fail. In this paper, we proposed a novel deep learning framework, namely Long- and Short-term Time-series network (LSTNet), to address this open challenge. LSTNet uses the Convolution Neural Network (CNN) and the Recurrent Neural Network (RNN) to extract short-term local dependency patterns among variables and to discover long-term patterns for time series trends. Furthermore, we leverage traditional autoregressive model to tackle the scale insensitive problem of the neural network model. In our evaluation on real-world data with complex mixtures of repetitive patterns, LSTNet achieved significant performance improvements over that of several state-of-the-art baseline methods. All the data and experiment codes are available online.",medium,A1,1,A1=medium,"A1=The paper develops or evaluates a temporal correspondence, synchronization, delay, or sequence-representation mechanism for Modeling Long- and Short-Term Temporal Patterns with Deep Neural Networks.","A1=Its adjacent-domain method may provide a transferable alignment idea, but the robot transfer path requires verification.",A1=true,expansion_round_3,,,arxiv:1703.07015,arxiv:1703.07015,1206052162418195035,,,related-papers-round3,,A1,false,false,false,false,A1/expansion-round3-registry.json | A1/paper-registry-complete.json,A1/expansion-round3-triage.jsonl
162,arxiv:1705.05363,7,MEDIUM,A2,Curiosity-driven Exploration by Self-supervised Prediction,arxiv:1705.05363,"In many real-world scenarios, rewards extrinsic to the agent are extremely sparse, or absent altogether. In such cases, curiosity can serve as an intrinsic reward signal to enable the agent to explore its environment and learn skills that might be useful later in its life. We formulate curiosity as the error in an agent's ability to predict the consequence of its own actions in a visual feature space learned by a self-supervised inverse dynamics model. Our formulation scales to high-dimensional continuous state spaces like images, bypasses the difficulties of directly predicting pixels, and, critically, ignores the aspects of the environment that cannot affect the agent. The proposed approach is evaluated in two environments: VizDoom and Super Mario Bros. Three broad settings are investigated: 1) sparse extrinsic reward, where curiosity allows for far fewer interactions with the environment to reach the goal; 2) exploration with no extrinsic reward, where curiosity pushes the agent to explore more efficiently; and 3) generalization to unseen scenarios (e.g. new levels of the same game) where the knowledge gained from earlier experience helps the agent explore new places much faster than starting from scratch. Demo video and code available at https://pathak22.github.io/noreward-rl/",medium,A2,1,A2=medium,A2=Discovers reusable temporal structure in sequential experience for downstream decision making or policy learning.,A2=The adjacent sequence mechanism offers a transferable way to localize or compress useful intervals when robot labels are scarce.,A2=true,expansion_round_1,,2017,arxiv:1705.05363,arxiv:1705.05363,5100390407307908367,,A8 | q22-foundational,search-papers,foundational,A2,false,false,false,false,A2/expansion-pool.json | A2/expansion-pool.jsonl | A8/raw/q22-foundational.json | A8/work/canonical-pool.jsonl | A8/work/expansion-pool.jsonl,A2/expansion-triage.jsonl
175,arxiv:1707.01495,7,HIGH,A2 | A6 | A8,Hindsight Experience Replay,arxiv:1707.01495,"Dealing with sparse rewards is one of the biggest challenges in Reinforcement Learning (RL). We present a novel technique called Hindsight Experience Replay which allows sample-efficient learning from rewards which are sparse and binary and therefore avoid the need for complicated reward engineering. It can be combined with an arbitrary off-policy RL algorithm and may be seen as a form of implicit curriculum. We demonstrate our approach on the task of manipulating objects with a robotic arm. In particular, we run experiments on three different tasks: pushing, sliding, and pick-and-place, in each case using only binary rewards indicating whether or not the task is completed. Our ablation studies show that Hindsight Experience Replay is a crucial ingredient which makes training possible in these challenging environments. We show that our policies trained on a physics simulation can be deployed on a physical robot and successfully complete the task.",high,A2 | A6 | A8,3,A2=low | A6=high | A8=medium,"A2=Discovers reusable temporal structure in sequential experience for downstream decision making or policy learning. | A6=Infers quality, reward, value, or preferences from mixed-outcome demonstrations to reweight or improve actions. | A8=Failed episodes are relabeled with achieved goals so sparse-reward experience supplies learning signal for alternative objectives.","A2=The mechanism can turn long robot experience into reusable training units, skill memories, or better-conditioned policy targets. | A6=Turns success, failure, and relative-quality signals into supervision for experience selection or policy improvement. | A8=It increases the usefulness of collected failures and supports coverage-aware replay, although it is not a representation selector itself.",A2=false | A6=true | A8=true,expansion_round_1 | expansion_round_2 | primary_assignment,"Marcin Andrychowicz, Filip Wolski, Alex Ray, Jonas Schneider, Rachel Fong, Peter Welinder, Bob McGrew, Josh Tobin, Pieter Abbeel, Wojciech Zaremba",2017,arxiv:1707.01495 | paperid:8747658690710161793,arxiv:1707.01495,8747658690710161793,cs.AI | cs.LG | cs.NE | cs.RO,q17-failure-negative-visuomotor | temporal abstraction long horizon manipulation sparse reward credit assignment,related-papers | search-papers,true,A6,true,true,false,true,A2/canonical-pool.json | A2/canonical-pool.jsonl | A2/expansion-pool.json | A2/expansion-pool.jsonl | A2/raw/q20-sparse-reward.json | A5/canonical-pool.jsonl | A5/expansion/raw/round1-references.json | A5/expansion/raw/round1-similar.json | A5/paper-registry.json | A6/expansion/canonical-pool.jsonl | A6/raw-retrieval/q17-failure-negative-visuomotor.json | A6/registry-assignment.jsonl | A6/work/assigned-registry-inspected.jsonl | A6/work/assigned-registry-preinspect.jsonl | A6/work/canonical-pool.jsonl | A6/work/evidence-index.jsonl | A8/work/expansion-round2-novel.jsonl,A2/expansion-triage.jsonl | A6/triage.jsonl | A8/work/expansion-round2-triage.jsonl | A8/work/expansion-round3-triage.jsonl
188,arxiv:1709.04905,7,MEDIUM,A1 | A4,One-Shot Visual Imitation Learning via Meta-Learning,arxiv:1709.04905,"In order for a robot to be a generalist that can perform a wide range of jobs, it must be able to acquire a wide variety of skills quickly and efficiently in complex unstructured environments. High-capacity models such as deep neural networks can enable a robot to represent complex skills, but learning each skill from scratch then becomes infeasible. In this work, we present a meta-imitation learning method that enables a robot to learn how to learn more efficiently, allowing it to acquire new skills from just a single demonstration. Unlike prior methods for one-shot imitation, our method can scale to raw pixel inputs and requires data from significantly fewer prior tasks for effective learning of new skills. Our experiments on both simulated and real robot platforms demonstrate the ability to learn new tasks, end-to-end, from a single visual demonstration.",medium,A1 | A4,2,A1=low | A4=medium,"A1=The abstract does not expose a clear temporal mechanism connected to the lane. | A4=Connects trajectory or demonstration choice to downstream policy learning, behavior, or offline-RL utility.","A1=Its mechanism is a plausible transfer to multimodal robot experience, action-observation alignment, or temporally aware policy training. | A4=It is directly or plausibly transferable to selecting robot experience for policy learning.",A1=false | A4=false,expansion_round_1 | expansion_round_2,,,arxiv:1709.04905 | paper:8047369401898071732,arxiv:1709.04905,8047369401898071732,,,related-papers-round2 | related-papers-round3,,A1,false,false,false,true,A1/expansion-round2-registry.json | A1/expansion-round3-registry.json | A1/paper-registry-complete.json | A4/expansion/round4/registry.jsonl,A1/expansion-round2-triage.jsonl | A4/expansion/all-new-expansion-triage.jsonl
201,arxiv:1711.00073,7,MEDIUM,A1,Long-term Forecasting using Higher Order Tensor RNNs,arxiv:1711.00073,"We present Higher-Order Tensor RNN (HOT-RNN), a novel family of neural sequence architectures for multivariate forecasting in environments with nonlinear dynamics. Long-term forecasting in such systems is highly challenging, since there exist long-term temporal dependencies, higher-order correlations and sensitivity to error propagation. Our proposed recurrent architecture addresses these issues by learning the nonlinear dynamics directly using higher-order moments and higher-order state transition functions. Furthermore, we decompose the higher-order structure using the tensor-train decomposition to reduce the number of parameters while preserving the model performance. We theoretically establish the approximation guarantees and the variance bound for HOT-RNN for general sequence inputs. We also demonstrate 5% 12% improvements for long-term prediction over general RNN and LSTM architectures on a range of simulated environments with nonlinear dynamics, as well on real-world time series data.",medium,A1,1,A1=medium,"A1=The paper develops or evaluates a temporal correspondence, synchronization, delay, or sequence-representation mechanism for Long-term Forecasting using Higher Order Tensor RNNs.","A1=Its adjacent-domain method may provide a transferable alignment idea, but the robot transfer path requires verification.",A1=true,expansion_round_3,,,arxiv:1711.00073,arxiv:1711.00073,5445489312541829611,,,related-papers-round3,,A1,false,false,false,false,A1/expansion-round3-registry.json | A1/paper-registry-complete.json,A1/expansion-round3-triage.jsonl
214,arxiv:1802.03676,7,MEDIUM,A1,Differentiable Dynamic Programming for Structured Prediction and Attention,arxiv:1802.03676,"Dynamic programming (DP) solves a variety of structured combinatorial problems by iteratively breaking them down into smaller subproblems. In spite of their versatility, DP algorithms are usually non-differentiable, which hampers their use as a layer in neural networks trained by backpropagation. To address this issue, we propose to smooth the max operator in the dynamic programming recursion, using a strongly convex regularizer. This allows to relax both the optimal value and solution of the original combinatorial problem, and turns a broad class of DP algorithms into differentiable operators. Theoretically, we provide a new probabilistic perspective on backpropagating through these DP operators, and relate them to inference in graphical models. We derive two particular instantiations of our framework, a smoothed Viterbi algorithm for sequence prediction and a smoothed DTW algorithm for time-series alignment. We showcase these instantiations on two structured prediction tasks and on structured and sparse attention for neural machine translation.",medium,A1,1,A1=medium,"A1=The paper develops or evaluates a temporal correspondence, synchronization, delay, or sequence-representation mechanism for Differentiable Dynamic Programming for Structured Prediction and Attention.","A1=Its adjacent-domain method may provide a transferable alignment idea, but the robot transfer path requires verification.",A1=true,expansion_round_1,,,arxiv:1802.03676,arxiv:1802.03676,6631983213120984216,,,related-similar,,A1,false,false,false,false,A1/expansion-registry.json | A1/expansion-round2-registry.json | A1/expansion-round3-registry.json | A1/paper-registry-complete.json,A1/expansion-triage.jsonl
227,arxiv:1805.04687,7,HIGH,A7,BDD100K: A Diverse Driving Dataset for Heterogeneous Multitask Learning,arxiv:1805.04687,"Datasets drive vision progress, yet existing driving datasets are impoverished in terms of visual content and supported tasks to study multitask learning for autonomous driving. Researchers are usually constrained to study a small set of problems on one dataset, while real-world computer vision applications require performing tasks of various complexities. We construct BDD100K, the largest driving video dataset with 100K videos and 10 tasks to evaluate the exciting progress of image recognition algorithms on autonomous driving. The dataset possesses geographic, environmental, and weather diversity, which is useful for training models that are less likely to be surprised by new conditions. Based on this diverse dataset, we build a benchmark for heterogeneous multitask learning and study how to solve the tasks together. Our experiments show that special training strategies are needed for existing models to perform such heterogeneous tasks. BDD100K opens the door for future studies in this important venue.",high,A7,1,A7=high,"A7=Datasets drive vision progress, yet existing driving datasets are impoverished in terms of visual content and supported tasks to study multitask learning for autonomous driving.",A7=It provides a route to reuse heterogeneous experience across embodiments or data sources.,A7=true,expansion_round_1,,,arxiv:1805.04687,,,,,references,,A7,false,false,false,false,A7/work/expansion-registry.json | A7/work/expansion-registry.jsonl,A7/work/expansion-triage.jsonl
240,arxiv:1806.10293,7,HIGH,A4 | A5 | A7 | A8,QT-Opt: Scalable Deep Reinforcement Learning for Vision-Based Robotic Manipulation,arxiv:1806.10293,"In this paper, we study the problem of learning vision-based dynamic manipulation skills using a scalable reinforcement learning approach. We study this problem in the context of grasping, a longstanding challenge in robotic manipulation. In contrast to static learning behaviors that choose a grasp point and then execute the desired grasp, our method enables closed-loop vision-based control, whereby the robot continuously updates its grasp strategy based on the most recent observations to optimize long-horizon grasp success. To that end, we introduce QT-Opt, a scalable self-supervised vision-based reinforcement learning framework that can leverage over 580k real-world grasp attempts to train a deep neural network Q-function with over 1.2M parameters to perform closed-loop, real-world grasping that generalizes to 96% grasp success on unseen objects. Aside from attaining a very high success rate, our method exhibits behaviors that are quite distinct from more standard grasping systems: using only RGB vision-based perception from an over-the-shoulder camera, our method automatically learns regrasping strategies, probes objects to find the most effective grasps, learns to reposition objects and perform other non-prehensile pre-grasp manipulations, and responds dynamically to disturbances and perturbations.",high,A4 | A5 | A7 | A8,4,A4=medium | A5=medium | A7=high | A8=high,"A4=Connects trajectory or demonstration choice to downstream policy learning, behavior, or offline-RL utility. | A5=In this paper, we study the problem of learning vision-based dynamic manipulation skills using a scalable reinforcement learning approach. | A7=In this paper, we study the problem of learning vision-based dynamic manipulation skills using a scalable reinforcement learning approach. | A8=Off-policy Q-learning scales across distributed real-robot data and uses autonomous trial outcomes to improve grasping.","A4=It is directly or plausibly transferable to selecting robot experience for policy learning. | A5=The expansion tests whether this adjacent transfer mechanism adds a reusable way to control which robot experience influences policy training. | A7=It informs how data quantity, composition, or offline experience should affect policy training. | A8=It demonstrates a closed loop in which fleet interaction, uncertainty, and outcome value can drive continued data collection.",A4=true | A5=true | A7=true | A8=true,expansion_round_1,,,arxiv:1806.10293 | paper:6789916947223841813 | paperid:6789916947223841813,arxiv:1806.10293,6789916947223841813,,,references | related-papers,,A4 | A5 | A7 | A8,false,false,false,true,A4/expansion/round3/registry.jsonl | A5/expansion/raw/round1-references.json | A5/expansion/raw/round3-references.json | A7/work/expansion-registry.json | A7/work/expansion-registry.jsonl | A8/work/expansion-novel.jsonl | A8/work/expansion-pool.jsonl,A4/expansion/all-new-expansion-triage.jsonl | A5/expansion/round1-triage.jsonl | A7/work/expansion-triage.jsonl | A8/work/expansion-triage.jsonl
253,arxiv:1810.01257,7,HIGH,A2,Near-Optimal Representation Learning for Hierarchical Reinforcement Learning,arxiv:1810.01257,"We study the problem of representation learning in goal-conditioned hierarchical reinforcement learning. In such hierarchical structures, a higher-level controller solves tasks by iteratively communicating goals which a lower-level policy is trained to reach. Accordingly, the choice of representation -- the mapping of observation space to goal space -- is crucial. To study this problem, we develop a notion of sub-optimality of a representation, defined in terms of expected reward of the optimal hierarchical policy using this representation. We derive expressions which bound the sub-optimality and show how these expressions can be translated to representation learning objectives which may be optimized in practice. Results on a number of difficult continuous-control tasks show that our approach to representation learning yields qualitatively better representations as well as quantitatively better hierarchical policies, compared to existing methods (see videos at https://sites.google.com/view/representation-hrl).",high,A2,1,A2=high,"A2=Encodes or selects compact trajectory segments or latent plans so sequential experience can be retrieved, recombined, or reused.",A2=The mechanism connects temporal structure to data selection or learning efficiency in the Program A loop.,A2=true,expansion_round_1,,2018,arxiv:1810.01257,,,,,,,A2,false,false,false,false,A2/expansion-pool.json | A2/expansion-pool.jsonl,A2/expansion-triage.jsonl
